id,popularity,followers.total
4Q8IIlsZsXY1BgPzaz4DYq,52,4805
7qI2khlNiTuhGMVVaEWzlP,27,2561
716ZwtZBmwROBXcFmCzfdM,56,166940
1apmSb6aeHZyr9zUsy1Z9q,45,54685
5bEjof3z83fLcU9U56ceXp,47,9619
7mZEi87Lf4Bxy4XQwIyOEK,32,3992
29JWo79GMywsGJ5lY8HrCc,49,9495
05kWC05qQmocVoC5Udgl6D,44,29356
77ZUbcdoU5KCPHNUl8bgQy,66,453791
5dM81P7RcVcTvQhWKBhGa7,50,1162
7DBIKXxSh2BMPqSN7UB4rS,52,227116
26U8UrM02Mlv1gh15zXW8r,39,569
6hgvQjlsTbnVu6fznF1By0,38,203
5PvBrHTJTYxyTSELakmABR,29,784
3ShGiAyhxI6Rq3TknZ3gfk,56,154651
0qpUea90ifRlk1spr5hFbY,44,286
6u17YlWtW4oqFF5Hn9UU79,61,425873
4og9lYRD6weUueMRu8lbP4,39,44201
2AubscTHZ6Gqo7hlIyDEaH,31,4717
3nP3v7nlUw5NaYDkX6Fl1f,19,127
2t63DLmOGdPDk8AiF8qPPN,41,14892
0gzwXezN4IUHAwLufA6YcX,63,753862
5Qw4JF4JAKGi7PDNwNtRRM,31,2874
7ssnzKMibAPfT74P4SbSoJ,1,57
2lUOtL7ynpi6qacshqiA5m,34,17464
7r35uLFg5fJcsLe60AdWhK,45,108
4aQh3DGBy4kwn7QnYTR4KH,41,12353
4l0zTor5S32Yly4uw96Bto,53,98934
1gjYCdpkRbQf6hQmmGNPsj,34,1323
6Cv7YpJ01y71mdgm4szmU2,59,248311
1j0rVR6oQJN1A0BkVWkmbV,13,1712
2W8yFh0Ga6Yf3jiayVxwkE,70,3130253
1i1gA2GZoni9pz3DNmF0PS,9,25311
3ytV7vc4ZuwGgwaOuWvkk8,63,932177
0F6wZIBwxstvRk9eQtpvOo,57,4903
0JnDkp29FlLpGwsnub400t,50,138858
3Y10boYzeuFCJ4Qgp53w6o,65,454383
7HqEmV7FeCi16bQyHMpIrF,63,31789
3btNpz9NEJ8ml352B8S7Qr,57,64753
11kCkdHKt7MYt0nkyj8XjP,41,2027
6KCxe5mJlHDJlKEXbNFLsP,55,42972
0f5x4P8SybbRdpVr4idUwd,38,27532
22RISwgVJyZu9lpqAcv1F5,63,372157
3bRGJQd7b4lE3ZAEMfOXJp,62,204054
4HVErsBJ9jnwH2qKSP47By,44,515
0BG1jRVxXw82O5MSSKnQtM,37,1257
6QuwwXcYV87m0bVvK0fLct,28,15
0XkEUMM4lJHAzfTK9vR0cu,62,475469
5awQWdBpLqN2KFVRN8w56T,60,113358
1ql28OzmgulHG2ldXFrbWp,36,138870
3w5gfWZYA3hOaf5tnyiVmD,21,1062
4qnJoY6Ujqp1f2urV0z82I,0,1241
79D4dipwR6scV8AN3dm7gW,54,62425
6v8YmLOLOcwJQq5AGVPLP8,13,1971
4PvdnyMP93cvACQIIyGQBX,11,404
6R21HSNyo7HVac8pyqY3T2,54,62924
6iQluOJNzmmaXVVCA0XgbY,42,6722
0aGcpRaQde2itRKZUnu1Z2,32,7514
3oo4KrgV0t3uqQ4e7jHHNs,50,125
2YcBPAOW0NIxq3Glbnb1MJ,3,100
6bi8ggq5sfr4dZo2yCGzQQ,0,2
3iYvxketuV7AAPCJuWSDH2,55,1058
6b8ra1rFH1RtPCHWYEkaA5,35,7939
6MR1r26hVhadntzXxaaIiS,0,20
5NmRijhUHZnaADekOLcOyl,63,88284
152t0se41fdD2sxIUS6i5i,32,9222
1Tz269CxkuwfLfd9sk4R0p,45,49885
2QoRHvXOHGFsIRs2F4WWoQ,22,3
4mRHCOgJQT3Pe6zV89tfYC,41,5390
4GsjZQZJ3viOq4Uw8wZDbW,41,4659
2Bu87vdMT0plbktpNoHBr7,50,65279
3Y0PBoYsqmB3fkdbu2WfoT,21,859
2rdUWyphqOltYR6zPaMPrU,35,10643
4WrL8YBVkibeodZIhBLjsn,51,3690
5Nf5yishRW9Ye174sJISkg,61,59504
10qaAJjsY1PMDwPnNwHKMz,28,5065
1RJAalQs0oU7mC5krUYvrO,43,27114
47iD2jNe2wZuyr7mvOHQyu,28,1202
6Jfs1mfhjyhbO3J4X1ipuO,32,219
5QFgGfebK6FONyT0ARRHEk,32,4259
1Ep2aV10SZtEdAnZOb7aYv,0,2
1d6dwipPrsFSJVmFTTdFSS,71,2212637
6vyHD8gWqfSC29bgf9RLMc,0,372
5c6FYc9ccwsKsm2KFeTraE,32,638
3t4MHnVggiFLOuSSh4odBk,61,377924
6ytOHdKh4xt4YvF7tz8Zcv,73,1059185
5WW1ErMJvuGaxJypZBfvy7,39,11078
3V79CTgRnsDdJSTqKitROv,66,247301
4JNo6Q5KdcRf1vtSX9mB0S,78,2220154
2n2jly4e9kmWEHSX8N0XUa,48,5079
0LuYYFDRJd3PNTh1k4nFRN,44,12423
0kc028ziFEGEMNR6XCKeFJ,47,32487
1ckVZCWKKoeh5GhtidoU4D,52,101032
1mXaaMbQM3IYuhNWaZdFuE,49,229683
0Kwf0zcciIFGLCKiqNcO6Q,69,16153
3p8CvSlaqqbzFKZMUylHO6,30,6249
1o3ck5WMNcRSP9Khfy5o7u,55,14089
3I4YFS0OzOA9yDOu0hcGqs,46,29853
15xA9sEXorQauZo4iIyCo4,0,0
6MPCFvOQv5cIGfw3jODMF0,80,610285
5B4kCOhcqTywB9YwXPfFtJ,61,405417
1s7Ing3VHrg7Es65iDdh0N,17,41
1H4ZvA2yyK7wCmbvEUWvPn,62,464294
7eacKV5WqetV2IZTDrwKhi,34,7016
72GOQ6Xwd8xZitGWouZgye,39,9
3mlSq1JPZ6TYbI3Fzkbqtp,37,29017
31rVRoX5ZG9ZyRbHvlEwjA,52,13877
4VsbQvC84B8Z3IsBY1HLQy,69,265322
08mjMUUjyTchMHCW7evc3R,65,732571
3WOOglGBDGvr6c2WBeMAWn,47,69246
2blJ4Vh2V1STdZzcY72Nch,45,149466
7lNFzeAXmSIKexINNgO6bu,57,1348329
0V7K6XaL7jDs1oUWUvgXNs,37,8796
48Oxa6B9euthfl9VTQsArN,43,1091
6Si6fslrH2xSORoY5TclT5,47,4696
22qcssYcY9HKu3mgcXXEGq,45,7381
1roTzbKGDx7ZFBA5oibNPW,47,1756
2DlLtXgn9lhLACzkDr5Ily,9,83
2yRnjWtHzmDELwYaUiX0Yh,54,42567
0DxYes5zk3LMaliyhYdXHN,34,77699
0c6zVQn3CWPIu7I6QV6D8Y,58,1763
2SDYnXWEAiTFyyKyRDy79I,38,202
0CJxR2iBZb64SRwApcj2Ev,48,7019
1DYAzjU4IgwJDMg8hTTSqF,4,27
3T8tjjk3NvCRyX86C3L5gU,26,0
1Ck3UYsoNkZ63PLY8yZR33,49,5293
4MTShUVlu7XdjJ1yQnS6nT,1,58
0TzqdU5vdJq8APftGy6TtC,2,911
3vwijSZN14SWUqFxg74aYU,42,37550
7oypIsVGKg4FIyuZM1AmeA,31,4586
2beRTIJ89kb6a011vFqGuk,54,44833
0r3y7sISJoUIfT5E85AYII,35,60
5oKfnfz7zP2agtBy3DUl8S,32,104
0EKkjPYSrgM98RLszWTFbz,38,13
0OJXBz0TBaRCbyDpx62nZW,46,6117
6K02Q2fEVl7WMmMqN85tIc,56,9561
3EiW2e93LzyelaCJzRlNl1,33,1285
4WxO9PBJlzYXOmtln97gnT,35,8650
1RBbmgBjLwezNHIQWYYVtF,39,457
5PldDs8KtXMy0KZ6due44x,42,65089
6YSlos33F6rLKxkJcW2OeI,39,4849
2LJxr7Pt3JnP60eLxwbDOu,68,624829
2H4bbbOohoe9zhqEsiRi7j,49,8057
3aKYNxHBFiIcw0yrv06R6W,49,3219
2SF6H5cnKHEcP2AwroCCHb,34,74
3Oxf4EUF3hcY3qpqd5W04o,33,487
1Wd1nIQmdmG3BV27KjoMZ6,40,31411
6sLwRSXSUF5JTUnQaFenyj,67,34753
04PKQjPoKRpLqdDwTsXZ65,3,27
5Egt8He94ZDVmI3OM3IYeZ,27,403
1xkgbANdCCYVt86KdT7hwP,31,6264
2xsBUJ327d3iC1LvL5hYrQ,46,54066
6Vh6UDWfu9PUSXSzAaB3CW,65,293025
745LWpqzCzNy04MJC431lP,34,26384
03u3O2Nv2hOb00DRFYEISs,45,807
7n20wi37wBgwQbqabzrMTB,42,26400
5TDssiSO1YPd3BINGZx3XP,57,71260
0ZAsOmIHoBCsm7wINZfuTn,36,321
58mf4oi8A6QRteZvdlpq2n,39,8434
3fREHN5zWLjSlRzicDxE3c,51,48994
27xKlK1cP793WO35KPxM1d,19,33
05ai8foZsZwk0cni0IOuNj,46,271100
5MWggTZjo3FOdNnFOt6ncB,0,12291
7ckYPwfkQQsShlVXejTGzO,37,91
7GsWqkeVtEkK36219Jrlyo,0,4519
2Z2mGa7QLz8wFjTByelEk4,30,498
6x8vq4QX1MQjqasHWpMWhw,28,11467
2upiPAdo6THtRqkDCvS0nO,31,2950
05YVYeV4HxYp5rrWalvuE1,70,244885
10aqquITh9xMvNFTMZicY9,49,178401
4U6245OE6dlqMEOjDpWJzn,37,5588
5GTkwiuc6ayldeGjQVAN4n,28,11941
66lH4jAE7pqPlOlzUKbwA0,75,3038367
4uFxymnU41sM7ytUCjuYTN,43,13869
7fw0E8WHdG3r9SuPBcGmWk,55,192971
5TV9JhBjG6c2hHsoibBaIW,57,148401
6zVoxjEUoUpj8IBmBAD3Ns,14,1529
4smN6GD01MlqPFo98dVNe6,31,124
59AwfIz27MGfHEaxKeJUpS,53,127890
2jrhHIIt3pMkts71ja2vp3,41,14813
1HH5TlkjRt2FG8dpkWNm5j,62,196120
1vo8zHmO1KzkuU9Xxh6J7W,72,246475
2Ta2wwXNha3yoxUuOQVMOF,38,164
1okul7dptdA4OSaS7X6THG,20,735
6v5ILroFB8WA7oZelN2H7d,28,29
1Dn88PoQjnQgLTOaokePFz,56,3323
4X3tRkrrHAqpTfGd8xCX3y,43,45
14SgKNlOCKAI0PfRD1HnWh,55,222092
70ljCILl0aVXitf3K39YvT,50,256916
6IH1y7lDZ4f5emA2chtADV,44,7914
15YnmlNukYCFvwaFnoDwwV,64,720419
3YZU8HQWGJEAlNIhTK6UKT,41,15848
2ZXnTEyYopSLCDiz5Z0XIf,60,3448327
3L2SIGZah4QZSvN4wC8rHl,63,1087
0ShXtJGjzmboEPVOvIdbQA,53,87118
2WtAMWvLiN2sOlIH9cjNvE,0,12
5SpVRA7FCoeHF418NR5XGP,2,8
2kNbyqVjeXtsSXcXB3iaL9,26,592
3Z4vDqoYFL1kp6XkZ4nDHL,28,4331
0xf6qjIweClwZGJSU2dJMw,32,3860
7r0p93QxLT8kfsZsiTWnIW,0,22
0BjMgv4Ow2MZ3R4KElfct2,4,405
432rkAWvzoOEUgtN7UZfOj,55,189861
3ECsaSd1fom8coUUkkFzqt,51,8525
18ISxWwWjV6rPLoVCXf1dz,70,702445
3X4o7qy1ci4qtCVg2AtuXb,41,14887
6nMtwu4CkZncCnnOzoPOyl,43,3247
0jm6JzrAGaSgKY02PI2k4E,49,11695
1E8w172gkuT5htpwaIEsEl,64,158688
57okaLdCtv3nVBSn5otJkp,55,438027
3pnuQEuaodUTHoX0AEsw1h,49,31558
4LcUpNlXFEleaLlelmkv2R,70,159504
3M3YacInf0UubKD2n20Oib,47,27465
0SCLlZALysHfj8X8LPX0By,47,72238
3zupdQBnZOctgaKwQAMwIZ,35,183
5rlwbF5flU2JCmAzV5Obu0,44,84663
59IoFDxTdsmr1m1z8euRFu,38,38435
6k1ekEfg7DnWc0FbMDY67I,41,109891
4RH5rQ6kwIASIwZxWUBNTS,58,11443
3pLr4svOHhxs5MggTgUZCj,0,13
5UzvBU2UU03rt1kSLGGZa9,40,3592
2DaMrZndfGgM3yd9ivadRC,52,373471
0yecN0qtZXrU5gb3oqFqZp,13,840
6zgklcaF5juoL4nx54Ohan,38,16997
5AkhuEE9FYontxsHqqmtNQ,59,8038
1E2AEtxaFaJtH0lO7kgNKw,70,356386
3IXhSUXNXO7Z6GnYufgpKR,42,11942
2kS9NyuATpYwjeB93h24H5,62,30441
6TbBwWQ668tRh7E7xs0jYO,41,33069
3tmjMu5zfLOTVJ8YX5FDpU,57,10964
6h1WZb04ANAhJzLMFa9WAE,16,174
51USbaT1XFWIspzs7Xxqb1,3,132
1Nh6hnGbWlEtrHoOcPOCpw,18,239
7FwxJtVorL07N6kbqmkPr6,58,220626
5ht2HGrvbN9eDWJarHsou6,50,104143
2gmeFH5Iz8UEA7K0OHDePQ,29,12882
0XnAl4GpHM5P6Vr261W9hd,10,243
4zrB9WV6Z0iKKnGb1Pj0P2,56,139682
6GUmQcQvCURmBkeJ70GtHT,0,5504
7tWQNzXbTvmZiAtI0JTphx,6,7
2CfEAlvAtAJ7MvCQl4mptz,46,218888
1ECUQVFmYOUYMkCsisFGRw,36,38842
5lrDYtb3YO3DyPhLEpTGB0,22,2748
4qPFjvQ5c4RnLP5ZBnMABv,23,2928
1knBSeui5VhCJC1xHm47ya,27,137
5LeEJFfXEarTPbQKOH0xtX,0,17
0DL9VpY3UsZWQyDOO5Ej2o,43,15288
5EHFGV0DMEet7QHdx0M1D6,45,22619
0aeLcja6hKzb7Uz2ou7ulP,58,449418
0zcvdNaCV5BhEfpULJ9QVl,17,1366
16kd5X3pBMOtXdLlX5LcAw,61,55670
5PArTiK0qKBaKMtSZCam6Z,14,330
6qW2MCeqjNlMwiLl0JPbuZ,63,28332
7C64wNX3howEFZjAYRKsfP,65,105032
54o2CbLdMsh6SR8hufrQiA,43,28283
0IFZt6DzpcIV9rFRMPNH7T,26,122
6NTzEgUmN1PIBIYEHhf1kS,56,441503
5ib3q5bUaDcJ7uBvnTSnsG,0,0
0bRPtPZQkWHeG7MGk9eWlh,69,18718
1AhJvFHlqgvOAPrrdyiqn0,15,188
72gTE718El4jxR5AWIIsq4,25,32
6PFX6CPrYWgLYSIUMQ59hW,44,9981
3wARiKGRWBx7PNFtSptiLE,0,0
12os2B2mGHsjuWkg2ublOl,19,57
64aJYyrXljOodnUG6jvhRD,79,1317834
3CrFhzsHBPGK0wlAp7Z5d6,30,649
1V7tGmh5DDSNE0VsUcorJL,46,55807
0pJRxHrMLuQWbCKLaj7Sny,1,59
4ckLjJztj53Ifid7WHweBn,59,713649
0re1rxUsmmsr5u6qbXvl8z,52,4575
13JA5UadZYfANIKzGJjc5J,18,4620
4DxELhGCnHXSqYwq6fbcmv,14,735
0BvkDsjIUla7X0k6CSWh1I,79,7071515
6DGZuwZVBjzUjEL3sqXiL9,0,9
5sqFLj2cvQ7ZaD1Kpl4nFH,24,768
1x9Ue6JPU82tBOkbprd6S8,11,632
0DwdA5ZgTJcIQ2uIhc110D,60,45796
5OeY6e62St2Nubj9hbfuIb,47,1835
4EiI7Vls0NB16jLuexzCHC,49,13604
2aHFYxHwk45ask1ipRya1d,40,1396
5RWHGrgwCmIrv1EJlYGIIl,48,53832
74Vu43qpRFobF0NPcXXgIa,0,108
6ZGwdAmu91r8mpA6SXodzd,53,199842
73oabrcxZFkgjgeJBP5uJC,52,57234
2510ceejHZpIpxbGpiovch,51,20400
7gIB5TTgIpeomi15bpGx7S,38,53024
6dgJi9J6hN8nLZWPKDFfOX,12,1540
1oc023ZkcexqCzAHQ0qPbE,30,4553
2LIIPVgbol9VWXMjSED1um,28,73
3OITAuZNhf2Z9DySHJsCKD,36,9525
1TndreWtLjfAlywnkm966g,44,11870
10lR6OAc74wnyP1P8Gfsct,29,44344
0OZsbo7wbfOuKCmHUNBUHz,45,74933
3GPTvhZ8XfH7WkHXidvELk,52,23021
48Mg7JaclPFMCGf4tXdPQn,52,140452
0rjms710nwQTdrQheXHJfz,73,64853
6zZ7O3bS4QtFLC5PShjPLX,0,0
0TcPedXHKhQH3MCRQ3nIRz,40,247
6i3DxIlAqnDkwELLw4aVrx,67,937402
2RUEOKaoRDiqpuDu2PgE2Q,35,3512
2SWNzbf1maA3oR4x56Uv9W,42,14887
0MkyYYm0OKY2rZohgy750o,61,1341
14TIxEiMEpG51Ih6DKlMzd,0,66
5xnz0Uwx90USsDrdTkskup,35,401
00cDjzL8jCPeQC7qn9fqnK,41,97
7JL8PgOQe05PjPZtwBfR8x,41,65473
5G7dHgXpwcfbnv3dpOArNy,36,2771
07EcmJpfAday8xGkslfanE,66,646779
3RbuVoer2pZlqAXI73ElhX,60,9538
0GfYO21pue5u0sVEYk9HZO,47,102292
14IQ7niDNXIIrOSjr32E7O,58,24078
6YapGsI8u59kfewJjjJ2LJ,55,320173
5Tf4EH8tDvznnjULcFxkIl,59,642024
1eX2QZGKv4RFxpDKUGxgm0,59,59230
2ohZgLU6lCv55yV3d05nMv,30,772
4dwd5pUVuNVBvymNGls5dg,38,69223
0VNgTklamUX0j9Cpc2vzuQ,34,6823
7CoztuqPHzV1Ijf4bmCYVj,26,43
1QT9ikfzDS8KIZYkfeVKJV,37,6632
0xs0DDAAat35MBE3KVOlVY,24,3747
3AP96neoRZgep3w7wvhubP,52,18165
4wbbDaTxjWd2fcghJQHIgn,18,10539
3c8I79WjXzJzWacsiZlAxT,45,4784
436AWVe0T9AzcttIoQaN6B,0,3
64OlwPCoVudxb3laVVxqvV,40,23730
0NyzfcGDZZ6GM25EBG9BYK,58,55866
3yhOlOHePMA3oe6rRAvdMz,33,817
6DXnx0ReU1wnf4RpMIIK3B,39,51256
4dwnaNjzJyz5K9S2vD1IGD,15,244
6vdr7WnqTfEEPjKJsNrlgY,45,28306
3TgWDQ9xaUckJdr6z2BAs4,10,139
2OFhu1uXhK8gutkt7QcF2R,41,72651
43XHGbWVe5qKVCuI0HMep0,42,120925
164hs3x1Tsp3FgJWNHee1r,50,12123
0zluI3EpmN5moxQlLA7iAs,17,1154
4rDcBPP6ea23Vaix3EFFWO,51,150140
3Rz9ULXMl7mfhCCFNnhd5N,46,165210
6wbgb7phg82I4tnO6GWMhr,53,90982
4Lm0pUvmisUHMdoky5ch2I,64,844657
4Ulybpn8rpXfcOLNJM6544,43,110637
13rJ1RvOkiAEQnvbt9SlXR,51,129487
7scapvSjZLSm0fBgqGM0Mn,67,566346
1Yuzqkuvpqasp7hFAI15C2,29,8482
60Y18YWbhlUOQZZHYih2ts,52,1777
4YRxDV8wJFPHPTeXepOstw,87,41896741
4HaSmpjHgMGtwS8HRkewJM,41,39
1fAotS2jUxpI8bnIxd5cIR,50,63525
6I6fhqfGXTOJjRsDEl3GYc,35,13421
2P7AfQW941UU324qq2ggZf,62,163891
2UWTNi6LLK5lXNGzFWzIqT,36,1639
6t9tbRO9Lv6Oq6xtVwfdrn,61,5931
0KdPDmQhHxBKsHNsQuh5ry,54,49209
2QZ60HlYJrsRqUACECzJ87,34,17269
2zfYewKvfTrldMnaT2jsaS,14,178
4QkKUb73NVonTlAZaShsuY,56,142348
3jHBxvZ9gbBkZ17wKUqVsO,55,107823
4PFC7IPuGWwwYQUuuvSnrw,58,301045
3tJELJoPZ4VTKmL0vppqLj,64,830999
5ujrA1eZLDHR7yQ6FZa2qA,63,164643
1qhcP0Cfa1bJtE8JmbQ4Ea,32,7170
2tZaBvH4Jet46VVqDYYgqR,26,1729
4ToTzqNkhEtW2YZ9bdbhPY,9,938
3H4uKwNgNWoJwJgm4hJ9Ek,18,1359
1eYsTWBpsNJujBHmetYak6,43,14821
2oSUM9uhk6znZZHvsCisAk,34,18045
07FfkbljNIdl45Ijlh1aXS,62,100823
4agEoWIGGjlbMRlUmUOszR,47,287192
667lFGaTjGOeuAI3LOFC7n,52,52
2ZywabPnRCoHjfPJfQavrA,52,137
4BW5WkOQmoHK2bASv3FTnd,0,21
70swmqj7c3SHkkdf2SrSUy,43,41
0bG9yluCs22bj1ekgSc3fh,0,20312
7F7vWRGRoB2xaJAtQ22TXV,44,28680
6LrBtADUmDoLlcTrg448Qt,47,13505
1ViLuYdL1yATbOu4NDKedh,42,2388
2zzpznMuhKlKlqh1ma7Sms,64,9142
792y8UiF77Bqb4CY19CYAJ,27,503
1cPpd989kghzlZqfpP4KwL,61,737303
5wTdspmxzb8V4ZjvDodpBo,66,21005
1NAWG3AngjBXyKbmPaz92D,58,421517
4qZu6RDWoO4ZmEHcCW7Myh,30,3511
3IWdvItNhmdo282Wwp0CwH,59,214492
6Ng4zfUKTRC1ZLMCQcsBrK,47,2561
0qSXK9LxTX9HE3jCXSmbvL,8,198
4eXqqWhgNXRTAYzGoIcD9T,32,27486
4Hzj6dfl1y5x5TzCSsvLB6,62,721892
44mEtidu0VdRkIqO4IbkNa,78,903192
39wUlmskWbXVwU5Ttw2cJL,32,2386
3DHtfeD4PsmR9YGhCP4VF7,60,9940
4AZihrM3P96d5mA9kvsxxH,43,27911
53AvglSHH5ISz9OCTe7qVG,32,1406
0mB7jsqOr0rtgYmchFeB19,36,3268
2DJNQjrMqbyGFax9mgHm3f,55,386821
1ke6AhABWt342nBwFBUiIT,31,58
1hvixOq3kh8xqWm5ytcK28,39,3451
4HF14RSTZQcEafvfPCFEpI,64,3712500
4uaGojdWj4H6cTJydZUPWG,63,49680
205uUEmOunDUqqtmWWYXd5,32,56
793QToVJnVh8Op8YSqJsSm,53,10074
1U2bZ21h2oMgOQrrGhvD3d,23,2474
1LdM8YpAO4V6YRsIfJWlpZ,25,360
5RbI1PF4n02wWKmgjk7hAE,45,280731
1rImXrfuko9dNDofZp3BG3,17,1362
1tAZRoMYPpkrgN7GKKBDjY,36,61
23ReIrUSfcybBi1b9EnqIW,6,1257
1zDnARSHiWiOGH7QmiHORQ,60,50397
5UECxOkeFG2n9ESNADgASX,45,3535
7IK2JpZglDYTrso4ILEKE0,46,65530
3tZdknQnzsVIIdaGCTj4RX,63,211486
5Tn926kZjrSFPWnig9XxCy,53,115643
027TpXKGwdXP7iwbjUSpV8,79,296501
5fuYwjBkiUEoS1kLjCF1SX,5,328
5bfNtghg2fCx5LT9DxBJDP,31,447
63yl9nDNrHpiAYGlNJxxjc,54,102468
1By9QBFnjZAoI83BZppHlt,69,2239776
34voJdR4WIJKl4oSCPVaYX,35,59548
0uvGLQ5Z4iqMoCe1Y1sqec,23,499
01nUdqwuIHCHLZNP2TvYVF,61,15615
2qoHk8oER4tuuQAnLZRKhe,10,55
1OLLBdj6zsFJ2GUMpk8trl,53,209104
7t5B3Ig3nNVbfNDiW34ePP,20,58
4ofg0wyo4TjuNtWQ5XxZhJ,58,67367
097u8n1F4JjTzmOR9VUVEK,54,1502
00xU4wfephkJrjwJPDvfkf,51,703215
4uIopkxtCr4XkXtDVSEBYq,53,463
5wl0tYW6IrhE0f7uj9S6C3,49,1194
5lJn45MM6W3oggp495zARP,0,318
1o0MfrMPYehxn9ieyHbk1Q,47,50857
7GLqyoZnu5jGVWvGBulrne,26,24031
2SZ4wzUa6WLvZSCcNBX9Oh,4,107
5ZZqIQ25HQmufjjf2trwFO,59,282338
7wbY7yXS4tIoKE5iXoOV8z,45,11515
34eIzSQthbDc6GrEUyYb7N,48,63316
2Wirausx6XJEL5Yx4dNLRo,16,135
5M0lbkGluOPXLeFjApw8r8,66,814244
6geNCjzF4Odbt4mMGdRO7Z,7,1273
6TQj5BFPooTa08A7pk8AQ1,69,869470
4bNOdxc26omK0xR7FPucJn,50,29681
3QyqTTQgSUaa449m8u6vpR,45,26400
6tE3YSDrBq015UZTxh9Zki,55,6403
14qypx78D3Jd1mm7c2BqQb,53,5707
4YaUbZmPC6MY6Rl1rBTDuR,38,2767
3f49JTIdjQTVVx2Y6ifVLc,55,556153
6dKPNkSEQOrRRvZz63Y47F,54,55060
3sXLxfvWccL0EI4Q3xxO3q,53,78997
1eBRMcaaLkYPpJ5WYzN4qW,44,1546
4tGJvDWhLFxzKRi94gc4a4,50,62489
4U3o74Io4hwQPsm6iIj4fu,49,4445
2C7RDMSpyGZFyoSnvOeU4J,60,258548
0hBXZmi8TRb7M0HpjPSzUf,28,2775
1GlMjIezcLwV3OFlX0uXOv,64,150981
6KXWBTkyzrUkf3o4IQE1Tn,22,5070
43ZDl5F7LEpN0mSVrdcrgm,40,9210
3t66HrWji19Ey3uJE2DSyC,56,2927
1RiODgqoy8Z7UR3VPwvMze,19,1006
5u8HfseFyqhtGXZEXozxV8,0,9543
3NP4jJcW3R6qO6rbtnH0wn,53,38879
68UvCzlIOr87VYF5icJd2d,32,15
6qFbBE8ubS4NxtxVPytxG5,42,666000
5zViDsu1QEY5DZ4QefVjjD,44,12854
3ml6MvdCLzBBhK2zT9AhOl,48,4332
5Z2NUZiY3FA00HKu5WTMhA,56,105901
37fzXndf2fxVrk7qarhyo0,60,32403
3FLWGtQILFjVr2ENqhr8G4,25,1
5Y3HBYsky3RyPqIDMP2wvt,39,3257
0R9J43uwcbEaNfTb9y3FAS,37,15929
203tbcXDeQj01G6E9Nom6b,0,47
2qz8kj0hlCNpdZwZRSm8Je,37,8
65Fl3Bx3eo9FdToKw3dIFH,3,430
2abTBfFq5PSoASI2PSysLV,59,81660
3wdsEmqB84dya00NPdtEdY,2,47
7zyni5RKNcAt0JyF72tfMp,16,226
5jjAhuJ1IyVRmm4ZsXhsRG,46,354314
1gRr6moof50L1b7XsbClvI,56,127507
1WOWylyMYTYIkDJmKLeSpQ,42,24291
0D9MlyrKtME2l5Cg0tqqIX,18,1048
4288qdlAVsCLojIMDQLuC9,54,123342
2elBjNSdBE2Y3f0j1mjrql,74,2902193
2IP4wcE4hRbDi1zdV8Si6g,55,434
4NkE5k5xSRm6eVE7vMhqD6,53,245854
3rfM2cGqF6DB0kUyytMkXx,74,1730888
0tMbQtD3YwrVFk9Lb6abmB,50,2584
6ZzzrehTAdrM8y6saVjtoN,56,4157
1DX1cbeKQkRJClf4TMmXIn,56,140091
6DiBaDREJP86aFBjngZCsh,28,359
49e4v89VmlDcFCMyDv9wQ9,75,1245277
1dI156czn4kdzDLfThBxWg,0,0
5KsRA81UaMVKvLNiwDySfp,62,58032
7Gx2wDVHyW5HJh7dc2t5h7,68,189864
2i8aIAYY0wCKbFYWiihztK,50,612890
6yVOW6faj7nSsf8K3BuWGA,10,2504
2XjmzdpCTEdJPI2KGwdeHy,38,2555
62IBF0L5aFACdQHXkyMakL,6,161
0OjRa6r1EIPF5RZPy1SGz9,51,142147
3gqe40iqu7z1fOa6QC9qq2,50,1257
5nzb4lFHogGWcsd9njLT0M,50,49486
7Kk52c4QPzzgXzsrce4rSF,54,5631
2mRDgWrF5x7MOS1X1C1UDF,41,110471
0SWdzEo0WG8A0CsBiJMuJS,20,1947
5meD8C7oGK5yUEY2T7ZZ7W,70,3135017
5RpOBGI24VuPFb3vLtYlE3,33,39
6SWOdiks4Ac3lMM8NCqDm0,55,79304
2rj7Su1MsQ6zRbSHnYqcJb,35,2803
6NCA2AVIHGles0udtwuoqN,41,486
1MuQ2m2tg7naeRGAOxYZer,63,638381
0rQ69yrbz7CeUmXUn1beIj,57,52859
1SZXYhJz4sqEss888VmWLP,56,871116
4nubbILepws9uxjDCpQFfz,22,4205
1p6CdzJRoicjRcSdWoB9Qc,70,291151
2wX61atolswtFkdfXVKLjc,0,0
7Bcr2Bs6phLymt6kdqNNez,43,28039
5pTmYowPAPHM6C133AaOfJ,42,63214
1A9o3Ljt67pFZ89YtPPL5X,71,742669
3aROeSNBd69DWHpcyyMOcI,54,64718
5QjpMO9VqsILYLa5fNKYbB,32,3087
599Yy4yCECdZtyCkDREnIG,25,504
224CDJhbm230iSo9ZomTWe,62,813632
0FXjx0Ahh5sHcsRSP0Yhwb,44,1394
3u5Xu8UlVclFEXMJoBlbFy,9,325
1ErDfqRJ7wjrkm7Qpsnrmz,56,121424
19FI3bwyW062xAmEy3rzsk,55,42665
2eGbmJfjYbZatbebJxY6PD,37,2804
7waNCUQ1Ne7OoNHgqpgMZ7,56,5417
1fUSLFr4WUBx7joEcGwpvG,74,2128364
