id,popularity,followers.total
2HGPd1n5wmvFCJccRPRJ9k,41,4088
6l4bqstldnTeBxn4HHsxlZ,23,3594
2FM4CkhaLzPUHWSNqm0xiG,38,2361
4DCkkGXzzYmyz4C7RM08bX,41,743
6C7un0swbY9Lyw4i5erJSw,0,14
4Nrd0CtP8txoQhnnlRA6V6,66,878768
0FEJqmeLRzsXj8hgcZaAyB,69,650402
6TIYQ3jFPwQSRmorSezPxX,86,4343199
6ZTZ9okCK9fUOb0N6ivKjm,55,62981
18HCdXExJ9OWwtB7FlC45i,41,20
0dh7ycSoENUNWgNKZrBtmH,27,146
0hgX6slgQFj1QpjpKHbcK1,60,28302
1hzMVbytLyyHMTOSDpIl6i,37,203
68BXJWcdFAEu18YauOYNih,28,1735
3S5OKk4WCtDcapcohhMhtC,31,2244
1ZeTPV5dO9f47PZyMXRYFU,16,4
1eRj0jWLzZBVkOrIWKcdsZ,14,1824
2A7et5WMOtQTVHyXqtg7Qt,35,2006
51TnShMzTZrtA35AfB1CiZ,30,7350
1ssrFpfMmM0vRx85eO2XKL,63,68555
0SONU0t2JRj0vEdRIUnkir,39,6653
7hHnzHgKqAKRSfVoNcX9VT,24,12912
4PgPJfNYhFaHAV5C5dFhYS,51,190773
41BvcoyjJWRYdZ9dojoHcP,3,112
7c1CwrwA6sF60lCa7OwP0F,28,70
1od9773auZTTfb2JIiCMFY,22,34
7HiNpMQgsKRVqzQlN2PLRJ,19,1254
6dXL3SnQlCGX9LCUAyin6a,62,99538
3D4BVTTywiC0afapUVI8Cd,27,37970
6sp12XzqjowOJNO1jkbXMR,58,22557
5FxshnB3eJ2YDn8xN8zDKq,54,34336
7xklw3WodFZiNNmQt3DIgp,62,583380
735ksxyyNMvFEWBY0I03rS,0,3
5KDiGaXlk6lxzpXoynx6e4,25,444
6JdeUWTrO9Ou3GD1b07Xgs,30,6407
7rMTGOF2vqBUcsh1cH64bC,23,1062
0ueWjtogcQO8bHxAskyxDY,48,110
5VNMclLseLzRnVhvkrqdpn,63,157817
5H5dLWtVEaxl8UHIbvoix1,0,11
1HzcHe0WFm4koBalCEOkVh,57,206877
0ZxRH0sF7Z2JQZMnRgDw6G,20,203
6qHSmCSSt6CvCD4i2FbOV9,46,789
0RViEWnZO2VhmY4oI0PhF9,59,105477
2AHugDX8XYbm2SNxbvptQW,55,54470
6wwBv5Rq6Ev2USsDsIZO1o,54,962
2hahtdJusGYC77DKod4qfB,55,112582
3iuucN99cGJN0RqyVAfEed,27,282
4tjhuszE3yXNuiqxrdXwJ1,36,486
5zeCSgiRyezbfLiGOpKAsR,53,87368
2EmUjaYdA6kGxwZXzAGq7V,30,2768
4pQxRQ2bUyVpk89wzztCLw,70,132232
5QclwTG2aoAwoeBBphkegt,36,4398
04s2yCProXQ00IXYiKDq5s,13,23
446PjJcM4m4WNaY1jUYvsP,24,16330
2BYegEOEQj3G3x6ltkFkZM,31,456307
6nrnN4igpzdJ7jlHnQPOfV,46,49285
1S0uvW1rgvtkNGma9su3fJ,61,576041
5gznATMVO85ZcLTkE9ULU7,73,2497340
4FMqE1IWlhufYw1x2zlKG6,37,65818
2JfoFQs5wPHgLz8wnJ4wL2,57,5034
7Ks0buMLnun2xYSEOaZpfU,0,640
4nHQ8aSEmbYpjIsgs7CmnB,53,24572
6PsGqL0PFwxHuUNhbLVpEi,0,405
3YWoe6haPoiQdq7GaQz2OR,8,602
55bqpWJMazkqj8A3iziuuF,43,43775
4ec676jWgAuvEZZg0y7dBy,52,166596
3LavxeB9HV3FacHHOW4zn9,36,993
51qUDJb5AtQX6jIL4VJx6M,52,90043
4SZSRsSh4xJx9o5V1uDE1o,62,11835
5xXfRvwpVttCnlyXXGtyYH,41,556
5ixB75BQR3ADoWQkcHQJTs,60,47978
21TinSsF5ytwsfdyz5VSVS,67,950063
246dkjvS1zLTtiykXe5h60,92,35874287
5bM69cr0ImqaPTTniYH5GS,25,10
1ZMCOQhfU6y2jzMHXooyKi,27,217
4kq8z3vydHjPDggxb16ErB,68,120598
4YURkxOtE9WWvMcYrmsVRg,32,1311
5UaXeIdkgIbWPwnClfQIU5,43,41436
6HQ6vf4AloXyVNdyJhrX1J,68,116928
5HcunTidTUrOaf8V0iJcvl,66,2723962
3p3Xna5Ak6NuZH8ABth6lu,0,253
0399oiMcmbOzzsYQDNYqxn,59,236367
66bwuJTs2P6ygJTTmW53Cw,2,1886
541TCRllUeWDv5v81aNi8G,33,2236
3uL4UpqShC4p2x1dJutoRW,79,2605420
3QqlKdJRY4IqUry390xfvJ,44,13054
0ItmqfCN0IYX9N8LcDHj45,54,143866
6zCAdMK7SVxKyGMnAc26Cy,56,81916
5MjQKoeaNFMabcAgJRo0yB,34,9
38CetkfLP6BzE1Dxph7h31,5,868
6WzWO3A5YAYxLVD224S9P0,53,11699
5BWqdIvyPGKRyA8xe6kkBe,29,972
7r9k0d7uURPaucWBl9pMwu,47,130568
6ZIPwLHJoMG10KPGt4hNWW,0,18
4HOm37irsRwVEddNx6d0lq,39,615
2kTb8aNeiYJt6qAOG4JsrF,52,9582
4Jd9XCHzRXTB7ZPPVzJoUm,62,45632
5nlhxXs2Lgr8nH98jC26pw,58,6941
0cXz4Jkhb32ehDe3No7oF9,38,87838
2qB8FBhvhOwnsrMLXscOKf,53,67090
5p3Ict0RaV42vUD5xRZgL2,32,0
6pagcowMoN3u2CNYuuf3Ne,57,2528
1aSwrSGBNGMLn9ymttfRkk,56,97314
5gtYjyZlmPOc1lLHvYzCON,58,6053
7aoSiqJj23B6at0hTVobbg,40,13648
1c9W4FJpTKvklYHfyNzAPl,24,1175
6tOv5UYDorjmsernjtaHO1,46,87529
0mKfkzDXQzYEa1qXH6AAWf,42,20247
5FEcNzwbLj2pvhgZFojYAp,62,61670
6O6HUxUgIDtdns4HPhM6Ia,43,699
7jR7cyGDAnM8PP9pjNd9Al,38,943
78rEst9B8h5utylmzIoUgb,50,8303
0fFgT6tqYswF6TozhqaEJF,31,398
7j4EDoy89FLUbaeJuV1gNY,34,36532
119M7XQ8yohqLeHrIik6vi,45,7618
5wz306kfhCBTtqb9wuILIt,40,198940
1uPhQ6OgvoGB20gCzff4et,35,897
6Gi8ZaXGx8MK79HwzXpuVZ,60,127400
0g9vAlRPK9Gt3FKCekk4TW,62,882566
5A08BH6Y4ogPpBz71JO0e3,21,249
3zZIEq70uT25fjdMdeLoJb,6,10
7vg7wkmGzMEM7p2ZkMPHJS,38,64960
3eCq5Smty6o6WwJjzJwaC4,16,35
0Atd8VjdznZIVpdbKV6bVS,0,4311
6fXPelw8Z7kOBY0waHAdwO,39,15986
3CmqbJaTL0hrMiYfY0ssiN,62,91375
1U9LphshaB4FShZbi7dWOq,33,30536
5VF0YkVLeVD4ytyiyVSIiF,49,238818
2vJYF92LS85UjwTs13ItfR,31,120
4vPryUsOzD7R9daRuvKwFz,34,4653
0d2A861NEFqVpEogrYewVJ,48,55006
5opxaLCuW8JD99kGfZzXE8,1,22
6kBXSF8qBVP8bLNn2NmR93,15,578
13JJKrUewC1CJYmIDXQNoH,67,789331
1FSmOGjV7QmDLMfBajHJQ9,34,213
6EYEbuEhF2WMVU47iUJNBS,52,24378
46HzS7yz0c9udVwtbHk1sx,76,305642
3AhacikmsvsiIz8JE6cLhB,11,3341
37i2jOekpyKc0wGILqRuKJ,40,1192
2xCkxUNSdEyzt1cEH1SsxP,40,744
7gjiYwM6O5sNuYBaCdpCXA,40,29307
2qlAMLpUyBjZgnzuFXXZXI,56,267717
1J7FJ24Zv99uUQqhYhwHFc,16,16881
0O4y3iGgXMpYCpFpBb6itp,21,7881
4BRtcPrNSMXsOdEjvd2GJf,31,18984
6ONMIIeGOgkflffHvKLe0M,35,64
3vfSJC5qMqgPTnSkiNKiQu,37,5683
5mk5cvluGcQc8liUhNc8nO,57,7562
3OSozwQXzKD9PY3M4hfkEW,50,54554
7keGfmQR4X5w0two1xKZ7d,74,799189
4qJ4PtITSkwi3Z5311xSE2,34,9693
5F4kzxLTvnEhhxRhvUHW6o,46,117578
3g34PW5oNmDBxMVUTzx2XK,48,383280
2svfe1pMwteF5HCoBP4Q9a,35,1351
5kBQbdunAcJ6pY5cOme4b7,44,71787
5uMClxnfkye15tg63lrwU8,59,537281
4713QaNWUosi3HuVMjHtGS,49,173920
0rJEJ9T9JwC6ajdnMeqREY,49,33519
03bmDyr8klGV17DKQnPZVA,56,48580
1y6JGih3jxrhp8z6EEiefh,40,3814
0PLUhcaPtfTkL6ckBw0btt,63,259498
64V9thmM2MXR9cDXjoRfS6,35,364
5eEMFhMHFT8XcWuDesCPkc,2,1597
4NoqrtzPnShhuM0VDXStZL,13,418
19bDSGUkjVFIs3T38CBYm8,6,1
5Fa7oN67rqbrgxbRVux7F4,37,801
1ckFxxGdhukqgUX1tLOm15,2,376
0NDJ4N25ysvW5acf7ILz58,40,934
4BmWSGKG6HiYvLuJvZ9afa,63,1088720
2x49HGCVPqbRxecj0PZq2R,59,20334
1lObn1kSUclO890fytRlIk,35,324
6HI8rcJysSSJjctsRIwMub,34,9483
53ZDw5ZHldHJgaUjcJhdGc,51,112186
7zGMdVSgQ7o7bzMz14grLK,0,165
1UYjFeWiTTiOfDRYvUmJul,52,517942
5IHqlcCbQkyhWl0KmIwgeq,57,278081
0WK3tWlmU4jfmQYqXZb8BH,39,357
4JaOFNJsdLG7x05X7DmQ6v,43,24710
4FpJcNgOvIpSBeJgRg3OfN,79,1635904
511AKBfXwSHIIekEKrjqab,45,1220
3rLcNyZbI0AoRKmP7fWtIR,9,19
2h5IzYxNFBtXa3PsnV370c,63,154178
1gyBRbQACz4JJX2HRROigK,54,234951
1GO0BdzMo0I4HNHfbaLbKZ,38,1465
2JLqTvFXmC87BksiCsBezV,48,124070
6lQbKezHkug0aJSkAjYYO5,54,16796
5ZrrJ5bj8IS5HLZxnZ4khM,27,1866
3AuJ0L9x30MFerjyKlNoZ6,35,39
3rHwZCr8f8xNwldzn6bNgO,30,542
2uM40Budgpqii5vjKUnldc,18,877
6UDXmcPywcqjbCOWdY0bln,28,27005
3adQekoFpx0XcMnUrRcxNT,28,187
3SOKB94YDCh1IdTvKvKAuB,18,17
59m6Auk4r76d16XDpOznCY,52,61224
0j0azdrmaf1ryrBsB3M1DG,35,5128
2HGAZDmVV3GAH4XFAZdvSG,58,95945
4TxFZEk9YEPGUBrXPNwSpb,50,798
6s22t5Y3prQHyaHWUN1R1C,79,2114640
4uKEP0JYfpFtngWlgViewd,58,19558
3nQ125TJobosBH446Dsvvv,64,155183
57GVeZvmrO7oCLm0Uacrjy,39,17327
0q7fw7pC9FcW9AUfIw4H5H,40,597
6FgvbauqkRDLhAB6Jv8HWK,15,109
6wYTXLSRP9rMmmG05W07Gp,38,6466
39AZSw4A8hCFWunEg2k89Z,60,30112
6sOhwBjVzpiEBAYEWYwDoX,58,2304
5m8QXFAKCuty66pOzy9aPZ,29,47
2q3tx3ThgAhkMoUYiEnIjy,48,23468
3S6Y7UqHxtJq93VQUgK50e,0,20
1jaUyj8ygmhlaHEiGSMFPx,29,3095
0touaoSr4QOLYxBJ9lmGgK,44,136288
6Hw6zmpru6uNDiUWep8ENG,38,5154
5bAH2yr1FZiVxhM7h7LSEv,24,550
17QZ4o41BVkQdFFfOeU1p1,17,1
1LzWWI9v4UKdbBgz8fqi15,49,94380
65dGLGjkw3UbddUg2GKQoZ,68,588279
3ayds6VIVBx3CU5NSNCDbq,54,126922
2uX5jeXMEK3YNrL1bwVWd1,46,22
2e8owTBZutgOq6uUnVTURB,35,44237
4P9xDIEyrtAeXRI6xOl2TS,51,91910
40FzPNKgu0k9VMvvidiKCl,53,210879
0trHMgCbRohjsr2uzM6scS,58,62531
4y5pMZgG1zSou5ZQ5GhxqK,9,413
5gn3mKyq8QM4TxKNX2nxXi,37,2801
0GW7wwoN2GEvWiKdMCYuQH,33,603674
6B9YF4eOv99klogeZUzkYM,52,51089
1hZV95OfyaTHN7iHaJXCCW,44,82200
6HJiLhKqnOh32p3LSNWsR3,55,372139
01GDS9NmGwhzHm2VjbZFcG,49,52719
4xVFzfXvMvhOe637MWicoj,44,7194
6U0uBUKWYZKZYFGL00hMsp,65,32823
3zbcPXU4MXuzss4WKnBPJD,44,53097
3PaGbJTBNMBBp6RCW3ZiDM,37,3111
5I6WLC9Auo6aeTRHPQbdOv,65,17261
0Dct2Gu0qEbgGRjfaxew8g,55,171698
1cNAwBQwd02bU34NH6J0S4,4,55
2aWPPZwBg1ieQaEGRE0FwF,31,1712
0HyhJ0ids7f4bREx58kAE7,0,1
4LB5OeiRTTbfuPGq36OVlf,30,33
1lMrdfASH6LXYbZPwp5tYl,38,376
4RrsdGPpIH1DyWJAEASgRS,47,42119
1EZhPZUiU6c52gOAZLIcR2,47,13102
4D6kw88swod7GE2mPvgyXd,39,1
7eaxqxEmahFdNNNBslMCTr,17,77
0JKuWiUU9NSMX6aHa2hX6S,43,27003
1gS0tZhuMXgCvYdvZGErWf,28,671
45uPmlwHRNRqSjrEHhHy7Y,13,119
0nwid3SFCGyXxnllTHzHPd,51,27819
6EIriUxo7vznEgJtTDlXpq,56,72436
3utZ2yeQk0Z3BCOBWP7Vlu,76,1640847
24CL5ktdCtKU8E2Yt34el5,53,91702
5QMn8GQyPTKyS6TQi7ye1A,38,34426
1ww0p9A5x08CB2L6U3XxqH,0,30
0hWRVPGWjaXcEvg8l65Tx0,62,521093
5SitGO3A8OQNGN8Z3qmk7G,23,1
2l8I5pWUnfF7bMK1z6EJRk,60,105772
3xEJ7cDz5rdg6VM8E6Mqhf,68,534775
15iVAtD3s3FsQR4w1v6M0P,79,3144139
5sm0jQ1mq0dusiLtDJ2b4R,67,486435
1JNnRL51LIgP1SNzCsQFGM,43,240
1l5hkQZj28djsCJWtN62wm,22,8805
7LHU5Uga349zOVMpDPf4ij,59,9587
6A27cda26ajAto55kfbtUH,48,24408
7ibABXkd3udA7QNPrSSWnL,24,3270
6Kz7MXIUFMtp5Ts91lagtR,52,67795
0qOQMn33whv39rGGDKpmw3,32,11840
3LGPJpLv34OmaqeROjc5d3,30,72
1H2KvPR75UUpoQpRcnvn1I,28,10456
2ZRKwx9FEiXHfn3knbhULs,9,27
47jBQjRmURjRn3XfLIaHvV,61,828938
5Z3k52rtOTnOnvFHoKNHEN,54,6472
0MInKJqZscEeNc5K3K0mkE,72,5160621
4NKumVnSozo1F50Wji9ddY,44,70625
7tdJ95An142vO09ll0N4cQ,43,23225
4tg590HGnXcYGfUEFptrlO,26,19109
5LHu1iF8m0XtRBEJbbwSoo,56,314877
2IrIxkfver7SZcOsFC0l6Q,42,7495
3xvaSlT4xsyk6lY1ESOspO,79,102374
07mX7MVmTtqBIfqOWemg0T,17,0
5XJUyK4GPxQx9744MvnFy6,32,1074
58La32UtamIpPg8Ajm6FE6,40,7518
6vHBuUxrcpn1do5UaEJ7g6,61,269366
1r3tpVQ08jFAA2P4xzV5o4,47,1206
0Yx3X9o0PgikxdUBzhloAe,0,2487
5sK9Bieh35VgebRY9dm7jg,55,1189
4MU4rC7z6JpqxqbHDqtz7H,63,83950
1lcRbyvNcp4ft3f3GDwKPE,30,1898
6mAbrJy54sFBkm0XPn82jN,0,0
266DYurNjIUOiI7yE9v3Vz,35,208
7dbKeVkihtOifdiu7f3rUg,46,7669
3ZOg74Rm98FXI86cSo0nIk,35,424
4VYOfst5n6CAQy7cf9PV4d,14,924
4fDmMQuFAIHnsKbmfOY8yO,46,68
3idQlYHIpkPc7NjGqeCerH,38,43555
2WBJQGf1bT1kxuoqziH5g4,76,339610
2JQCG349xGvlhwEkK4qWoz,43,41340
4uGlaZn0LSybHkHFEKBOV2,47,48438
5S4EMsB7qHrJQ1Y7hq8jDw,0,8
5EP020iZcwBqHRnJftibXX,57,356916
30G2LsTs2NCXeCbjuZYvnf,44,4965
3Z3aTg9PwJ37e8xeO0aUC9,66,59603
438DEJaM9KJdqbBUPnVYB0,61,25187
7fuYevQzzFDUvK9s8QrPYT,45,324
0g4xsygciHCrujQzdXUudC,62,112920
2u4xMsh0M2B7R8Wb3pEWae,67,930629
3uBNVjDel3HFDLBmNt4ork,40,7374
4npEfmQ6YuiwW1GpUmaq3F,86,4856631
1m9ZvxLFfX9avls54a0y40,63,94014
2u3crZX2dGgmxOh8ViLDG5,0,2736
12YpfSMgGsqqli54mNgKfD,0,31
58kY2IywsOUbPrUpjqnqid,19,25962
0ba6wsfB7G2rhdHMebCdO3,58,618838
7xOuCEpAtEfskZc1wnxlsD,23,269
7CSpCpNGTK9589bTi44SzE,66,59158
45oM1jn6eqwgYndWpBIeYM,25,157
73Lhk4XucX7BDRL82Zngs5,51,8362
1AVCXSpYJPiRqv6iHA68f2,25,458
1X6cBGnXpEpN7CmflLKmLV,65,413516
7FY51cHgNXSQqeTBW9TTU4,37,695
5N0Y2jMirjocizWBWJBXu3,21,881
6PzpW5qw7ffNheQYjggsEj,32,17633
3f8ujTspJT6Voq6HYEv3i2,47,51660
3X8tqA34H3odz1gCCHxrzc,45,6368
6hfwwpXqZPRC9CsKI7qtv1,71,1032647
4qUoZ6ErhTYFhAI0W1iI9q,67,45736
5yPeHqGaSwHFwMCOZAs5pj,0,109
5IbwTy4QHMsBTUqLGhXOjx,32,536
4sZCNSc9bpEa6bjM8Z3NOu,44,127928
4KvEeVTVVyMlEhr5ovZBOT,45,30063
6Dg5SYLT3x8OBSBRJkx6gX,53,27712
3cKD8x85OnB9pu8T8k5GYe,42,276491
4TdxMK2fOY7eOBvgtDwbVC,53,38711
67ktO6WKPZ0h4cBxSBBoep,53,257046
0rQSHGbaVqFhj4gcXDAjKy,30,6876
3tN4jv8IaO9UAKTWqpXaV4,58,68466
45YS6WTdex4FqRvjWHhDho,34,4997
3dXC1YPbnQPsfHPVkm1ipj,58,210225
1i9rIRFuGt0ZDPIh2FzrF8,38,4169
4VFtBffxanXW7fbw1xH7at,39,41177
070tdNOiP3pIsGlqNfVkG3,52,111646
0eR52ksGOWANTfqWVk3vAa,2,19
1b8ljnpfobgVCaVa58HdWO,12,473
2kHxkdiKCSnHMkhIgFBZaI,69,72869
0KI6HIuDsZdmZ65lpnZHpt,50,7724
1rMC0ejKbKaIdg91RKllIj,20,3194
4iMzpoygw38Q0AzsMyEpnV,12,50
47BNWfpngeFHYvBlPPyraM,57,67872
7I758DFPIpQlETZfcBzBce,26,276
4Ys2BviobiudpEXEgVtdlV,50,195077
2uLjVSMjFEtyIDU77hoyiI,17,87
0dtmYDbYpwcdHPBI1OJatT,49,6283
0m5ETFICJLAg6ageqa9FgZ,43,12171
18OIVMwWOkrIW2aJkrWvFJ,11,63
4R60A85t9mTZzCqJlVswuo,38,84770
0DlQgBmj0XzrSsOknlxUHw,33,10406
4LyGCVZ22bGCY4BaW04Uyl,59,8737
1sBsS0m5sZyZNur46MQw36,17,23
38YroIcEOM2zsIEGdtmZYm,40,11050
5RFv0vIgbz020yHVboJQ0y,41,4777
06TVTkMAOR935MhkjX0i2A,66,640486
1heCcMiv98eB2dFmkTWCZs,14,322
2xMBy2SwN1OMgSSCKmX3IG,46,61787
4Wv4SEO2ZQAOBl4yJcjdxi,54,7547
1fnqrUzStcFzRdTybhaOdT,40,16875
1UXX0jyiEJK15VdkmzYD9L,30,6954
5k3WNPoEUg6Z4YNC0DfVNT,36,22146
5yxyJsFanEAuwSM5kOuZKc,77,240238
6fJM13619LsYtyPqHvsf6A,44,52731
4zaslnpNr10iUFJGx0XqpM,56,204659
0M3z8Cx60sfuRJSOpfa4QB,53,14
6MfYv3Zkj5zwMNbUfbAifz,40,443
2JpxbX8qRCC9v1aGzW32z0,9,4079
7q287jy77NJXRUq9w3ScgB,0,11
7JM5mZKgSaGtDNvnJVuUc2,12,438
557H1Opi0d3r2IOuKxlXD5,27,796
1SwnEZ4IUZF2CEsWOM0E2L,29,623
7dLSpmgLdQizd0IXuqD7SU,38,16515
6D4uIVWRtpim4PzFhoq1uB,43,126
00DEBan2V3CbrMDfj4zUT5,37,22439
54LzXfTILsUufJTUqJwu0s,0,2
1r9DuPTHiQ7hnRRZ99B8nL,62,599071
7a3hCieukAsRdSg7G95Own,30,653
3JhJKzy3B7ZvOw2yMMJrYi,13,17092
28ztjHIXceRRntmTUfnmUX,62,1440133
4dyfZnveYGyJCPx8XZt0MM,42,362
0fyaEHmSmZs2YWMgbruITA,49,26105
62jzwZAEeTb0VRhTJ92Lnz,10,492
6zUWZmyi5MLOEynQ5wCI5f,54,636214
67pwWZtcg7U2P2keoeC9jW,51,10661
19MVxKZZdPj2X0F8pi0OCT,68,339537
0pxBXyj8uu2M49vukUwDXC,39,104
3qC6m0vCPCvzm6EHPF1K5A,1,301
6JZIgN9gEgNSS8lY5pmwbx,54,60971
1AIGPpwjs3zZXT7cJIYEOM,35,246
0GxNEUBxRNkokLV6mSFQ6z,24,223
0j6G5eiOcrSdlyqaYwtxwS,63,773383
5bvgdL0DKTdMYeRoziFSBW,44,304
0CAfZs2RsURTyWl1CWLEjg,17,738
16QuciD6Me6TtbSjb3quia,0,5134
7MdYtdLOSFdHTFfM4TU2bf,49,9655
3DRcGS7R3ExecDZjfne2HM,30,247
7wqsGqGaU61FzNh62mbWXz,39,8028
2OFEXARoSZyZLR6S0oV2R7,43,81142
2NqfVX6wBXzWKtZ6kWW4rc,0,527
4tM1FV7wm8Tp4bXhtWjBmX,46,103731
1FnB4v8w7m3AJfoc1UQfeD,11,55
2MKvrxL4FfAH5MegRkQ6yr,13,7
32NTx20NTWmhqtxjukTHyA,17,2723
3pfQKkyELe3zxBQDgQP6Py,49,24739
4bbERx36hkxvfJ3AFQoyZw,0,92
0eezS9KmhdjGN436RdTIXu,60,439015
4cZsAmM0T5pkQ0zCRZYsyH,0,0
5EueujjeEpYjmaQbAuaetK,46,56865
4StjyzjcmZ7a9QncHVf0pu,57,667149
6xw7X7OPtVBwDZhFSbVMWO,33,122
1gXOsBD1Yg4034yBFLuV43,12,2109
1spo5AJ302sAMnRXUPlSy1,54,4294
2bt8KU8DHsOEdAbFBWqVyl,39,4067
5oWrOLZfLDGgpeD3crSRa3,46,753
08MxYfoyNQpx314MAppI8w,44,6008
1IxP1g9VrPzJqXFCsuyHKe,56,152215
77aokW0xiQYapVkj1FlD99,23,4534
0a3zDmrvmZcORfPeONPvfL,68,1276434
1c4rxrxy8eDLvMVL1DTiBe,62,365052
6CuRf4fFjJk2HXNeXygoeD,36,4901
7CIW23FQUXPc1zebnO1TDG,62,461927
0pBx3747USLIm1oRrmyJPm,0,1
6nZKe3xkbU2IBrVuJGkzCr,36,3440
4hvKwCPgk7IGVynYX8bQqc,33,229
5DIR6IADBl1MixJ75bNvAz,52,100342
6dexNK5MjEL8UvmA5MjSgg,62,928637
5R3NywPPOyhLfdvutgg0me,65,468474
1L4HGLMFRrJsAnug5M7slL,41,3859
6uLPR6NFCDQG93R3CPRL7P,25,55
0AepkoQhYvkjEzzwIcGxdV,65,412585
4vtz0m60CCrcsQmqDunDIR,61,1413777
4m6ubhNsdwF4psNf3R8kwR,80,3759304
3vseu5UmVnX8Gj3nar5561,21,67
726tAAHoBnNpFvjHLZHsN4,55,17989
7wogO6QhOf6U31t2EHmAiS,43,15028
4Rt3IAHzQThxacUz1hePkg,1,100
6diRAnbJMBmn4MXIS4IHYk,59,186225
1l6d0RIxTL3JytlLGvWzYe,76,95338
0Mw807WhdUetNZImyG6vQx,46,12039
2QLV9knhcxEmAdkdg6KRDa,18,80
0vrFM3YVw7VifP7cATMbkd,25,1
1oXtLNYfNMQLxWsatCTCCn,56,240030
0Jzbm3ifxDNLxxS8M4BS51,55,147045
4IKtlNi0pEltspa4wFHHCL,43,74818
6pRzVEriqNrbluIUSzBmML,40,17377
2jZdMwF6R1JW2QPNLwMcSz,46,6749
2c2X6dr1PHctH24BxNOjHi,44,57113
3McTKJDgAb7YHbPYOp9LQL,37,18856
53A0W3U0s8diEn9RhXQhVz,74,2433180
776BN1ghlKRlxR4LgZz5ef,0,12
52KgCdZCBgAse8sC2nscfi,24,1490
5i0snp4GKBLiFsAZAwuJ5b,33,21685
0hWvpmIrUgyPKOYvEGcERp,43,46747
05fG473iIaoy82BF1aGhL8,81,8048379
3ifiFpeJ4X5nYagCluflvg,61,1183
2XpsF0ZQfBV08auUoRnNJE,47,67118
7syGPkGXynEPQxGw0Cm2fE,1,118
5WCWKVOVoAEY3l3AHAiDql,31,6702
1Jqf3YWx1vEv7vJg6SUweK,24,570
0bzfPKdbXL5ezYW2z3UGQj,69,1188224
5z6lREJNyXymRje6EjHIBA,27,135
2BMXtiOx4LV9kJEqz0czIG,14,99
1fKEt9S1A4iszlgL9rFjPR,32,32905
0RpVOXmN8HBxZgfyDNP2Nh,16,3
15A3eJ05XZObM0QEh1zfTo,56,43541
5afl1S86M0Cr8PWsdSS97W,6,10
5l6N2hoIaP7snXdjnCULvk,73,139341
5nvPzylEiWYPkUi8GHeyes,32,1133
1xhlM2RffAgG7fPvj2cnXW,39,47492
1lIHC3tPoXBlSYQwSMoIYY,38,2598
4gZwJrNP5NG3KGS2dRcS5c,52,1629
7mnBLXK823vNxN3UWB7Gfz,74,3620099
5RgzUZORebl59TcvCRZsD2,61,1069
0vMv24BXeZOK8l3S5SMLri,51,18726
0seAUteh6YCMTYjXgAOpMz,40,17433
4B744cRUGT2IOu9Uuh7Ad7,46,246898
3uTKNyY4f6vNaedgmLZcHc,61,42055
6HiAZ6dh4wLLZyMZCNszX5,14,185
5jfz7uWPwf03hdEewW8AI8,55,327195
24SqCLXYvCX9ioHoot1bNH,30,63
39MtsEzNmicTixRJDQD8qY,13,272
2cFCoDyEaPrw8QVnrDlPKU,9,461
6AQFORISOneOZkh6r1sGS2,53,119934
3oll0YA2yv7xQUaUccPHng,47,62687
09admC8JPSuizanrDUzWtd,55,7821
518rTAIFPwQjLUSi4Pdzzn,50,167938
0mv7lF5TAXgVaNsl6IK5zl,0,3
4OC7AGqxNeEgdRCSjtwwI1,10,17
5zT1Ku9mzzl6RW5y4z0hUK,40,503
7sqEbHUwpaJTFqLv8e0W0J,46,18343
10wjV72OetIdsUQEcjSnOd,48,41049
2ZLkrrjhoAzlDuxGZJSWB2,50,2723
6NQ3DibpWMigY2cXJr9KYv,52,15509
74RYbbIHke18VFvcsP2iD9,55,121962
1BwHztAQKypBuy5WBEdJnG,66,58898
5dyKtXKwZmYhlyh9c6UcB0,51,3332
4Z6xJqgOAzLf0NTBjQVlB7,30,858
3tMTXQyRrPmMyHv5SoC0TV,63,252834
2e7ujHEEu6FCr0BwZ6YDTO,32,2654
14PYKTUf8qu1EmY749BURt,37,456
7jHhWbZTn8I9ZJLFNgorqp,24,7982
6aw0rt9Uz6WZzKnGL2Xwhp,0,680
76uP2Wqg5YSfW8JLOQk4Qb,42,14770
2nAZZVaEHoeh8JKOFz8RDc,11,474
1aQbanZ6xPrOtTYtsMdm3Q,69,255
1jfqUzFxJptqyFSAYgqiPS,23,19
3DxqAGWVgEeW74mJLLwH2q,57,7193
6b5pfuVKCNs79hvVtSx2ht,40,789
6I5ywchV15SqUGe0CfyA2g,6,108
3SBoy70Ct4CZBaWIo6AKqT,19,50
7p71hjdN4GlGgIsmCQIvuC,54,20978
0SbZY24GZgMVArkxJaFpTt,38,5
7D62OQfwvslnxJn9DkZm2F,65,120224
3iY9PS7LxPnCVcCP7BjJOK,65,56109
0cmSPg2VT43juuvNRLs535,45,37326
02KAMMunIKJ7jk88tGcbGO,36,8533
2dYsf2macTCk2F6hIVV5ba,22,11922
1UtjNYOT0U3YDs1XLBoSxG,36,831
5kOwMqoAYEX24YgxEZP6K7,53,53496
22Zqu1yyebVnbve8FxbJ2g,60,95173
46kV0QPO6PgUjtP69hvbfI,45,16832
5CKb0P2vvpC9JD7wjB80gu,45,352
