id,artist_id,artist_popularity,artist_followers_total,main_artist
2Rss87Qg0sbJ2JNPx6u9u9,1LxWE4LOhnqeaAx2tVUK6p,57,108763,Saske
2AmjhQbiL663mGtaVDB6Jx,540vIaP2JwjQb9dm3aArA4,83,7679010,DJ Snake
2YP5Iu71jcEUEZbkej3mWE,7IAHFXVqySAlMVew7wJWYb,16,378,Mohes Beats
3uEJFR0oQeBaNMEXs4bTSq,0h1zs4CTlU9D2QtgPxptUD,80,8143028,Ricardo Arjona
2lx0qyIwpMY2RyGeBjUsuF,27gXGULpBivcbjjq4bu9hO,29,13942,Blackheart
1AEEWYcJzrTHksdQmixnHL,16S0vhZYtrfR4kksycV4NS,46,157790,Dollypran
2p6sSfFaPXRF8HBiQBGVKJ,6sShbaFnqvxmlnWOJsZoI9,37,8469,Maggie Fu
3SofmoRBuARDoFK0MDtrHF,5vU1ds0ZCeDmd25UsU1rcj,19,45,Godnota
0E4Y1XIbs8GrAT1YqVy6dq,6eUKZXaKkcviH0Ku9w2n3V,96,92452259,Ed Sheeran
39wukX8RnU7JSi0Isvewhp,3bAa4FKwIgwWYHdaUJicmE,54,60554,BEHM
3x4wCDMd69qsBahGQpNmWU,5UbgVjyCkpIMOzQuOI4DOW,47,100655,Chava Alberstein
17iOgxgWopRkC3zg9Us6AS,3pjq2pDV9RR6VY55wBjVnp,75,902794,Dardan
3w0GYfhnGVh0xdhW5KcYwG,2QoSPr8Jx3mLTCqgfpAwKb,42,35721,Marie Key
5X066Y7rS6wVRVLjRtGyUq,0lI3rF4hi4op6UxqlLHPzv,69,766958,Achille Lauro
61AD8cLN4EvEs96MqYucYA,4D8m6VLd1ySVC6A2tzFvrE,53,21004,Nelli Matula
7d14d4ACFoHLBcpYFHAf3Z,2Thm0DrqB7WBjjJHWyXjty,24,4133,Jesu Bankerz
7qNLWNcV9g0pKEjUBRjfzS,1pf0MPKfKdvS8J779mS1Ay,75,2547311,Miky Woodz
6RI4vcMGJk6cqAuipV7soH,1XYuC1vxinTjHCNd5clB8C,70,1659372,ARASHI
4a0OYMqeBOGuzCPLg5SfWU,5dCvSnVduaFleCnyy98JMo,65,940726,HEIZE
10WrTQMhZu2gocF8UB6obr,2o5jDhtHVPhrJdv3cEQ99Z,87,6189396,Tiësto
0DG5cF1AxYfkeRgjXu9R3x,4MU4rC7z6JpqxqbHDqtz7H,63,83950,Keen Levy
5MIpcd16T59wFeqAChSYwC,1v1khTmozNfxB2ET1Ep288,66,764279,Last Child
3Mp6HobnoQEyjvCGSVQUay,0MIG6gMcQTSvFbKvUwK0id,76,1150572,Mata
3eLIWv8wmb9nAp8C60kfiT,51MxI9mWmRMPLK9eNlyQ7o,68,191862,3robi
7f0jXNMu2xjQUtmKMuWhGA,0Je74SitssvJg1w4Ra2EK7,66,358170,4 Non Blondes
7uYCHSy8JLsMKwwuoYAZFM,1QNQUlR0uLW0ovRuVRjYir,25,1205,Josef Bamba
2IoVnTEyj8NdFBpWoEFrMZ,0c173mlxpT3dSFRgMO8XPh,84,9276030,Big Sean
08hm0V6cTsWDX62hW42sEv,69GGBxA162lTqCwzJG5jLp,85,18785368,The Chainsmokers
3I0jAa62srnP3D2jhsiq6d,2ra3quFhImLyv0c9XTnWFl,52,240063,Melisses
3fIJFcqNEqKsfK52y6q1CS,7f4ignuCJhLXfZ9giKT7rH,76,5047035,NCT 127
0QcVKhVp9iHGZ1pj04yTbO,3Mvc8kRgr8LRYYgvFmlZqn,60,649963,Ayumi Hamasaki
2bmlo7ze2SmrVooKmSYbDm,7BFnoFhJjLWcsqmN3Hizqg,63,512436,Joe Arroyo
1DdgqEZk4Hqfpl3drdXJun,5K4W6rqBFWDnAN6FQUkS6x,95,16354812,Kanye West
4sG6J4S2FCuMr3oooYAwFS,4qOzMSukiZoiSjPQw8Zs7s,62,155867,Mansionair
3Yf5jxphlAhLOuqhO4UQA8,7F9FobwEoTXZRdi1MAUFjX,35,55411,Alex Gonzaga
6xoaW98w08I2NSFtcTHcHg,1QexdJFYGyxdBlEpDSy0d4,61,428683,Nane
2lyO6Ucj8QRiyJjHazFGnK,6zEaCvF0CqEHs7kFyBkLHi,68,195414,Mula B
57L3Tqt4tzMdnuu2lhduOi,0l8RtvcBMjeOqfgRSVo2d6,64,1878720,Grupo 5
4j3PzXEwTH128e4FUG0FN1,2gSIgsQWEHbWvOiFvhvx3g,63,33966,OMG
0bZFa5DZcx9HWx25m2Nd19,7n2wHs1TKAczGzO7Dd2rGr,89,36477810,Shawn Mendes
2yI3NNFLbKskIBpGuiANjV,23xqmJEN3oVxwzqtNIyR5m,68,1184126,AnnenMayKantereit
2rU33n6Fhd6G1MzYhUj6C5,1tqysapcCh1lWEAc9dIFpa,80,2538361,Jubin Nautiyal
5VQagemEOLpJJikcLzDNYR,687cZJR45JO7jhk1LHIbgq,74,379609,Tems
4138h4unKb8WMM4EgoZZGi,5LtHZB7vU02HtNoOzNcVhc,52,869222,Ramy Sabry
5MCOAQ3gNReN6bZqrg4ZV6,6YBgd2LKccEB3pX6UaW1Yp,60,1056123,Thegiornalisti
4YaKdKVcrM6Gf5ZALtp0gI,6m1LYS5NQonxjOcQFPQOb5,71,485205,Frenna
17TSJlshgQ5zu0e8dedAla,718COspgdWOnwOFpJHRZHS,83,6161853,Luke Combs
4HEzmqZuqVk3qSwD6Dtk6K,4PULA4EFzYTrxYvOVlwpiQ,72,6094930,Sidhu Moose Wala
5DtoXFQvulLjrMORIrJCp6,3pgCLfNbw5ozIfoNsvDU7i,71,1742471,Fedez
2X9vI5iOLeXmwrzdByCILC,4StKCngkSnvEqzfbijtykp,13,662,Rari Boys
2eiv9dR3AKgFNIH657dyBI,3ml6MvdCLzBBhK2zT9AhOl,48,4332,Micky Skeel
0QfulZ9NDsfbSg5x2i0E2Q,0Dvx6p8JDyzeOPGmaCIH1L,80,1445393,RAF Camora
7bQNJrKt0DWkFM0jGy6o6U,5gs4Sm2WQUkcGeikMcVHbh,72,615188,Hamza
22ONmP2pHRZKTngdAl25aj,3vvLuXEEf7sl3izJcw0GIn,73,2671124,Skryptonite
14VTLEOzviOKVGAkA9uT2g,2d7AMvzFwh5wUTuqQl3BAE,64,125320,KESI
69CSidCDozLeVRV2S8lAsX,0FWWBkIJD4tvlDzB4O8XT7,59,63024,Kempi
12wtoUYgAQQOxlQhhfLOVU,0YbOkhmDHy9h04XxbwB7ky,17,2053,Drew Allen
4O3HWR6j3Qht7ENIWlPLJt,2z20q6EEfm6w6PiIKsgtb3,68,1161178,FACE
5PvTvkZ5J6apShTfSMILmc,264pW5tKl5efgYUseJ24Or,2,65,Fókus hópurinn
2FV6EzOFuyjuXv9PtsRpb5,4WZGDpNwrC0vNQyl9QzF7d,77,4213321,Capital Bra
3oy8TYdypJxDMftcx0CSNT,0lzYw5xI9jgMg8O5i4bTre,60,97014,LouiVos
5ZnSvxkCMoSiUiuDGMaldC,4buk1Dwc5ynSnOGVeMJOON,58,491893,R Nait
5iJLphnVyGpLeAcsOZSfhw,2OIWxN9xUhgUHkeUCWCaNs,67,489492,Veronica Maggio
7Eso5mURNFprb5PmhOXDlf,0UWZUmn7sybxMCqrw9tGa7,78,3631961,Juanes
1ZyQEn0iceHj0Lbt6I6Op3,711MCceyCBcFnzjGY4Q7Un,85,22290622,AC/DC
1dvOmgZTsZKxZVvFTmDYqI,0JsMh2rFhun6RygkZyZqFo,0,0,Time Memrion
2ulbjHRHuQ4TdqF0rwgnGU,5Mhce2uj5bqBe6PKYolFO9,0,5796,Doris Schmeler
40YbWniIEmqy6s58fYXLUh,7dGJo4pcD2V6oG8kP0tJRR,94,52196728,Eminem
1kr5gjEkwvWzRvtnRdJkJY,1i3LAyYIXtdsYVUkIgIkjx,39,10076,Murta
3jvzWK02cFFse1SRxwNX5i,3XqH4FcUOrw2gw7L3BBaDn,54,82787,Arttu Wiskari
1dTlkJDp5xUEGSZgPAPPON,60UkyJpgRSEUtcVTasRFEq,53,129223,Kaija Koo
3CyCjgTHFzqucmECajq8QA,3ZZzT0naD25RhY2uZvIKkJ,70,1330701,EVERGLOW
3gyoM1fCFd3EA9v2XzdnUK,1lB3I3SI30v2ZOpR4XQqzJ,61,979398,Gambi
5FJisVCP9KtdZFb2XMGskL,2ZXlAIBIejTdK0VlfsAqMV,51,102770,Ypo
6h57ENjqcLzsxbPvX6dWoi,0rOFGXlFK59NmUCHga8oZM,46,40925,李千那
3YabBI5hlgOltrQ0VoFJed,21gbsnlPT5hyxKDKHsBtQj,53,17722,Stepz
56ZYY1cCJmQvcNZhUKhUBP,3KonOYiLsU53m4yT7gNotP,65,1301288,TREASURE
0dDboLfmRNsTBscy4j3Rnl,1i8SpTcr7yvPOmcqrbnVXY,91,31119922,Ozuna
6Jq89I45IO3GNlD3ulEgZf,2HPaUgqeutzr3jx5a9WyDV,81,3593496,PARTYNEXTDOOR
2ooF4088y5L72c4YTEJQoB,15UsOTVnJzReFVN1VCnxy4,92,34552932,XXXTENTACION
7Bn002jiyCXjbWxtgDJ7U3,3CJKkU0XuElRT1z8rEtIYg,79,1099120,Luciano
7uPSGQGfD1f8q04drqXiTb,5bWUlnPx9OYKsLiUJrhCA1,74,3920505,Jon Z
2qs0MAVLTxg9yOYSazeUBg,0WL3SAUxkhHXHI9Euz5Szs,32,19400,Famous Oberogo
7HuLU1p0GVmaDdaRUz7Xqt,1nzgtKYFckznkcVMR3Gg4z,75,2276802,KSI
4igJrnO72utkkJCUr56zFS,1UdbiTrv73Dp7F0s3OHmn2,68,398848,Light
4pS4Bk4BNR5W70948r5y8y,0lf8LVkrjg9GudchoppC5q,45,29487,Zayo
2fOlBMkWR7lXJfqp5VTbDG,4O15NlyKLIASxsJ0PrXPfz,91,12839470,Lil Uzi Vert
5YIMEJOJYmHaeZ0x4qAZjI,68dW5BU6sdVNf099EylxEt,69,177581,Hov1
36128t93igmSqGvnX6gOum,31KykqmaPRWmV8PMHgWdE3,60,423033,chillwagon
5rIjbX7rQMj8Gh9Oxd4Vrc,0eDvMgVFoNV3TpwtrVCoTj,89,9193952,Pop Smoke
6BgosXbHcabUucAZT8zPji,3sW41aChSc5bBow0Folc1S,62,279936,Sarius
2gpwseFWTwkHRrAivZTZ09,4XP7cGw4t8BqZ8Du5q3bHg,71,1464003,Emir Can İğrek
5B0kgjHULYJhAQkK5XsMoC,7wlFDEWiM5OoIAt8RSli8b,89,8233959,YoungBoy Never Broke Again
0gCB2MmImBVSDcoBIp3nKy,0HDMwoCS316xhKCZlJPBnc,69,379893,Sevn Alias
5YJKI4hyFaQqqT1HdgUL3b,18ISxWwWjV6rPLoVCXf1dz,70,702445,RIN
6SdfD2cFAVXkiBB2NKSABo,4LXBc13z5EWsc5N32bLxfH,77,2029070,Nekfeu
67M8Sg4R7bEidOf0cag0Ld,4Ui2kfOqGujY81UcPrb5KE,71,1150928,HAIM
38IKxr7sh1BiFEhR8TbmPH,2S6IpjPbMmKLJMhUJCIFMB,47,29758,Tsaki
2pmPEc4SBWSRgfjSBiV0yQ,6HTUcOExehqydqa7C3usAa,72,2965337,Abel Pintos
3oGUMQ4n2m6dP6qafNePth,6MQnUjIjnIOfHDFzqBJOAl,55,1510539,Assala Nasri
4gZD4q9gni74mpIvlG2tHz,0IxgA9wO4Op3CSnPlhfwV1,70,112418,Kevin
5aqene0IXar2rpHHsd6gtf,1silJqJQfrrZNFvWWjAyhh,68,779149,Tymek
4VPoDlvmMuV3ZSd5DPzMQI,4WZGDpNwrC0vNQyl9QzF7d,77,4213321,Capital Bra
6lR6VBmCIm7gZwE4msLdb9,0xHa28taiElkcQf9o3z76g,61,349517,Static & Ben El
2L1cfBLg1wNI5ZIpAAv6Wc,6IP4VnqS1pOiQcPVP4zx0H,66,396595,Prem Dhillon
0uwW1Duv6xlk2bNutlc7tu,6CKch2otN4SPznHf9ms5JF,68,89473,Tony Effe
2V2tb66pKVsfELJmwkmPkh,4t8lDh2zuWn1d9cyJQkESe,57,132686,CMH
62z2Su8BBGvR50aOvdjPzW,1Xylc3o4UrD53lo9CvFvVg,79,9726509,Zara Larsson
1MuZsxmXu7dZhS3LUNe7cJ,36K2nrm363VIEONhc2D5Mo,42,138359,Nessyou
7IyxPYbc56u9KEIUOklvRx,6gvVFtkTV4OCyQSCzGgU1h,66,229613,Nik Tendo
0OszzFF2xhRJ8Fs546BfEw,6sBSLIunx1Je0Y2T77wpkP,73,179145,Motive
1NxiNFHHtQHEjOg679F7kw,0LyfQWJT6nXafLPZqxe9Of,0,1456130,Various Artists
01YCXtGSFPt6biDZXrd436,4PvnP3yCzrT289cX3wCdOx,63,364702,Yung Hurn
6ey3Ohubuir9Rqq9iODQ4N,5M7RMcbgYy45XzC51HU355,52,83838,Galena
34kfMYJHLe5w352VsZ5hJ0,163tK9Wjr9P9DmM0AVK7lm,81,8996133,Lorde
7cQLiT4VydYC8Go5nb5Y8Y,4cXE1g28uYrIaUisUx5cJt,56,56666,Emilie Nicolas
4mWz14kIPZ9oQOLkXFBIWt,6Pm0evhKSUGTGYDxzpGGKf,53,28212,Sarah Klang
47quUnyfMhzUB0ORRBVvng,7ge3QfYPMTjDbMoVLuuIuJ,68,149281,Hef
0przrkdYizS54ElJCPUbpT,343YYaA5MSjiZZ5cGyTr4u,55,431081,Hanan Ben Ari
3MMtOzdktjD42RODOvnQKA,5gs4Sm2WQUkcGeikMcVHbh,72,615188,Hamza
4w67UkDLWGysW1YLVPpgCL,0gGd4WhPXBSgDX6fdOHcOw,54,396058,Rhymastic
3DjInVTE03icrWsq2UZV9n,7vXDAI8JwjW531ouMGbfcp,82,3873955,TINI
5xoeknIvrBZNDBoknp1OEL,6MBiPjSFsYijvVDtKDwVs4,41,18031,Herra Hnetusmjör
0tku3U2f7imrs7ihxmnbUR,3Z5vCSzpgufecPOJIXa08d,29,224312,Jae Mansa
0SoVMx4HizrghrVBNW3EIA,70kkdajctXSbqSMJbQO424,77,1089744,Kacey Musgraves
2DGvHWVrCNUtpjTKO4OCM6,4ci66nizDoA40yxKYGai5S,3,28,Taoufik Ighzer
09yuQ2v1mHGWZVrpQB1Oj4,2R21vXR83lH98kGeO99Y66,91,20429284,Anuel AA
3sMyDgDEGNCAOIvlEs6PR7,5NUVwRESNqYBUTRbiATjy7,66,80079,BE'O
1guDCtsOMlGHxgsuTmpRqk,5Pmsa0FeoMFWsjhpo2bIAK,59,88292,JIGGO
3FBDn9uYUpCAS8svJwJ7ux,7dqGBm7HHbJqx8jnGe3KZt,42,530,Dětský sbor Camerata
2IePEfMAtqWS6rLXXFZIgI,2hlmm7s2ICUX0LVIhVFlZQ,93,3944601,Gunna
1QE5ZA4YsqWdIAK7DGGMT2,4WnAHZz1pgl8hus8hidIRV,68,1803021,MHD
07wJBypCcDWsNdLCQNF93A,7hLRwTuwNCg5hZtYD5kXn1,0,0,Gotzim
2ViEgPwGDB2hoeSRe2eDSk,7uWyXPJ04ihdQdYGGw3xVV,64,351755,Guzior
16mPYRBSZjaC3amxyVEPIO,6hkIpu5GwVjcv7l3xnxG8u,42,214310,Blackhead
75nzPY83rlUbGV8MedvZho,3E3qsTzCvTX13A1Zrw7Wnf,49,194018,Miriam Rodríguez
2aLyqA8WD8TxoLaKBYgdOu,7fD1pCIsnPsUt6mHizHGnt,42,45695,CHIAKI SATO
2NPxtQwkQzswlMUuCe7eKO,6gto7HVNhu4ARE3P3g8Y5Y,73,1392819,Kollegah
6UMvzYiNPpLLyHSR8w7jtG,3NZ0N5Xq4rdHSWJujEwsqJ,23,1126,The Brothers & The Sisters
4s4OOJxGVxI1KPPAPHlN84,7uRM93dnA7EtkC70fdC2Pf,51,29897,Hugo Toxxx
3Z2WUE1O9QiwHbSsVKQ0OJ,57n1OF36WvtOeATY6WQ6iw,73,414218,Digga D
1ToXXMHG7RjTHs4mn8YngY,6aHaYKL09sA8L260zXNlVR,61,13715,andreas odbjerg
60todhJq1ScRkVxFvXTuZF,5p7f24Rk5HkUZsaS3BLG5F,77,7444985,Hailee Steinfeld
0wnn3GkeX0rnqeFcoJYV7h,6qtdtH7BAqRMiG7d3djqta,45,45365,Fobia Kid
3WhLtbSR3nzJt9RW4MkmI6,7yD78gcA2QR0sRQM4Lj7sM,52,147989,Juha Tapio
54uyFEMcG3wnZ1JSRS3QtI,6cEuCEZu7PAE9ZSzLLc2oQ,81,2307931,R3HAB
6SouEcCg29W7KGzE2pJq43,3fA5zBQWEa0uzYo43SvXaj,55,76447,Peter Jöback
3m62bJJXGyQKdR9XyRocnl,3TVXtAsR1Inumwj472S9r4,98,60884101,Drake
110lWlsa8fJXgrrwGgg0f1,7nDsS0l5ZAzMedVRKPP8F1,75,1270764,Ella Henderson
7qMqfTc4uBKcJs81QXNqxk,2iReGc3ItZlbaaSWymMJve,56,166468,Manuellsen
3CQhvsj9uYVR5Me05ZvPBC,0k70gnDBLPirCltbTzoxuM,58,184196,Faber
4Mh5ZujjFQJEMoty2oT84p,01lZudgXsojt5TBHuygB8r,64,997463,T-Fest
65kp3OFn7JXbCvkm3m2Ui2,4O15NlyKLIASxsJ0PrXPfz,91,12839470,Lil Uzi Vert
6skTvnm735GYcgiKaeDDPq,3JhNCzhSMTxs9WLGJJxWOY,80,1829112,Macklemore
3NA6fcHt801oEtFRq670zW,1pvmXh50KezixmCHnp9XvV,64,1477347,Zivert
2Xik8yGpCNj4sNmpyICKjQ,2ptKt4yP4mYRZmvi09JYyi,68,876668,Timal
6dAfDFc0bmsbTSkhcmezkJ,1JdsdDwTcng1Iw8IYEw4Ko,51,13497,Vercetti CG
3hYvGiw2Q8QE2YWdIJLBz0,6S2OmqARrzebs0tKUEyXyp,84,21615219,Demi Lovato
2VClTt2yHuMRk2chwfiJrP,4wafvwegVWc5pcKNTRk11o,20,2043,Raxtu Raxti
3KcSwX6pyUnfJ0YZlcJE7d,2SrSdSvpminqmStGELCSNd,77,2428409,Stormzy
38I7MPiXXpx3pvqkEsF25W,6nxWCVXbOlEVRexSbLsTer,76,2236698,Flume
0UDRxh0s21hIYg8yPSM5hh,2Sm4rGKWBnOQhdqDy4JJh0,52,43687,Zwangere Guy
5yntl9Me5UtqSz0CaQL2EK,1qma7XhwZotCAucL7NHVLY,67,2423823,Mr.Children
31M6uFzb0yY2TjqfyuLU89,3pjq2pDV9RR6VY55wBjVnp,75,902794,Dardan
59Cxa2StBVPhsBbEtHQlaE,7nKCk2ZTdoYahCcEo7yvZV,27,5871,Lenna
7nnXsKelUTqi8nLqnmrgvJ,4Hqo0LI6ibbjWwRuJtBsrQ,37,11035,Juha Vainio
7aXRa0AuCZA4APoaHuQpoa,3RsYUwemRpPK8fXJigvmbp,47,13827,Ezzari
155EsNGoXo7XSVF84oTPam,5ZsFI1h6hIdQRw2ti0hz81,82,18880848,ZAYN
6u9ImJBdqtQI29lFl7bIR9,2z2TRvloJt4EfUNQp9rHAi,70,1512122,Alonzo
1WyleCi7juFZ3MDLY9sEFk,1TcEy92Hugt8o9STqUDz2D,57,2114674,Hussain Aljassmi
4ZW8iQ32dw6hgEdbQBwr5L,1YwMnnHvnG64fJxYSVwmN6,66,52519,Branco
6wVOY8vYQhBWcozuiUdzGG,2oNStf3CKKLM5lnzELWMcH,50,120328,Taichi Mukai
7tIFLxRBMGKWdfFec3SDqe,0zEbGW70TQHSOf4Ip1oeVn,41,101851,ACIDMAN
2k44rKotfi2k55hwwiCImN,4muJrGMndyYWqZtfk8OWy4,60,673589,BoA
0Yh503ljN7vBHj2hi67TuI,7iK8PXO48WeuP03g8YR51W,91,7953830,Myke Towers
6N1ZQIxGpxQvtfzye58KQw,1hwKCeSXpLrh4OQND6iQHw,65,712844,OBLADAET
5RL1L8aKizWilny9oVXSGh,4vOycwLXdkMMzpZW04VW5m,64,962718,Tito Nieves
2OX6QC9PUddyKBOfKrh2sB,6HhsbprrJmKeaH8SgSlGge,64,11885,Kin$oul
79L9OUY14ifdFUPn7KBeqU,0k70gnDBLPirCltbTzoxuM,58,184196,Faber
4UYCS6c6Uv5r6FDgY69DSB,27zRRhF2K0ai7JQxgAOZMF,48,62266,mishlawi
2205SC49FCErcdFh0rvO29,329e4yvIujISKGKz1BZZbO,91,12165601,Farruko
1fsaruaCPeyVquN9iQLHzX,5j21TGkrNEAJe3gG9VlS34,69,821854,Shindy
7iNiRaxUOvd4seviLprqeb,2d7AMvzFwh5wUTuqQl3BAE,64,125320,KESI
0G7EOUEIh1cox6mPZktdMH,7CJgLPEqiIRuneZSolpawQ,70,1190914,Taco Hemingway
6PT6KerzV2WIhF03yuqkeu,396Jr76018oUMR6QBnqT8T,67,848361,Cesare Cremonini
1tJePvSadxiVbcU9KNLzGu,3WaTkjZxpbGDryRuQTtj1g,21,7283,Celia Cruz y La Sonora Matancera
68bpbRXf2ICC7yQYZoOykS,0u3m5Sy2zsq4Gk0aduH9s7,52,36484,Serrini
7E5NRxYYFyopyyPh4S6Ler,7iK8PXO48WeuP03g8YR51W,91,7953830,Myke Towers
2R1G6zNBdLR4VLZXqI99On,431Pb5EV8KsCBGTw96ZTQ4,47,32036,Dj Kass
6tWHb2caC8Kuc5oBO8dHmc,3btzEQD6sugImIHPMRgkwV,66,494023,Wolf Alice
2CzI9lmU9xym9Qwcmj0ulO,7n2Ycct7Beij7Dj7meI4X0,86,12371814,TWICE
4xX4zOMh1krABkrzuOyF2u,59ha4Qt5jtbrFQljKZrx8K,52,7663,Victoria Nadine
4b0BTBQAQ6vLItEy7j9uLC,4puAp107dCehraE47QXVQX,75,835450,C.R.O
63dPmo7F3rEXmVAnrnBv43,6R9hiQr5QgAp3qUEt8xthd,38,3786,BOYZ
4luq9irzpClkmCYfHmlRyh,6zpub6jbY6CdrcqQsDq8P4,53,160183,Ted Gärdestad
0kGvQFPiGMGj0B6CNaiMBj,3WKZeiNOV5dnANlQnjL95B,58,328782,Irmak Arıcı
7kbOwsTp2Uqm1scjRPiVt4,7n2Ycct7Beij7Dj7meI4X0,86,12371814,TWICE
1wGu0hEQUVlG3j9qChNrJn,4xgFgBZ7CRtgtHcziClOwQ,62,91959,MOGUAI
0lDCV3uioGD6OqvEpldM6M,06BDn28b5Ylg5p2EEr6C6E,29,12679,Lorenzo Baglioni
16x6tqeSkIjoLEf7SJLlYy,3TVXtAsR1Inumwj472S9r4,98,60884101,Drake
5hdC21tIe4PuO2nAU5A9lC,5XQWXnMwsvuvCPMneXUbsy,79,434082,Marcianeke
7ch7IMYm9DaujSfI1ToSzu,5XJDexmWFLWOkjOEjOVX3e,86,1055632,Eladio Carrion
1u89JYsGEgtnfyaFlWuDjP,3sC3sCpqSYClSdKez9Rs6k,58,178167,Giaime
15h2bPfloQzxYEbOgeSDxA,2wUjUUtkb5lvLKcGKsKqsR,80,9935069,Alessia Cara
3kNWyHdLVW1x6pn9EnSQ1H,73Msd8rknjBghcGQiZ1mgh,62,128978,Tom Zanetti
5eTvUMz7puEMaCML4hv7Fs,1D953gELvYO8pd1hxk5swV,39,1243,The Waked
5lU0HnotLXdJgnEeAFzSrg,7vXDAI8JwjW531ouMGbfcp,82,3873955,TINI
6aYHijR3fHkASjzBGms4cy,4ysmSq2N7badobfVT6YZ82,57,11579,Gobs
12tAWUo1yKx0FRuEhYZjxQ,0hk4xVujcyOr6USD95wcWb,77,131199,Sick Luke
1zt0pQ4YjYP3nD75zIx291,2Z9KL8Zmqx5Sg3cd7Fldhl,68,829542,Olexesh
41SRUviAhdtZAJLKhJs6Uu,3xEJ7cDz5rdg6VM8E6Mqhf,68,534775,DA Uzi
6EmXdllWVgs4yfjDMfwNIP,0xYY2tRJGTvQC6rPjk758w,40,38918,Kobi Aflalo
2QBlGKAp4PquIGtA6iNAuJ,329e4yvIujISKGKz1BZZbO,91,12165601,Farruko
7yYsyXQa2JgbyL9fkEiUNt,6tzRZ39aZlNqlUzQlkuhDV,72,3606030,Pabllo Vittar
5dkZ2DrcPJrqwlRQe6Q35e,15UsOTVnJzReFVN1VCnxy4,92,34552932,XXXTENTACION
0E5ZplOYJNDQqmDBiAfc8n,348pk4o3EhKmsSahzuClSf,62,133309,CA7RIEL
1LD888zLQ6IaX5w5jFI0SC,3XXXSOau5V2wzqNZvj6VKY,18,11604,Singer Dr. B...
2FI7x6ZQoRW8glQ6fbAY13,7FRQP6Ivwv3DQCLxpR3I6Z,44,6422,Birnir
6GNJWDglmhPfpbQYnqSD2P,0t3QQl52F463sxGXb1ckhB,60,264557,Betty Who
3dpzmmWV1NSZoNGgO4CZsO,4BKC2HOGEqtYz2Xbgp9N1q,59,1036025,Wegz
2ZStgCWKBGrHsI6y7iStma,456uhEUGfOBCtJXdqcwhUZ,1,3038,Radio Bootsy
79Wou8NwYEFzTyDQudjENF,3k68C6mNMJL6OaAdWeW2ZF,74,1827923,Diego & Victor Hugo
2xy1vphGnqDD6v48WTIL3h,3cjEqqelV9zb4BYE3qDQ4O,75,8838044,EXO
0ZJKwtAoFb0gaufgPBULpG,056KMTw6IztdQjBmFfVyO3,78,1039758,Rkomi
10gcF9PmlfrLtyYeJw60LE,2IKdK6PbitvCiXt1t2bPU6,68,178286,Mesita
3eGuT5Bs8s9CGQbUxDXFzb,4MRRW42s9ymwa5zu4xTKJh,69,246277,Kaza
0qU3XhIH9xczYPUWV6OopS,0AsThoR4KZSVktALiNcQwW,66,1532807,Chloe x Halle
25RriQgYitvlhOso7ckY2r,2cCUtGK9sDU2EoElnk0GNB,69,1369048,The National
1ZSleGniKMWNrWvK5cGALO,75CM5fojYdKYD0xYSFh22Z,55,170051,Yisa Yu
5063ZUCQQr1JdEB2V6q5vV,0JKuWiUU9NSMX6aHa2hX6S,43,27003,Tirpa
3MHrjuuwEaFaYqHpxJutLv,4TrJEtCSLvvnpuPO4uAesD,38,38084,electric.neon.lamp
1qTYF3U0Nfqr87eoCFdI2e,18hpynG63scJYxOSDYHUVN,56,721325,Burak King
4b55fVKJprjWWj4KhKgxMf,7wOZy3KdFVVINgNFFxkxwO,69,1193824,Jerry Rivera
0jgOmlg44iqNoVNeLvtncw,5BWqdIvyPGKRyA8xe6kkBe,29,972,Heleza
6nL0wIy3rcQPqHNAtm61Gh,0QHgL1lAIqAw0HtD7YldmP,82,7093271,DJ Khaled
7BF6s1W1W9filnjQkNYasL,4nPxrGG7k7aEKmNLsfX4cd,79,687304,White 2115
2OtS79y1U6ZbuHkP4AzFs0,3CnCGFxXbOA8bAK54jR8js,78,1091353,Vald
2IjgKCbrk8CtqmsOC5DhVd,4O15NlyKLIASxsJ0PrXPfz,91,12839470,Lil Uzi Vert
045sp2JToyTaaKyXkGejPy,4Z8W4fKeB5YxbusRsdQVPb,82,6782405,Radiohead
5aA9HqRPZHROKWrO5RczTm,2GoeZ0qOTt6kjsWW4eA6LS,74,4612268,Darshan Raval
4jKxsjvWf9JbHoiiTG2dAO,5f7VJjfbwm532GiveGC0ZK,93,9554680,Lil Baby
4xAYDw7NVSKkvMIE9vFTVu,0jDk5u8slIxP4B5AtbyZq6,51,7724,Karim Mahmoud Abdelaziz
5G5cIbfw4wQy5nt2MwfilN,1OJxI4NQfY6osMvhfRMMEX,53,32078,Dof Twogee
7dpnZJj7ITXcnmbmLIdEqs,6cEuCEZu7PAE9ZSzLLc2oQ,81,2307931,R3HAB
2LF6R4ykQnc4sSwS64npRQ,2EFpb61Lpi0l5ldOiqbZkK,67,572080,Landy
4DDfNr7JiLtBHp7WMS2taN,4bOG1sx3QHFbOUVLNmMpPe,55,447586,Timbuktu
6ehRDVW7oZexyQrch8mm0m,491U1PrV1EoQuhM0aUCn9r,68,335911,M Huncho
6lK3nCiigk34SGqEjpQoqO,59jlthNnbmim5l9tmNA7se,85,10057158,Maiara & Maraisa
4u0ZMFs33hx8LqcSD8d3p3,2p48L95TwEaYkSdn6R7LOr,62,278208,BamBam
