region,id,min_date,max_date,n_days
Ireland,42l7yCT9PtsgqCzRtdtwL5,2020-09-18,2020-11-13,48
Ukraine,2fZTS0VboxRpF0FdfY7E5P,2020-07-15,2020-07-23,9
Ukraine,2pnPe4pJtq7689i5ydzvJJ,2020-12-31,2021-12-31,2
South Africa,0gBcJ4TzMfIzs80dYsZJLg,2020-07-04,2020-07-25,5
Taiwan,5W0aGr56gLUTiYrNTBWQc9,2021-02-03,2021-02-05,3
South Africa,14z9BuxSl5qNye9UZcvyJt,2020-02-14,2020-02-14,1
Sweden,7Lbxvt42JsNSKVCaN63qhD,2018-11-30,2020-12-05,42
Spain,7MSFoTbgwi5BFpilewAbUo,2017-02-24,2017-02-24,1
Latvia,3Yypq95ytj4GWQPR6nQfuE,2019-06-23,2021-06-24,5
Norway,3VyjsVV24RmBIbWJAeUJNu,2019-11-26,2020-03-12,108
Singapore,2yOapikYflb8untV02SkbF,2018-02-09,2018-05-31,109
Canada,3Kwdm0iLyEiRB8InsZoo6n,2021-02-26,2021-03-11,13
Poland,6pgUuHcHlp90IMm7tWbsUY,2020-12-24,2021-12-24,3
South Africa,5A1w94uzc1kO1Zhe8WWxC3,2019-04-05,2019-04-11,7
Portugal,0bZFa5DZcx9HWx25m2Nd19,2020-12-04,2020-12-05,2
Belgium,0STK94RxUulYqWzwFlyAb5,2018-06-22,2019-01-27,88
Israel,3RkNXZvOSMMElmmXztDc94,2021-09-03,2021-09-04,2
Estonia,5p9ufaI7TwrlXtmiKCz3q3,2017-12-16,2017-12-16,1
Spain,2ljGNdaz00VLUfqVfJjCAb,2017-10-27,2018-02-02,91
Bulgaria,4cSSL3YafYjM3yjgFO1vJg,2020-03-27,2020-06-29,67
El Salvador,0VsGaRXR5WAzpu51unJTis,2019-07-12,2019-07-12,1
United Kingdom,5hTpBe8h35rJ67eAWHQsJx,2017-01-04,2017-01-04,1
Germany,1jdZiOEbdAlFmQ2JTfk6h4,2021-04-16,2021-04-22,7
Finland,4zD8z85QgLsmM7vbnkTMCb,2017-01-14,2021-09-16,183
Panama,3noN1TxpjbjjmKqssghvg8,2017-01-06,2017-07-01,158
Latvia,7Dj2wqPYXfSRFwa6qyOztr,2020-01-17,2020-01-24,8
Turkey,5WrUdZyPR9LLdJfln9xGBS,2021-01-30,2021-02-18,20
United Kingdom,53Th3IZ5xqwoETVVEEozdg,2021-12-25,2021-12-25,1
Nicaragua,3MLZEtOXV1g5oJQH98hLEI,2019-08-30,2019-08-30,1
United States,7hK9jnESeCfc5fIHH76jKh,2021-12-25,2021-12-25,1
Poland,4HDCLYli2SUdkq9OjmvhSD,2020-03-27,2020-05-26,36
United States,77mh9ekRRedxpn25cf4p6q,2017-06-03,2017-06-03,1
Czech Republic,7bPWdJgx8vek7S5i5yAtvG,2021-03-19,2021-03-19,1
Norway,7tMhLP7gTnPlZJfTOM5s40,2017-11-26,2021-12-25,138
Taiwan,56d6kYZhfhzpoC3s1dRU2V,2018-03-30,2018-04-05,7
Finland,2D06oOG6WWxiM3mO43ndMb,2020-07-17,2020-07-17,1
Germany,2TBimpeTwsFPzpSRuUHw18,2020-02-20,2020-02-23,3
Hong Kong,3LgWsmilsrWXiPYQFRD0T7,2019-03-29,2019-04-04,7
Sweden,7CiatbFJpSnXnbCiVaGlm0,2017-05-13,2017-05-28,14
Switzerland,6cGm0z7kp0YtNiaGgDtmHW,2020-10-02,2020-10-14,13
Austria,6vnfObZ4Ys70SBAtti1xZ9,2018-08-03,2018-08-05,3
France,2UwALqx6yOsXTFt7zRxnts,2021-07-16,2021-07-23,8
Denmark,1ot6jEe4w4hYnsOPjd3xKQ,2017-01-01,2021-12-31,8
Ireland,1Buip6TUwNfnMoez3sqI8x,2020-01-24,2020-01-27,4
Uruguay,4lESS6vuruP6a79KWRaQou,2017-11-03,2018-05-17,196
Honduras,7vGuf3Y35N4wmASOKLUVVU,2017-08-22,2018-02-07,148
Mexico,3fhOpwaKobrELFjKLcXHgI,2020-09-04,2020-09-05,2
Switzerland,1foCxQtxBweJtZmdxhEHVO,2017-12-10,2021-12-26,20
Indonesia,6xMUMMK64AUpstGjlDvoNn,2020-04-08,2021-06-06,127
United Arab Emirates,1EHUQesfVKwbthtNcpBi9g,2021-04-30,2021-06-19,25
Sweden,7yq4Qj7cqayVTp3FF9CWbm,2017-04-23,2022-01-30,196
Iceland,6B9uqizhn08U7DXVCoP6tY,2020-07-03,2020-07-04,2
Austria,0M6hFbc4iDPLh66BAVtP4N,2018-03-30,2018-05-24,56
Japan,3YDjqMC2P5jW1RjXhaEuK2,2017-03-29,2017-06-18,77
Ireland,3GCdLUSnKSMJhs4Tj6CV3s,2018-02-10,2021-01-12,287
Finland,0r4Gt3ItYIOTEEPgZ8POTi,2020-05-15,2020-05-15,1
Sweden,3WKBNbYx32xlJQ0puFCnAJ,2017-09-22,2018-08-01,256
Slovakia,3YFz9iRjuNBPn7YmyNzFEZ,2019-12-13,2020-04-26,136
France,2p8IUWQDrpjuFltbdgLOag,2020-03-20,2020-04-07,18
Costa Rica,1eIsyfDHoEbemSnQFsgyAv,2020-07-17,2020-07-19,3
Hong Kong,3cphb8kdsjElYR7r5icK3H,2019-10-10,2019-12-04,56
Netherlands,5DZ99yCotwibYsPcQZQNqk,2019-03-08,2019-04-01,23
Uruguay,7BoobGhD4x5K96Me0hqC8Q,2021-05-21,2021-07-06,37
Australia,5lar0mCUejpILVkAz50s2J,2018-12-07,2018-12-11,5
Austria,76nfoEXEghZn7YPfJq5abF,2019-03-15,2019-04-08,24
El Salvador,4prmUBle7TtAeeUgCnsc3Z,2018-01-27,2021-06-27,144
Canada,7absBydFPWOevc81uVmFRv,2020-05-22,2020-05-22,1
Costa Rica,25qfFpoGhk9Njgu5nl36sS,2018-05-16,2018-05-18,3
Global,4Lxseh0wN7N0ljiOh8KwbU,2020-07-09,2020-07-09,1
Iceland,3IJYUaN3tx04S4TYyZHKoP,2020-07-29,2020-09-18,47
Canada,4xqIYGwwZTEem9U8A42SPF,2020-04-10,2020-07-02,84
Denmark,1CiE4dJVddD8JLh3Rzb4nb,2017-11-17,2017-11-22,6
United States,2oHDJHNondITqbl8xZ9vPn,2020-03-06,2020-03-25,20
Global,0qXP5fMhxGzxALOkXYUxfP,2021-08-28,2021-10-06,36
Slovakia,3bBSZbE2SwfWC0bu4dpRyB,2020-06-19,2020-06-30,12
Philippines,4dYODiAYvJHWQJtNganYCY,2020-05-25,2020-05-25,1
United Kingdom,2Xr1dTzJee307rmrkt8c0g,2021-09-12,2022-02-11,153
Saudi Arabia,4VginDwYTP2eaHJzO0QMjG,2019-08-30,2019-09-05,7
Austria,6pxHE5Aoq63VMHvGVlc3xZ,2020-11-27,2020-12-10,12
Japan,017PF4Q3l4DBUiWoXk4OWT,2020-03-27,2020-09-21,178
Latvia,6b92k4GHKTAufMGY56ypJZ,2018-04-25,2019-07-21,108
Taiwan,15ltNdmESyypPeN55Bvtic,2017-10-23,2017-11-20,5
Japan,5HCluHiDocDIXCWjLCeiCi,2018-12-24,2018-12-24,1
Israel,3KNukzD5dwxzdSCFVTFpFv,2020-04-08,2020-04-08,1
Indonesia,2sULdMKWdBdK2ZtntuFvSb,2021-04-02,2022-02-11,316
India,6I3mqTwhRpn34SLVafSH7G,2021-10-08,2022-02-11,126
Brazil,6LQLaU0mfQ8cqaZbQCq6LF,2019-02-18,2019-03-07,6
Uruguay,2oppefREjjfCJ3vOsHrTMw,2020-10-11,2020-10-25,4
Ireland,6Gg1gjgKi2AK4e0qzsR7sd,2019-10-04,2020-10-29,279
Paraguay,7m6aTkKrrPHAZ4fGnksoda,2021-01-22,2021-01-25,3
Slovakia,3Ga6eKrUFf12ouh9Yw3v2D,2017-11-24,2017-12-06,9
Switzerland,4nBcGqwztDJ29cyHVJtXsB,2018-12-07,2019-02-06,55
Belgium,0BWGngFNhI0smfN6GJTxWw,2021-10-01,2021-10-01,1
Thailand,5qsoeqn1bKqJzzmilZVEeG,2020-12-08,2021-06-30,203
Global,1V7JaMp11LKGwKiVmSetf0,2020-01-31,2020-02-18,19
Greece,2fOlBMkWR7lXJfqp5VTbDG,2020-03-07,2020-03-17,11
Denmark,7AnQjAf1sbyjnGEKZTzujC,2021-01-01,2021-01-15,15
Peru,5Ya2WSoqPdAkmohiRZgZGl,2020-09-04,2020-09-07,4
Germany,1d7q712nXjG98HiwHk7HFS,2021-05-14,2021-05-15,2
Iceland,322tcqPhma7F6hfCeLisx0,2019-08-23,2019-09-13,10
Malaysia,4MrfQL4TYQXJBlZYpAHTuE,2017-12-24,2021-12-25,6
Hungary,3a94TbZOxhkI9xuNwYL53b,2022-02-04,2022-02-11,8
Indonesia,3bxtgzAeAZPdRtKoPL5GG2,2018-04-21,2018-04-21,1
Slovakia,1dAxkyGyZHA8BGoNoJrGWM,2020-08-21,2020-08-21,1
Canada,6S5dMjMifQYmyTu1mX4f8P,2019-07-26,2019-07-26,1
Canada,3WNx4pJLzQgYapuBWS4mUG,2017-09-22,2018-02-23,132
Romania,5raJ9QoZOdoRZ1MZOcygkR,2021-11-27,2021-11-27,1
Global,7Dx9Z6Aon1qPS2N0rHSWTe,2020-10-30,2020-11-19,20
Finland,2NZJKUPIGfJqLAzONNr4gv,2020-07-17,2020-07-17,1
Hungary,3MTfE3Mo3lfwAymYLU2luX,2020-09-26,2020-09-28,3
United States,64v1g2HcPumBz2Wd1rT56b,2021-06-16,2021-06-24,9
Japan,1tr98e7DDa21WHKhXHYmHt,2017-01-18,2017-01-28,2
Norway,0AaV4MJrgmLV3XhoiWXjjb,2020-12-11,2020-12-11,1
United Kingdom,3R60ekRcGXuaoZmnbdlf3n,2020-02-14,2020-06-27,127
Egypt,3k6sHinmYoAX30MqtdAPft,2020-02-27,2020-11-09,103
Lithuania,1xQ6trAsedVPCdbtDAmk0c,2020-06-17,2021-06-19,166
Italy,5Z5224X42rhSHmyfm6HzQd,2022-01-28,2022-01-28,1
Lithuania,2xdwCJLfKCkat14mlgR26M,2021-06-02,2021-07-29,58
Guatemala,4T652DlATVHe0jdLKaN3Bw,2019-02-08,2019-02-10,3
Lithuania,6V5Dn2OfFJzjDaLEh7QYe0,2021-04-11,2021-04-13,2
Bulgaria,2x0RZdkZcD8QRI53XT4GI5,2019-06-07,2019-07-01,14
Italy,50ceCGZ3oD3U5caQV5bP6f,2021-09-03,2021-09-04,2
Finland,0eu4C55hL6x29mmeAjytzC,2021-09-14,2021-11-14,62
South Africa,6iYoCFKOpRuP2L5HuziDLz,2019-01-25,2019-01-25,1
Spain,2lYjH3ZbCrW7CHmSRvVCN3,2018-04-12,2018-04-12,1
Hong Kong,2DmRXiyn03tOqKgEJXlaiJ,2020-04-06,2020-05-13,38
Sweden,4WZYs6wG0wYtXyRvtQTiRy,2017-06-09,2017-06-09,1
Austria,1xjLXG05eMnptiDotEcg5h,2018-08-17,2018-08-19,3
Slovakia,4uC5uVHbHyJO08YDRH8taE,2021-11-11,2021-11-11,1
United Kingdom,140ZXTyy731tJdisnQ5ulm,2017-08-02,2017-10-03,63
South Africa,02MWAaffLxlfxAUY7c5dvx,2020-12-27,2022-02-11,410
Japan,6HW6SUf6lzuSbZxSC08udM,2020-12-24,2020-12-24,1
Spain,6pkTboUcR5jyVfVfg8qNE0,2018-10-04,2018-10-07,4
Malaysia,3QdqW6ut1iQYVAvIRawsS5,2018-03-19,2018-03-19,1
Uruguay,0NH9myXs3C8RzRb2ORbjYM,2021-04-01,2021-04-14,13
Norway,4ARPvK8DHLwt4oX65ZAFMw,2017-03-30,2017-10-03,50
United States,74lnM5V6ecvoTPV0fvptx9,2018-11-30,2019-12-09,147
Lithuania,5qvZmmq70j4SLmBwEhr4CG,2020-02-17,2020-02-18,2
Portugal,1bj8x3ERN9gSc2NfJIpc76,2020-10-30,2020-10-30,1
Denmark,3fhwaJh0gAo4HgQSY3oLPB,2021-11-26,2021-11-26,1
Switzerland,7yHEDfrJNd0zWOfXwydNH0,2017-01-01,2017-02-04,15
Uruguay,0WdR2AyLW1Drd3OUdwezM0,2018-08-17,2018-08-23,7
Russian Federation,1IiTqFqIT8BNUsTcJIwqaH,2021-04-27,2021-05-07,11
Hungary,5WtfUKzXircvW8l5aaVZWT,2019-01-31,2019-03-20,41
Saudi Arabia,1C4sKlu8ubZzIccJvelBSn,2019-09-05,2019-09-10,3
Poland,3SIQ7kGUogq1YicJ3HGmqw,2021-11-03,2021-11-09,6
Taiwan,380m8wx1X9cSSSF5If2D9X,2022-01-18,2022-02-07,21
Philippines,4hIhoGN4UTZdNpHn5PbvoC,2018-09-11,2018-09-18,6
Netherlands,46eu3SBuFCXWsPT39Yg3tJ,2020-12-31,2021-12-31,2
United States,6Hfu9sc7jvv6coyy2LlzBF,2021-10-04,2022-01-06,85
Viet Nam,18W92Zm1KjLCbUIszOhpkD,2018-04-13,2018-04-25,11
Paraguay,7LABrQFfRYcZUqUwng0Heb,2017-01-07,2017-01-20,3
Guatemala,26gceVsA1ybT8qsX3aYLEn,2018-02-28,2018-07-02,125
United Kingdom,33i3xxHB4YSYGYbtJrwwO8,2017-07-21,2017-07-21,1
Costa Rica,4rPkN1FMzQyFNP9cLUGIIB,2020-03-27,2020-04-03,8
Honduras,3gu0fRSgFuc4FmrtIv0DnC,2018-12-14,2019-02-21,62
Germany,2PXspzdjW9nyLFyHRFTMiy,2017-01-02,2017-01-20,8
Bulgaria,4STCTQ1h0VuWfvDyhGOxkv,2021-12-24,2021-12-24,1
Lithuania,5BDAAGpEjbUiybKSqIAUVq,2021-07-06,2021-07-06,1
Iceland,0tXPhc8LvM4dPvoRwI66XQ,2017-12-03,2021-12-25,109
Sweden,7iSuirVvJsBXZ95UEd9vQ0,2021-09-30,2022-02-11,133
Spain,08F16baYbciTva9P4BvpiI,2021-11-05,2021-11-05,1
Uruguay,0tBbt8CrmxbjRP0pueQkyU,2017-10-25,2017-10-25,1
New Zealand,7EGqwboQMKQhBw4z49rBLI,2019-12-24,2019-12-24,1
France,0ros7xksydHb1p0qraQj0E,2020-07-17,2020-10-22,96
Poland,1BxfuPKGuaTgP7aM0Bbdwr,2019-08-23,2019-08-24,2
Paraguay,2S93hylQBYLndMnaJuso8S,2019-08-14,2019-12-17,116
United Kingdom,6TooMkzB9xE9FM9qxuEQeX,2020-03-30,2020-03-30,1
Turkey,5frBDLuieIAoNbCyh3A6Nr,2017-01-01,2017-09-04,212
Ukraine,6JL8b9uh91g7buYeXR6Nba,2021-06-25,2021-06-25,1
Singapore,41A89rj3GoMG6ktN37L7PG,2020-05-29,2020-05-31,3
Czech Republic,5mZXWEH2eh8zMZGCxT5aW0,2020-01-17,2020-01-27,9
New Zealand,60xaS8mYBKUW4VQQ666N0T,2017-01-19,2017-08-18,155
Estonia,6g478D6h32WUmvtlhcpbNE,2021-09-17,2021-09-17,1
Romania,1oZq1wMYbEkr7ovRV7OWty,2021-07-16,2021-07-16,1
Ireland,1Z2vRH7AUDxbfo82h9qnTq,2018-11-30,2018-11-30,1
Singapore,7f5np1evozJ5kXUXXztTSm,2021-08-31,2021-09-16,17
Argentina,3Tc57t9l2O8FwQZtQOvPXK,2019-03-29,2019-04-25,19
Panama,78dzBjk47wuaraNVpVJ9QB,2021-08-20,2021-08-21,2
Denmark,4IWAyPf1KMq7JCyGeCjTeH,2017-06-07,2017-06-29,8
India,3swc6WTsr7rl9DqQKQA55C,2019-02-27,2019-07-11,135
Denmark,4b3deWkMROLoMHJAi6cXuI,2018-06-29,2018-07-04,6
Mexico,4Ba4zZmZbDA3yCyDXxRvNP,2019-01-31,2019-04-05,53
Paraguay,6T8cJz5lAqGer9GUHGyelE,2018-06-09,2018-06-28,18
Uruguay,1zaDh3qaGSeSmulNyWlUxm,2020-05-10,2020-05-16,7
El Salvador,5iFwAOB2TFkPJk8sMlxP8g,2020-03-16,2020-05-07,49
Germany,4191RXFPa7Ge9XkA4cWlna,2021-07-30,2021-08-04,6
Thailand,74PtlTojIueWYWwYyEsI09,2020-02-14,2021-01-05,312
Denmark,3m42rdrscgu2v8k4pCqYx1,2021-09-24,2021-09-30,6
Portugal,0tsFiS73rGU4TqrhLNg4cl,2017-07-21,2017-07-21,1
Czech Republic,4VqTRBvYg0z8C4nsl4Hupy,2019-09-06,2019-09-15,10
Denmark,0xLokg8XEyY2xA0hK6rLcu,2019-07-01,2019-08-02,20
Global,6Im9k8u9iIzKMrmV7BWtlF,2020-10-30,2021-12-02,314
Taiwan,2J0X46UkpfLlWbuCXFgDLr,2018-11-09,2019-05-09,134
Ireland,3QWjljChcOMkRDYSzF33Qr,2017-04-26,2017-06-07,40
Turkey,7aV2mflaASUmGhCErm7kBO,2017-01-01,2017-01-12,12
South Africa,5TXLuwjMSIWzvGweYXTNWg,2021-09-24,2021-09-25,2
Brazil,6bpq1jGkVz66Q3LYeoXdjZ,2021-09-17,2021-09-22,6
Slovakia,5gpImN0eqlucE3a3r121SF,2018-12-21,2018-12-24,3
Switzerland,3KdoeNlEN0BoAKWzaRLNZa,2021-06-11,2021-06-22,9
Spain,4YqeXl57vJDYuEdcOL1vRD,2020-12-04,2020-12-21,15
Brazil,47sszNGNsIiXwlNEqbN32b,2021-03-19,2021-05-09,19
Taiwan,4Aykm3xrOFSHrAnv80KUhh,2020-06-12,2020-06-14,3
Greece,3QFInJAm9eyaho5vBzxInN,2021-09-10,2021-10-20,37
Bulgaria,0x25VdiFOIBl1epNer9L3w,2020-05-22,2020-05-24,3
Austria,6v3KW9xbzN5yKLt9YKDYA2,2019-07-26,2020-09-05,400
United States,3Tvs5NbIqszxl7ctruIqa6,2017-11-03,2017-11-03,1
Hungary,1gZFRYcPz3wKevEaNYRwfW,2019-07-26,2019-09-03,36
United States,0GzuHFG4Ql6DoyxFRnIk3F,2020-11-05,2021-02-11,60
France,661bbtA19xopO3lH0J4Qvr,2017-01-13,2017-01-13,1
Singapore,1x5sYLZiu9r5E43kMlt9f8,2017-03-17,2018-11-29,604
Spain,0Q6Pc3dqsl6qHKZ91DPUTH,2020-09-25,2020-12-10,57
Taiwan,0b2MLr7e8e5qH7zyw2dcbK,2020-07-27,2020-08-02,7
Viet Nam,0fzOCeKsKU1E0yOXWYGETp,2018-12-26,2019-08-29,131
Peru,0GY6fpwqKAeNhZDRljl09k,2018-03-03,2018-05-07,30
Sweden,5CLGzJsGqhCEECcpnFQA8x,2018-01-19,2019-01-24,368
Hong Kong,17FyWGvqby379Q92sn23jW,2018-05-25,2018-05-30,6
Ecuador,2N8m6CYs74qQO4mjVcXO30,2021-07-27,2021-08-09,2
Portugal,4pLwZjInHj3SimIyN9SnOz,2017-01-01,2017-09-06,226
Sweden,0nZPJ83AFwWPNSMrS2Jr5J,2020-02-02,2021-02-06,323
Finland,1D3z6HTiQsNmZxjl7F7eoG,2021-05-14,2021-05-25,12
Honduras,5neKwHtMhfMCggUrlxrVwW,2020-11-08,2020-11-10,3
Spain,5uaUiQ2ZHAs0vTCy5uxjKI,2018-06-29,2018-09-17,3
Bulgaria,4uGY9CqDtGtaTTLg1cgsWD,2018-11-09,2018-11-09,1
Bulgaria,4l4Pu7GkpqAszVsR2QHB2D,2021-09-13,2021-09-17,5
Denmark,6FATmkWp2Y6neyi2VVBUuu,2021-08-20,2021-09-07,19
Colombia,1M4qEo4HE3PRaCOM7EXNJq,2019-12-06,2019-12-12,5
Luxembourg,0aJcR4COHLndzrJya4nBBc,2020-12-24,2020-12-24,1
Bolivia,5iw28wvyHgj4ppOu5AdcEU,2020-07-17,2020-08-06,21
Romania,0Y4L4iWjUH34u2qnois2fI,2019-03-29,2019-03-29,1
Italy,2QDYjH6jUYG61QlEfMyzdL,2022-01-14,2022-01-27,14
Israel,4b7mLZQWsy0rLnrMtPA9fQ,2018-08-17,2018-08-19,3
Indonesia,0XPsOSYzDJZJArevQNm2AR,2019-05-28,2019-07-11,45
Dominican Republic,1PDP7mLiAMwhfmgIwzhOm2,2021-09-03,2021-09-06,4
France,4QIo4oxwzzafcBWkKjDpXY,2019-03-29,2019-04-01,4
United States,79Dpa6xXRNsXzMueN8BvAg,2019-02-22,2019-02-22,1
Denmark,4K3rHzlRYtoXXoDqh9sao2,2017-05-10,2017-05-10,1
Turkey,44pBzvMbHzREPSnblZbSlo,2022-01-21,2022-01-22,2
Honduras,343HgC6SVFtTAgMPlGoNjn,2021-07-16,2021-08-21,37
Latvia,5ftQSVAHs7iqULWKQn0fjK,2018-11-02,2018-11-06,2
Turkey,22O4r0NieozKBpAYtKDVzN,2020-08-07,2020-12-31,147
Belgium,4M3FO0ji6Lc8vwD1sgf1nc,2018-10-10,2019-01-17,91
Slovakia,3vJcz8exedHCjQ9ed95NqU,2022-01-07,2022-01-11,5
Paraguay,2U4kPiipwfc2oHmd0nGoj5,2018-05-25,2020-10-25,338
Spain,0N8MGHEDAq29ip7RrlrTeN,2018-11-16,2018-11-16,1
Sweden,2QmDHtlLW3alx8iBNfu2YR,2018-10-12,2018-10-12,1
Ireland,00R0fEFZGb5hyTgF1nrRCq,2020-10-30,2020-10-30,1
Netherlands,09w4sEwzXFAeP4MjudQy95,2019-06-21,2019-07-11,21
France,58HvfVOeJY7lUuCqF0m3ly,2022-01-20,2022-02-11,11
Norway,1gDXAmeAhzciodTmkXBLp8,2019-09-06,2019-09-06,1
Saudi Arabia,5ry2OE6R2zPQFDO85XkgRb,2019-06-15,2020-07-23,405
Taiwan,6cHYdlHO65h3Dtt2pPKmBF,2017-06-16,2017-06-16,1
Germany,1ATzY5RQJj7nC2n3WN4jYx,2019-09-20,2019-11-02,43
Czech Republic,3uYDO9dPLTVrgfwg7EYXSf,2018-05-01,2018-05-02,2
Estonia,310xojrAtukHAvN1BpAKlL,2021-12-02,2021-12-03,2
New Zealand,7zTx8ePYAmPFQuxP3xlXZn,2017-01-05,2017-03-02,48
Romania,5aJEh9Oqdz7PRLKTpH25pB,2019-11-25,2019-12-12,18
Iceland,6KUE0HSSudAp9AOycaF6SH,2019-04-12,2019-04-12,1
Iceland,4kV4N9D1iKVxx1KLvtTpjS,2019-02-08,2019-12-05,157
Latvia,32lItqlMi4LBhb4k0BaSaC,2018-04-27,2018-05-11,15
Mexico,2eKY4TBKeXnUXMtSLj4R0n,2021-08-05,2021-08-13,9
Denmark,05mAIVLkIWc2d1UBYZBCp8,2018-10-05,2019-04-02,157
Hungary,3cRQnpGJ2pJEjQxBIdbKZP,2017-06-16,2017-06-16,1
Thailand,0HeiYo9WwMT8ujirrWzarf,2021-10-22,2022-01-25,68
United Arab Emirates,1mWdTewIgB3gtBM3TOSFhB,2021-12-16,2022-02-11,54
Switzerland,1deT8vP3lOVU3XFAKHsSc3,2020-12-24,2020-12-25,2
United Arab Emirates,7ju97lgwC2rKQ6wwsf9no9,2020-05-29,2021-12-31,352
Malaysia,1hCss2zjMPOdWFbr5Ryf3F,2020-05-15,2020-07-08,53
Finland,5KawlOMHjWeUjQtnuRs22c,2019-04-12,2019-06-19,65
South Africa,2w2XmZLVvSSb30Dkkfeq2X,2019-08-16,2019-08-16,1
Lithuania,3jbAzLVcHiI5hYSkcKe1Ty,2021-08-06,2021-08-12,5
Netherlands,6ucmgsair6pvRYfwgvI6e0,2019-07-19,2019-09-05,49
Switzerland,6CZeMl2DRfJUYqxD5QLGuF,2018-02-16,2018-02-17,2
Ireland,3NNEScXTDw9VyBsFDwVqTD,2021-01-22,2021-01-22,1
El Salvador,3FeVmId7tL5YN8B7R3imoM,2021-09-24,2021-10-14,21
Lithuania,4ejyZ4uJEXUURcgKp1kP8v,2020-02-19,2020-03-19,30
Ireland,6OGogr19zPTM4BALXuMQpF,2021-08-06,2021-08-15,10
Dominican Republic,2qsQ8eVDPmobZpvDxQCVQu,2018-04-13,2018-04-17,2
Netherlands,7kt9e9LFSpN1zQtYEl19o1,2020-07-25,2020-07-27,3
Malaysia,3krZxyBsWEHfEfJegYaWTd,2021-04-27,2021-05-02,5
Latvia,53ONOQSikHAKtRqF6L0YRh,2021-02-26,2021-02-26,1
Peru,5JqZ3oqF00jkT81foAFvqg,2020-11-20,2020-11-26,7
Finland,5N4erncE7kuUccm7zEmwzk,2018-09-07,2018-11-01,56
Mexico,6tu2FHuKL9C8pwNrityweQ,2018-11-26,2021-02-15,327
Germany,4oZhBLWGhtIyBckervj3sb,2018-01-19,2018-02-01,12
Ireland,4cGqn0E8JCSY9gQllQj4Mf,2021-10-15,2021-11-04,20
Norway,5bJ1DrEM4hNCafcDd1oxHx,2018-09-08,2018-09-26,17
Peru,27356GVuMPFWiJSZCragoM,2019-02-08,2019-02-08,1
Ecuador,2tGvwE8GcFKwNdAXMnlbfl,2021-05-21,2021-09-07,103
Czech Republic,4ZtFanR9U6ndgddUvNcjcG,2021-05-21,2022-02-11,266
Thailand,3op7HNwLli54MBjFGzIlZO,2020-02-22,2020-03-15,23
Poland,2A0CxheiQGQdCiKtOR7jMP,2020-05-06,2020-08-15,63
Australia,4QVS8YCpK71R4FsxSMCjhP,2018-08-12,2018-09-14,34
United Arab Emirates,0sY6ZUTh4yoctD8VIXz339,2020-12-11,2021-01-13,31
Malaysia,1kSBUhFBZT6z62eTTjeJLi,2022-01-15,2022-02-11,28
India,696DnlkuDOXcMAnKlTgXXK,2019-11-15,2020-12-03,352
Switzerland,5OaRqgnamUsa99HzxSTdDv,2018-06-29,2018-06-29,1
Costa Rica,2tFwfmceQa1Y6nRPhYbEtC,2020-05-10,2022-02-11,640
France,1kEWwVJvq6ZPFI8vKFQetF,2018-09-28,2018-09-29,2
Singapore,7Ed6BkggCS2KaKY5YlINaF,2017-11-24,2018-05-29,185
Canada,7aGpxzqEndzz82BfUiPOu8,2020-03-27,2020-03-27,1
Italy,5mQvFCSzGQijKJMYhQ5ig0,2019-12-24,2021-12-25,6
Finland,7yoBqWhrP2d0z4ZV9caqRZ,2019-03-01,2020-04-26,343
Taiwan,1X1ZAbYE69BjZO5IqnluhB,2017-08-19,2017-08-20,2
Global,4HUZBG98TYbxSR9V1V2DWS,2020-01-17,2020-02-25,26
Honduras,12mGwph2YzDIlChtq3EdXP,2019-02-03,2019-02-09,7
Switzerland,5o5LBpyab6zcvIKPrn6kOu,2019-11-15,2019-11-20,6
United Kingdom,0qdNzSkWP51sONknELhhiV,2017-06-30,2017-07-06,7
Israel,1DdgqEZk4Hqfpl3drdXJun,2018-06-02,2018-06-08,7
France,3MCteyAIvFaMpXtHd7lmh1,2021-05-26,2021-07-07,38
Spain,5IsTVBbwSjU38VqJbZNokS,2021-08-06,2021-08-19,14
Hong Kong,2BITQ360Knh6qNAOqR7Dyq,2021-05-09,2021-05-13,5
Switzerland,2F8FwWixFwZhdfMOh3ZYLt,2017-10-02,2017-10-06,4
Russian Federation,1pEJZXVtK3KLi3uIkiDbyn,2021-12-28,2022-01-04,7
Colombia,51tj0gfu819Z8qR28LUe6A,2017-02-02,2017-02-12,11
France,1IcR6RlgvDczfvoWJSSY2A,2019-12-24,2021-12-26,24
France,5RpMU2TY4rrNs4tJrshQir,2020-09-04,2020-09-24,10
Argentina,4C1opPFRPafp6yj4AJPBRB,2017-10-06,2017-12-07,61
Italy,1stFp5p3h2svKierTqfEN6,2021-05-28,2021-10-23,143
Uruguay,70LLyzO7jT6DsQvCwwHDch,2021-07-30,2021-08-26,28
Iceland,3IaxObCWKEaGtIT78GsEpP,2020-05-22,2020-05-22,1
Global,7AQim7LbvFVZJE3O8TYgf2,2017-08-25,2020-06-18,545
Austria,6dbqDiwEMtlYQ1lLg8DmVh,2018-07-06,2018-07-23,16
Austria,08XWh5c0BMyD1nKVxxl91z,2021-09-03,2021-09-07,5
Greece,0Z26mbSHJ1dkUu7g9DDgif,2019-10-25,2019-11-28,33
Chile,50QqjYyqOapIo9CG7aBvKw,2021-05-28,2021-06-05,9
