danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.77,0.888,6,-2.157,1,0.29,0.135,2.53e-6,0.141,0.747,170.156,2PICIcU1XwuOwdKHVmNqki,147125,4
0.459,0.485,9,-9.246,0,0.277,0.246,0,0.151,0.326,91.917,3yh4nuVGm8r9aYyuvbUZSn,157688,3
0.555,0.843,6,-4.165,0,0.193,0.0074400000000000004,2.83e-5,0.215,0.492,110.076,1D3YbOuwQN5qaVFHwONtrL,189581,4
0.725,0.731,6,-8.047,1,0.115,0.103,0,0.188,0.855,135.858,4Omo1tlmDVINPwiliqjzZb,198117,4
0.822,0.873,7,-2.677,1,0.316,0.245,0,0.0545,0.86,111.564,0fpzjL5pP2M8sWifmQqLZn,167827,4
0.56,0.47,7,-9.139,0,0.0317,0.638,1.64e-5,0.114,0.151,126.015,2lKhtFfogx9MNdwTYtkoTf,236507,4
0.868,0.614,1,-4.652,0,0.0607,0.0277,0,0.0868,0.9,130.01,2Q1ICiLBk9lmLQz7GhMoWB,158769,4
0.793,0.666,7,-6.195,1,0.0598,0.118,2.48e-5,0.296,0.783,119.985,18J9Wt6fBBFjkQciPsxa3g,172250,4
0.754,0.657,6,-7.864,0,0.146,0.363,0,0.0868,0.27,140.041,7IFfNM9G8r4moIKCGn8SC9,155795,4
0.592,0.584,8,-6.232,0,0.0893,0.158,2.63e-6,0.132,0.447,88.073,1R6VwZ8TuHRzxZUxe88n4I,245893,4
0.641,0.718,8,-6.907,1,0.0299,5.83e-4,0.0251,0.0878,0.799,120.041,64go9pzjPN8uuK6Ryxg8Ph,199069,4
0.79,0.536,7,-6.487,1,0.0412,0.0297,2.32e-5,0.0573,0.245,137.001,3w0GYfhnGVh0xdhW5KcYwG,244218,4
0.812,0.754,1,-7.216,1,0.38,0.288,0,0.17,0.441,102.969,2NOL7T3ulUUPZLXN1v1VDS,308747,4
0.802,0.737,10,-5.457,0,0.408,0.407,0,0.201,0.681,140.929,1iM1dvbYP32cQqkhGfwIgm,192116,4
0.537,0.454,0,-10.632,1,0.0315,0.566,0,0.583,0.378,125.619,4Wg6Ggb6DY8OmlFQvvHO9b,250200,4
0.825,0.601,8,-7.134,0,0.102,0.17,0,0.165,0.438,101.989,5J5bBO2r1CY8ghkYkvOF9I,135882,4
0.482,0.435,5,-11.427,0,0.5,0.863,0.00182,0.105,0.141,79.525,1NNGzJLyEtUChqYQFyryjG,204944,4
0.542,0.774,0,-11.57,1,0.0784,0.525,0.0221,0.117,0.133,114.623,14z9BuxSl5qNye9UZcvyJt,99138,4
0.752,0.861,11,-2.72,0,0.152,0.00458,5.84e-6,0.158,0.595,97.968,1Zsy7gMUcHDhxC0bbyZmC2,213027,4
0.489,0.87,9,-5.528,1,0.0648,0.0215,0.00355,0.263,0.175,155.997,4GCMrN2jevQkkqoxZFLiQE,229116,4
0.475,0.712,6,-3.306,1,0.0431,0.138,0,0.0936,0.443,169.796,2g0LdZQce9xlcHb1mBJyuz,205333,4
0.916,0.527,8,-9.462,1,0.247,0.0809,3.7e-4,0.089,0.5,90.985,4ePdBBFKYNo3RWlnwJm0tc,171706,4
0.734,0.597,7,-8.465,1,0.0438,0.862,6.77e-5,0.126,0.37,115.07,7BfjDCN9OneES5E3TtcA30,244000,4
0.671,0.762,11,-8.36,0,0.0405,0.00217,6.71e-4,0.116,0.661,127.994,09oGuL7zSxDtvynHZuwd7R,195848,4
0.822,0.733,6,-5.564,1,0.0683,0.0982,0,0.198,0.294,130.092,176rs1ZGuLrvraJ0283qlJ,191621,4
0.816,0.733,0,-6.587,1,0.0448,0.124,0,0.0812,0.571,93.022,6ayCEojiJIe5d8DwXVlGU4,222483,4
0.756,0.52,6,-8.642,1,0.0341,0.495,0,0.0901,0.684,119.92,5X5db3FrBOHbibrFKA02MQ,265995,4
0.869,0.616,1,-5.76,0,0.285,0.0254,0,0.105,0.342,145.824,5V4Ax2P84IlQHKcL87i6kK,170959,4
0.698,0.647,1,-7.632,1,0.235,0.00803,2.6e-4,0.416,0.355,180.049,7aPKGc7OQBIB0CVlhd30AW,227667,4
0.449,0.597,9,-4.401,0,0.14,0.347,1.03e-5,0.197,0.505,134.598,1MUL6DO2gVimj2YrVedubd,194777,5
0.622,0.811,10,-10.778,0,0.0441,0.00187,0.0372,0.178,0.344,126.019,1bTvydAncmVhoWhRhhlgEh,231096,4
0.746,0.937,5,-4.392,0,0.219,0.383,0,0.336,0.71,85.02,1sy3urvLEBQdQZyRZkXOLC,186353,4
0.666,0.78,7,-10.149,1,0.0383,0.073,0.00129,0.102,0.791,91.262,0FcqGGPux5Dk8kDtT6Pdxa,223560,4
0.432,0.809,9,-5.678,1,0.0551,0.0225,0.00109,0.35,0.612,141.375,3tMN39WvEETN4Cv4PoanzX,216825,4
0.484,0.671,3,-5.211,0,0.245,0.177,0,0.144,0.201,164.926,3uz2TYNawZPRCFWrz5Gmzh,196364,3
0.462,0.505,7,-5.978,1,0.0278,0.375,0,0.0604,0.515,85.542,3PK6nJvcddecPj2ESgMJAe,267169,4
0.589,0.914,7,-3.582,1,0.0935,0.00119,2.57e-4,0.361,0.512,129.935,6baGTtDakSNvUfW3FJd8yX,240587,4
0.554,0.705,9,-8.182,1,0.086,0.171,0,0.071,0.28,160.182,6Yk4SvgOe7800NtgrfnY4X,160639,4
0.525,0.425,6,-8.294,1,0.0266,0.0595,0,0.113,0.224,94.038,4MplyZ6rbNSbgxiQkPswqB,349849,4
0.704,0.682,2,-5.039,0,0.0689,0.348,0,0.309,0.285,121.977,3ivlGbUo7LUuoH0IY6nUjl,209016,4
0.708,0.61,2,-4.522,1,0.0574,0.0204,4.45e-6,0.0641,0.305,123.038,0XLOf9LhyazPX9Ld8jPiUq,186113,4
0.704,0.406,6,-8.597,0,0.318,0.0224,0.749,0.185,0.201,66.502,0yZqgroMJbcEWTYLd3FasB,223300,5
0.752,0.645,7,-8.594,1,0.0307,0.153,0.0154,0.229,0.425,119.973,2suCvIjriPQrcYHGmWjFh8,199948,4
0.414,0.632,10,-5.971,0,0.301,0.273,0,0.56,0.35,62.18,22okrfIxCwkdvI0wal1BcK,205130,4
0.84,0.495,9,-9.54,1,0.0406,0.589,0.552,0.103,0.808,125.993,1ZseaIKt19broBzze3F8hz,264762,4
0.87,0.502,5,-7.497,0,0.0549,0.549,0.00356,0.0916,0.673,82.53,3QWjljChcOMkRDYSzF33Qr,160597,4
0.833,0.71,4,-4.774,0,0.114,0.348,0,0.0611,0.647,130.033,0VRWHq82rIOZBGG4Ql2ncg,224000,4
0.733,0.474,10,-8.062,1,0.0422,0.527,0,0.268,0.348,99.973,5PvAlFxlJrW8vjkdfvE6no,201022,4
0.677,0.624,5,-8.973,1,0.0871,0.137,6.41e-5,0.589,0.422,93.023,42HB7NqTtooRK7Lrwvwrq2,189547,4
0.755,0.723,6,-5.845,0,0.146,0.0269,0.00401,0.206,0.312,100.024,0FssM3rIyBe3fZ02i3hYdy,158308,4
0.534,0.649,5,-7.531,1,0.0435,0.00712,6.22e-6,0.137,0.358,161.828,59zrASvoFolvYcBSewxuT4,174279,4
0.516,0.703,9,-6.413,1,0.0363,0.0634,0.607,0.108,0.491,97.983,7ffkdwy4EvMSeUnPVSyqqw,194227,4
0.66,0.675,0,-7.764,1,0.0366,0.545,1.93e-5,0.145,0.632,81.498,6QPFWNUw9iGFZAXgqecunp,312820,4
0.304,0.577,7,-6.459,1,0.0286,0.21,1.06e-6,0.269,0.524,80.028,1KfuEN3jy9mD0aVNwuJcKA,249587,4
0.796,0.592,5,-5.694,0,0.0899,0.508,1.8e-5,0.0754,0.514,107.965,4613Yq0p8BHSr1qKK12dEq,173577,4
0.635,0.599,8,-7.127,0,0.0242,0.876,0.0013,0.115,0.555,90.051,6UMdOpiOeDhuvmDPMLpJQx,241372,4
0.219,0.939,4,-9.275,1,0.226,0.321,0.144,0.993,0.162,140.832,6OjduWenRVYBRPG0RjgPFQ,228507,4
0.814,0.519,1,-5.598,1,0.0675,0.227,6.81e-6,0.0858,0.751,82.003,0FdgJ5j1I8o2h0PYCt9JFf,226255,4
0.662,0.797,1,-5.026,0,0.0614,0.142,0,0.0764,0.161,167.949,4GMzvuPHqkKPuG3VGuDex1,192857,4
0.728,0.419,4,-8.554,0,0.0314,0.101,4.78e-6,0.0989,0.699,120.001,2pAiDdzQru1mPgPBptneod,204067,4
0.865,0.521,0,-6.932,1,0.0371,0.548,1.15e-4,0.0989,0.748,129.059,1qDrWA6lyx8cLECdZE7TV7,244885,4
0.424,0.615,0,-11.218,1,0.0605,0.403,1.33e-4,0.0913,0.261,72.282,0XKHGtpOMbs8hxTZseoDnf,205901,4
0.443,0.218,10,-10.294,1,0.03,0.929,0,0.135,0.575,75.924,5llxayfq6QfjTI4N6WlM3K,222381,4
0.612,0.673,4,-4.392,0,0.0343,0.245,0,0.129,0.723,139.963,2y3C3tWoNictZWuOuUtDuO,175920,3
0.647,0.282,4,-15.366,1,0.886,0.895,0,0.92,0.743,75.872,1cWCQZ9HI0n9qT5d1jPOkc,92413,4
0.386,0.81,7,-3.906,1,0.175,0.176,0,0.898,0.289,155.359,258db74PFBueylrjM6ccvN,195039,4
0.874,0.635,8,-6.703,1,0.164,0.0326,0,0.0676,0.369,102.022,6ZBqCuo8fUGSZJGYR9LNwL,144098,4
0.695,0.511,4,-8.725,0,0.0523,0.445,0,0.108,0.0499,110.067,0t42vWtx0oXwykmM3mXDv1,227277,4
0.826,0.495,1,-10.529,1,0.0707,0.0548,0.00233,0.0898,0.668,127.041,7KQcvjd1ukm1YenBNHh4JV,177661,4
0.712,0.383,10,-6.569,1,0.0279,0.796,0,0.134,0.166,115.989,5hwNNWvaVl1sM625XR1OHi,232040,4
0.738,0.791,0,-6.515,0,0.316,0.129,0,0.0873,0.496,145.961,6081gaSjutVvHcK2CX3tnr,331284,4
0.315,0.563,7,-5.608,0,0.0538,0.691,0,0.103,0.271,175.713,0GTR8qhWwZGpOvf0xI2QWG,208600,3
0.551,0.819,1,-4.279,0,0.354,0.129,0,0.0509,0.529,93.298,6NIFvDJR6gL5V2WGui9yCz,142947,4
0.559,0.373,2,-14.107,1,0.111,0.898,0,0.124,0.684,103.786,6ZgigeSB0XUMqc0jjzaq6d,176333,4
0.571,0.232,10,-11.309,1,0.0699,0.604,2.46e-4,0.119,0.207,128.785,2yOm4lN7aTygtXanJFNFWU,428200,4
0.838,0.776,0,-3.125,1,0.0933,0.0435,1.21e-4,0.0924,0.715,155.059,6uS8KevqrhUjVjFZfWxsTh,244680,4
0.844,0.828,0,-6.322,1,0.0581,0.262,0.00435,0.0999,0.318,129.982,3UIKfPJKE2AhLDJ7O9uOWg,235507,4
0.437,0.547,7,-4.823,0,0.167,0.267,0,0.147,0.104,169.926,7Bi8krd9kZSVBclaLY6wvR,166588,4
0.806,0.304,7,-16.053,1,0.236,0.666,6.05e-6,0.0978,0.839,86.958,48w1Y2wILg5zmWaYnzVjj3,146207,4
0.682,0.656,7,-5.443,0,0.0344,0.0298,0.0134,0.0813,0.3,127.973,1k6lfWgFdbtbPnicBC61DX,346875,4
0.553,0.6,1,-7.509,1,0.0506,0.6,7.3e-4,0.136,0.143,110.093,5qVHhr4wnRZwllawKqB6K5,210019,4
0.592,0.201,2,-16.37,0,0.034,0.657,0,0.197,0.375,109.987,4RGlKIEHDwMDohGDkDdW6w,185170,4
0.766,0.793,6,-4.427,1,0.0477,0.421,0,0.093,0.73,126.975,0lp3u9nJusd5l8aKPAWELl,168258,4
0.705,0.718,1,-5.394,1,0.0694,0.00246,2.93e-4,0.16,0.342,174.096,1rS5draMAK7Eep7Cc1aPkd,262069,4
0.736,0.713,1,-3.872,0,0.051,0.254,0,0.057,0.635,103.852,7amCv8CJPutcspMc4p7yRw,168624,4
0.846,0.695,11,-10.509,0,0.0681,0.392,2.64e-4,0.125,0.739,146.973,4ZZR5W3Wzj7gl8PJEaWVvm,202966,4
0.803,0.744,0,-6.174,1,0.324,0.374,1.92e-6,0.23,0.927,149.996,6qZra71fzsZOgmCPwzBKLt,143047,4
0.641,0.699,2,-7.521,1,0.0269,0.0259,1.74e-6,0.104,0.77,133.915,5R3wMUOI4P8H3s5bOsfTmS,210818,4
0.456,0.752,11,-7.366,0,0.0462,0.0404,1.11e-5,0.201,0.302,150.027,4cHrCNJTdMfbtY0fjc5ged,258159,4
0.67,0.641,6,-7.198,0,0.0285,0.223,2.42e-5,0.141,0.891,129.016,7MOX3ibncypw3xGb4HZVFA,223267,4
0.679,0.495,6,-8.525,1,0.0371,0.568,0,0.0809,0.595,98.001,1Jg0lG581ibc6gjzGbuRqo,258141,4
0.886,0.708,4,-5.697,0,0.0645,0.15,0,0.106,0.445,100.033,4Zn6j393rAtuIG0PAJqx1s,184131,4
0.429,0.4,5,-11.679,0,0.0882,0.629,3.25e-5,0.087,0.357,72.487,3f3cliOygeuUpGRwdohy12,255066,4
0.196,0.178,2,-14.404,1,0.0342,0.45,0,0.133,0.502,133.858,5cCXJwU39TjHR7KxKwAYyK,147040,4
0.569,0.55,7,-12.859,1,0.0275,0.00771,0,0.179,0.746,90.454,2ZS3jFe6p8UoVyrY5jWBlF,185667,4
0.438,0.785,11,-5.482,1,0.254,0.0636,0,0.331,0.326,79.81,2p6U0PmCLvSEIuGMdfKVd2,196700,4
0.805,0.625,11,-6.926,0,0.0654,0.104,0,0.0774,0.752,129.883,31M2p45Vue2z5k0JFEuwWt,166712,4
0.72,0.45,11,-6.756,0,0.327,0.566,0,0.278,0.684,96.935,3Xm4QfFrTg0lZHhv0We2z0,355600,4
0.626,0.726,5,-5.015,1,0.0376,0.235,0,0.304,0.257,89.132,2K0r5GD5zYlEMx2M7ZMcqG,144530,4
0.697,0.921,5,-4.283,1,0.0424,0.0946,1.9e-5,0.159,0.722,123.988,2ZEq4HT450Ye9IFGPTl9qV,190955,4
0.805,0.73,6,-5.993,1,0.312,0.0922,1.1e-6,0.102,0.843,127.215,75So2hrGBlTF06xtn7ZTho,172678,5
0.686,0.412,7,-10.899,1,0.0314,0.733,1.28e-6,0.112,0.337,106.048,5FDQUxXnb8DN4OSJ7CpTKE,177547,4
0.773,0.488,1,-10.894,1,0.107,0.0133,0.917,0.104,0.47,139.954,4CM0L1S8UECPok5tBC1P0c,208327,4
0.605,0.675,3,-8.095,0,0.354,0.514,0,0.149,0.811,85.062,5bgbb8KMAZreVHzh3bRPS5,159573,4
0.663,0.847,9,-5.138,0,0.129,0.0805,0,0.0883,0.685,77.06,3V4chZoYZgodDOmdFSB5pN,220562,4
0.725,0.688,0,-6.041,1,0.0399,0.215,0,0.179,0.555,97.966,4SHvsKy49AIq4VLiWXO958,165031,4
0.385,0.234,1,-18.206,1,0.0695,0.557,0.948,0.103,0.0955,60.382,55DfJorT3JYR6ZEvCbDBdB,72366,4
0.693,0.863,6,-2.942,0,0.293,0.302,0,0.394,0.793,96.031,7yqcWwboHSKn14hhDiwnKx,214347,4
0.77,0.456,0,-7.453,1,0.0464,0.634,0,0.111,0.408,125.9,3t7GX7UAoxFcvkWCDqEvLW,248880,3
0.882,0.52,11,-7.373,0,0.311,0.0391,0.0528,0.0907,0.3,139.895,3BWuwOqECIlquXZQDrfUmZ,193859,4
0.747,0.777,10,-6.651,0,0.0352,0.018,2.17e-5,0.102,0.538,114.997,307d1LvoDciBJh6GSG9PZd,262962,4
0.84,0.445,0,-5.431,0,0.0672,0.44,0,0.0842,0.685,141.859,4PIXNfRJZTj2mWGVDaPXg9,166607,4
0.441,0.815,0,-6.954,1,0.0425,0.0102,0,0.399,0.737,171.908,397Y1DVnKxgWsaaFzWZWWh,244000,4
0.66,0.757,10,-7.797,1,0.0299,0.269,1.25e-4,0.128,0.494,139.936,5Ag6ggLk5bdlJNvD88FZAV,217867,4
0.779,0.696,0,-4.63,1,0.0547,0.565,0,0.129,0.712,93.995,11k9PdFxuPtMGxWB0s7A4v,181554,4
0.597,0.561,2,-7.764,1,0.0329,0.143,0,0.0715,0.715,173.265,37zLIZTOOA6a30zcvrtEUO,201533,4
0.507,0.543,2,-5.938,1,0.0263,0.148,0,0.229,0.29,145.906,2WzTWMuN1kjNMKhLVTpf6U,249000,4
0.532,0.712,6,-6.348,1,0.0417,0.00756,0,0.0991,0.477,126.124,3gLBLSmqKSMys9kYcEFDbH,289259,4
0.682,0.669,2,-7.15,1,0.0951,0.105,0,0.071,0.889,79.929,1IDFcb3cjkj2dhv3UaxX9b,177208,4
0.861,0.454,4,-9.261,0,0.132,0.296,1.25e-5,0.0491,0.58,94,1zZY7jIGBBGfUCSgNsVuRg,170179,4
0.552,0.674,6,-4.469,0,0.0367,0.0388,0,0.136,0.244,146.156,2eROPgQCzJcXVlp1j0OcC1,210984,4
0.893,0.42,5,-7.27,0,0.651,0.149,0,0.0966,0.22,119.98,0YopmIEZmB1FquAQaKeKbk,133323,4
0.53,0.759,7,-7.067,1,0.0351,0.00984,0,0.319,0.502,131.999,4tA8lpQoWkMRWOZ29HbR86,253840,4
0.527,0.634,9,-7.173,0,0.182,0.0335,8.04e-5,0.0864,0.305,172.398,3NRyuVqANeZhyjrg2SoLqz,162729,3
0.89,0.66,7,-6.491,1,0.054,0.341,0.0277,0.132,0.699,111.991,4jFKMWYXE6L4r3S2A168Kc,245533,4
0.971,0.754,2,-5.254,1,0.3,0.135,7.63e-6,0.118,0.45,120.094,3bDdVPmHReWmZsZjYB7U9v,183792,4
0.619,0.99,7,-3.74,1,0.216,0.0737,0,0.0695,0.501,120.018,3pV0TXLTcB49hPh6Tsc4aI,185467,4
0.652,0.125,6,-15.834,0,0.0562,0.814,3.3e-5,0.325,0.2,59.993,0u7NBmZTEJfOPo5o8kAxUj,222041,4
0.724,0.667,1,-8.308,1,0.0819,0.147,3.37e-6,0.0786,0.315,89.007,60STkYh36imqyVdVofH2gZ,218496,4
0.663,0.696,9,-4.957,0,0.103,0.0561,3.77e-5,0.0778,0.738,180.113,6JjPBQfI2Y8nIjnm65X6Pw,235747,4
0.659,0.593,0,-6.95,1,0.0399,0.201,0,0.0978,0.216,99.91,6rilRwH4GxDikV43A1pBRJ,210000,4
0.688,0.583,8,-5.461,1,0.381,0.0226,0,0.285,0.675,92.348,2lOSdTqEzv7keqPn7VYHbX,150741,4
0.698,0.907,7,-4.102,1,0.195,0.059,0,0.0812,0.656,168.051,3r3Z6VpkIPqQnc7XZyIWmr,263928,4
0.701,0.616,10,-4.972,1,0.0564,0.0232,0,0.235,0.496,110.037,6jmIUrOD5seJEh6Z6RP2xz,190000,4
0.514,0.882,7,-4.406,1,0.0862,0.0043,2.52e-6,0.156,0.424,104.85,6hIr2IDeBDXfRFk0rYe5Tz,209061,4
0.644,0.568,9,-9.717,0,0.0645,0.195,8.18e-4,0.11,0.454,141.989,35JrLLUmwTz95YJoBW4kTp,199750,4
0.642,0.741,6,-7.071,1,0.195,0.214,4.37e-4,0.361,0.643,168.013,1ncj2QHNL1uhPCd3cdrD8n,144734,4
0.841,0.448,6,-8.775,0,0.314,0.489,3.66e-5,0.127,0.908,143.012,5hJS58YhHMHkItokYnSh2q,203238,4
0.848,0.621,1,-5.486,1,0.076,0.0623,0,0.107,0.0725,118.003,3k3Hm3PBmnE7bNCExKOxFm,195313,4
0.624,0.795,11,-5.251,1,0.0273,0.215,0,0.119,0.84,168.011,4NBIF6CcUdiHtbRViwu30I,173640,4
0.315,0.55,0,-5.649,1,0.0289,0.189,5.7e-4,0.101,0.333,69.241,2Ev8mNT9YHaUIELEKKf4ld,212027,4
0.767,0.618,10,-7.163,1,0.032,0.31,0,0.179,0.243,121.959,6a4GH1gljLL7VvmO9u5O92,205469,4
0.518,0.911,10,-4.649,0,0.0714,0.00236,0,0.0829,0.634,122.463,5MiAyDUmt9g3SliV3URn9w,153703,4
0.871,0.58,9,-8.853,1,0.31,0.0037200000000000002,0,0.0609,0.681,157.024,6198EA1nwmv1IY4hKWaa6u,90096,4
0.655,0.933,7,-7.703,1,0.0536,0.00332,0.0365,0.0983,0.472,128.701,6HdM7gzXVgcpepv276raog,239933,4
0.629,0.436,1,-8.016,1,0.038,0.73,0,0.0799,0.2,120.015,4MdynaFdVMbCEzKDWYGdfC,300693,4
0.844,0.756,1,-2.687,0,0.0692,0.133,2.19e-6,0.106,0.777,110.056,1NE7ctDmeMclZuMNYY5o3j,151091,4
0.649,0.687,4,-7.89,0,0.242,0.0347,6.52e-4,0.253,0.268,161.109,2fZlxv1Q0O42qdC2igNBJU,178882,4
0.72,0.768,2,-4.798,1,0.175,0.106,0,0.0765,0.303,92.006,1oOm7QaJ0JzJdf3DU7MrpI,240000,4
0.774,0.639,2,-7.121,1,0.029,0.737,0,0.0731,0.92,97.068,2yYiFVtAtnIL81u8iNsFxu,170733,4
0.633,0.715,4,-4.052,0,0.181,0.0325,0.338,0.235,0.628,211.998,1UBTA77zcXu6wMKGXBd4a0,167547,4
0.717,0.537,7,-7.413,0,0.158,0.37,0.00121,0.172,0.569,195.782,33lRqBuJadiYa1Z3p1Zrc3,211273,4
0.73,0.303,5,-9.738,0,0.0415,0.371,0,0.124,0.235,105.036,2JJu8J1kvXs2GbUpQVbZ47,282173,4
0.659,0.91,6,-3.945,1,0.0368,0.268,8.03e-6,0.114,0.923,145.945,5wIXzJXnU2HC79kYJIXPt3,216696,4
0.589,0.786,7,-4.738,0,0.109,0.185,0,0.151,0.615,100.031,2nvSYo97ojW4OCrNxtjHVT,226500,4
0.368,0.623,8,-10.373,0,0.0709,0.749,0.0078,0.0946,0.664,151.651,3DnpFp9OniR4U7r7zMKauE,204594,3
0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,5XMkENs3GfeRza8MfVAhjK,191000,4
0.591,0.814,0,-5.037,1,0.0417,0.18,0,0.122,0.438,95.946,1flJa1SvgmYzlLSa0AXgJ9,275000,4
0.859,0.596,9,-7.99,1,0.285,0.0442,0.0228,0.0926,0.311,130.104,0YqAy8XXxxaSynYPIqVuAt,135615,4
0.663,0.836,11,-5.111,1,0.0384,0.464,0,0.0554,0.802,154.952,0wA3AZzA0gp0wfSS0SpZt5,227312,4
0.64,0.593,11,-6.167,1,0.051,0.195,5.12e-5,0.0379,0.588,170.086,5HbR89XLVBM6ElQ5xbr1WP,233307,4
0.71,0.816,8,-4.447,1,0.0309,0.0137,0,0.101,0.938,137.932,1JVaMTFpNsDjAOoeZ9x8Xw,186011,4
0.723,0.868,7,-6.015,0,0.0409,0.0294,0,0.12,0.925,147.95,6NBAtnU5ICF7fazEFn2hKL,193286,4
0.908,0.543,0,-7.591,1,0.209,0.0177,0,0.0883,0.617,143.947,3hluYfU25k6suH9WpaRsFm,216656,4
0.709,0.896,8,-2.83,1,0.047,7.25e-4,1.78e-6,0.0586,0.594,124.991,5y19W1lXYx23UDF2JWZyT2,196453,4
0.403,0.095,6,-19.687,0,0.0355,0.902,3.18e-5,0.112,0.278,85.472,7D22A3aS0qL0raNiByP3AT,256080,4
0.363,0.902,7,-4.051,1,0.0403,0.00288,3.34e-5,0.285,0.443,134.597,0ljyHIWERJQp8O5LKgKm1l,264838,4
0.818,0.96,2,-4.213,1,0.0503,0.0159,2.28e-5,0.0868,0.675,113.011,722Cml9afk6MJJl9euPx7M,369823,4
0.66,0.539,4,-5.634,0,0.0461,0.727,0,0.384,0.626,91.94,1B7Wxx58QV4xrCjxI4Uu3i,159968,4
0.44,0.585,8,-7.947,1,0.0424,9.39e-4,0.0495,0.127,0.317,124.905,3f3KBMEF5josF1kSKfTIMh,280165,4
0.843,0.818,4,-3.844,0,0.0413,0.0779,3.9e-4,0.0932,0.786,101.029,2xCgwmllvRowdSNCRq0PWj,194851,4
0.699,0.498,7,-9.329,1,0.0962,0.784,0,0.108,0.476,78.975,6KtTbMttJ8ZtMG6VMds2B2,227836,4
0.8,0.919,1,-5.064,0,0.0667,0.0213,0.00262,0.273,0.853,129.035,0YCL7egXNTkElDHH0QdoXJ,175587,4
0.622,0.839,6,-3.825,1,0.0314,0.466,0,0.243,0.915,119.969,6rCaPvmNWMCgrG7luwaHs5,285190,4
0.776,0.672,11,-5.948,0,0.0779,0.212,0,0.216,0.946,122.987,4hsCjKX3DOQobfRV1qJhWK,184357,4
0.882,0.666,4,-5.117,0,0.0381,0.234,7.87e-6,0.106,0.882,103.989,2XL3Y5xd9lJ4NhoRUKQoZE,233901,4
0.67,0.653,10,-4.031,1,0.0795,0.026,0,0.412,0.146,82.031,0T3eQNCGwO5nOsBymYQSPX,213653,4
0.442,0.762,0,-4.219,1,0.0973,0.319,1.61e-5,0.0901,0.298,148.65,2o3SSTS3FoZ5m8HCVvBca7,193379,4
0.606,0.74,6,-4.227,1,0.0873,0.353,0,0.204,0.68,116.846,4NxgsMKJwLKFtPbTqVjl1p,111430,3
0.633,0.715,1,-7.47,1,0.0762,0.0141,0,0.121,0.545,154.95,2sw9r0DEwO1Nqg6eBtsCcc,191967,4
0.799,0.735,11,-7.793,0,0.0597,0.201,0.00644,0.119,0.164,150.032,49Q9iUTUfl8ug3eDP9jMRO,186569,4
0.516,0.726,7,-6.437,1,0.369,0.0437,0,0.423,0.689,113.365,2DfhyGOSt3LwXEg42TQuAa,169412,5
0.798,0.621,7,-5.304,1,0.172,0.316,0,0.0692,0.881,110.01,7nbryfWtpF90zYzDKjGHaE,149560,4
0.72,0.368,1,-12.894,0,0.184,0.449,0,0.401,0.716,125.038,1dMSdOsfA2DVEaAZaeIaVd,239569,4
0.533,0.595,8,-7.694,0,0.4,0.601,0,0.664,0.563,134.935,5hLsl4Izx2zxnqHradLPNt,269200,4
0.358,0.589,6,-5.815,1,0.0408,0.223,0,0.176,0.19,125.475,2TPR2wLwizBeVHUzHwyyiH,222963,5
0.632,0.807,0,-5.893,1,0.126,0.144,0.0211,0.125,0.784,160.174,3NeiYiBn3rQBgurfVk92Zm,197933,4
0.462,0.81,9,-5.173,1,0.283,0.0309,0,0.0512,0.429,80.565,477TK4EAYMorzNVtq9uSIL,183880,4
0.58,0.758,4,-6.448,0,0.044,0.0548,0,0.114,0.437,164.924,5Aw0QmDZJZID69ZcTvEzXI,164825,4
0.725,0.503,10,-5.646,1,0.209,0.0144,1.52e-6,0.124,0.0636,153.047,2XdgSB4TtzUHQYCMfSHbFI,202214,4
0.665,0.454,8,-8.722,0,0.0667,0.191,0,0.136,0.22,106.051,4jyErHAW8sKPMsULBgOhNK,208853,4
0.73,0.838,7,-2.959,1,0.0312,0.341,0,0.433,0.847,124.953,0IANL2tofa4OgMBgE3YXpZ,232332,4
0.76,0.838,6,-4.347,0,0.051,0.39,0,0.166,0.863,159.938,4S8wmEZy12C5UJUU0IQUee,241504,4
0.607,0.735,4,-6.065,0,0.095,0.253,0,0.11,0.964,88.894,1au2UduxcvHfa0fZS3Szci,151967,4
0.869,0.421,5,-9.09,0,0.416,0.255,0,0.115,0.667,139.921,1jiDCQUaa9LmWpQJRuOWRb,135520,4
0.751,0.674,2,-5.862,1,0.0462,0.0501,3.43e-6,0.304,0.758,150.043,6CENeigIRamYa9Vx01E5Wp,187013,4
0.857,0.455,4,-13.257,1,0.0423,0.225,0.0194,0.106,0.731,106.023,5cPcPy7grt2jVdAoAgt3J2,158000,4
0.865,0.526,0,-7.591,1,0.0345,0.487,0.0867,0.107,0.844,114.005,3nt2nh82HhypaGrY7ilV7e,203787,4
0.705,0.781,0,-5.019,1,0.0876,0.0936,0,0.0853,0.661,91.982,2uRo9meMZUiellRCmE4osu,128679,4
0.763,0.707,8,-10.002,0,0.0513,0.0129,0.57,0.048,0.137,115.03,5TFJIUlWmQfJZCWVUcBX00,403212,4
0.606,0.61,5,-8.049,0,0.0341,0.284,3.51e-5,0.122,0.554,131.808,7zjXA0YVXLRc8XzHjVJLnl,181733,4
