danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.825,0.76,4,-5.286,0,0.0352,0.154,3.46e-4,0.079,0.537,125.069,0BkKdJSpKqzYLEneerSHq3,267013,4
0.64,0.701,5,-6.661,0,0.0492,0.0828,3.98e-6,0.123,0.703,97.012,07ARBxsDbIdAxLwuRCkGJ4,212400,4
0.463,0.446,9,-10.725,1,0.0339,0.0535,0.0528,0.117,0.396,77.102,1qTunpCVEPPVhSSIv48POa,266573,4
0.795,0.883,1,-8.35,1,0.0386,0.785,8.71e-5,0.147,0.927,119.992,3pJ8AuFIbBIudZFjDs86ff,190413,4
0.79,0.534,8,-6.543,1,0.275,0.474,0,0.374,0.603,85.054,1xu61WHzzQXjh2OSKw6RlJ,149647,4
0.984,0.508,6,-8.002,0,0.117,0.24,2.22e-5,0.122,0.511,117.023,6B4AdZzwagId7wvWeJEkiq,201031,4
0.61,0.732,0,-9.251,0,0.318,0.119,0,0.39,0.536,141.039,07SgRbPUfMOxfZ6K4aEuSS,143563,4
0.762,0.577,8,-6.768,0,0.0521,0.406,0,0.0936,0.533,130.08,2VUTPdW21gPVVTEmvdSwos,185783,4
0.747,0.369,2,-13.406,0,0.121,0.686,0,0.111,0.414,77.023,0VmyN5MZOqhhfh2X7K72g8,224416,4
0.65,0.394,1,-11.404,1,0.0352,0.593,0.00229,0.0907,0.658,93.944,37g8IhMHjXMbDmbYcpTkmQ,266196,4
0.718,0.593,9,-5.302,1,0.0337,0.68,0,0.26,0.657,90.014,7CMevIBfJ2EBxce5WPfldh,246000,4
0.695,0.643,11,-7.952,0,0.0271,0.205,0.342,0.184,0.73,118.023,2tmpOLN4ndR7a7MiPqRIO8,230095,4
0.546,0.493,8,-8.493,0,0.0453,0.659,0,0.631,0.496,133.792,1bqypXWn45G1mCgJUFy8Km,199507,4
0.887,0.667,6,-5.681,0,0.0484,0.316,0,0.119,0.493,130.032,66UkKyxN5YbJl9z7YamQOR,181867,4
0.813,0.587,0,-8.563,1,0.0722,0.425,0,0.0725,0.362,110.007,1dszfkQhjDts5no1sYz337,207276,4
0.474,0.122,7,-19.82,1,0.0334,0.919,5.05e-6,0.262,0.247,145.669,4BCVPpkSnWKJuTClJMhpEy,227800,3
0.456,0.893,5,-5.322,1,0.139,0.662,0,0.323,0.901,174.488,3sp7BvQNrezKp4tc1Be7xf,222720,4
0.411,0.908,1,-3.173,0,0.0475,0.00129,0,0.07,0.553,169.003,5i0JzkHAichFrM0qC8kdmR,232093,4
0.851,0.709,1,-5.157,0,0.0694,0.0736,0.00137,0.12,0.42,116.467,1So1tVk3gybvc2I0JY8K22,235737,4
0.546,0.815,11,-4.594,0,0.265,0.159,0,0.163,0.562,175.176,6Nv9IGoIAicTW0lWvCRx8k,151110,4
0.67,0.618,10,-7.46,1,0.102,0.268,0,0.328,0.287,92.005,1E1y4xZOgn1loVpvGULVD5,210522,4
0.703,0.697,2,-6.814,0,0.0345,0.0061,1.97e-5,0.292,0.287,129.928,6ORzHhC7nK7omTTcSE3zS6,166284,4
0.796,0.875,4,-5.172,0,0.312,0.0625,0.0022,0.0995,0.301,125.967,3DtkCLCnmm8TvoqyzJc8Du,130627,4
0.565,0.482,7,-10.088,1,0.256,0.513,4.12e-5,0.113,0.517,199.975,4W6sBjbrhHYVM9nkPmSwns,199467,4
0.658,0.811,2,-13.014,0,0.0365,0.451,0.366,0.0781,0.246,117.988,63tmdy9vayadWcYxEtRqLc,375917,4
0.568,0.602,8,-8.538,1,0.127,0.569,0,0.132,0.331,93.143,0YtkZPRAxm8eyCM1UoYJiL,146805,4
0.841,0.841,9,-5.851,0,0.118,0.165,6.94e-5,0.664,0.872,117.949,1XQSLHs0XR2wdAya1pmaER,185403,4
0.635,0.355,6,-10.028,0,0.0389,0.882,1.01e-6,0.126,0.407,108.933,1v9OR23wz65Tkw4vaqo5t1,246987,4
0.847,0.652,2,-6.79,1,0.224,0.0752,0,0.115,0.442,135.015,4DDrWnqgD1IdMvbpJXdoO9,212516,4
0.372,0.355,8,-8.436,0,0.03,0.754,0,0.167,0.142,126.705,6TYlDTa9AQDvjqwbxlvFyI,237427,4
0.574,0.514,4,-6.823,0,0.0346,0.218,0,0.0819,0.382,149.819,7ASi7ezK3VWIgVSKHXgTCC,184520,4
0.78,0.452,5,-10.999,0,0.102,0.103,4.34e-5,0.132,0.473,104.996,49O8dL9fDGVnEWEAu1mThG,194697,4
0.595,0.442,4,-12.899,0,0.282,0.0709,0,0.139,0.297,48.702,180WImKPbvdUrboKUov5f4,158733,4
0.465,0.545,1,-8.358,1,0.0303,0.0444,1.49e-5,0.18,0.347,143.576,31KHXJd0dtDXxAiffeumFq,294000,3
0.378,0.426,0,-11.736,1,0.026,0.157,0,0.107,0.244,89.375,0qr76tOplBIFbLF2jnweXv,278448,4
0.765,0.711,0,-3.862,1,0.183,0.152,0,0.345,0.727,97.005,2SmFqRZvMnIpXW1TUQb90o,217213,4
0.594,0.91,9,-4.957,0,0.282,0.037,0,0.134,0.514,95.038,5jQy2sgcE3UDzoiAoLsWet,152720,4
0.505,0.76,10,-6.408,1,0.0414,4.36e-4,4.18e-5,0.139,0.244,106.058,0h8VX60lat4433GnbP6vQs,275213,4
0.876,0.482,7,-10.045,0,0.239,0.413,0,0.173,0.567,120.089,02iuL7ZvujwPDCsYgOMl7M,176121,4
0.495,0.83,9,-3.857,1,0.346,0.183,0,0.079,0.579,82.671,5UB4pyeyR7d4LLJfVN4Kis,361181,4
0.819,0.79,8,-5.508,0,0.173,0.191,5.23e-6,0.0802,0.617,123.019,3AkhtRarPRwQ2lAzvnH64n,221759,4
0.852,0.392,1,-8.006,1,0.318,0.567,4.97e-5,0.112,0.487,137.058,6HbTqYnED66Pl949Z8SHJ6,180000,4
0.794,0.836,4,-2.655,1,0.0511,0.382,0,0.161,0.966,155.925,2srPfcRXDcDrQOhufrWhDu,222044,4
0.63,0.777,6,-5.79,0,0.136,0.0589,1.26e-4,0.142,0.751,127.094,24UgOPKL5S1vwzLwUtPsz7,182925,4
0.758,0.72,4,-6.116,0,0.0384,0.00542,8.87e-4,0.0735,0.13,115.033,0ye5n8Lk5IQA0JgF5rkFLw,233726,4
0.734,0.746,2,-5.041,0,0.0599,0.00312,1.73e-4,0.0968,0.32,102.973,4ALVnrzsiNjtRZs3hulmEZ,180500,4
0.88,0.356,11,-7.802,1,0.297,0.417,0,0.0997,0.468,129.822,7LPL74iMxXZ4hEjCwmLMae,203787,4
0.713,0.606,7,-5.718,0,0.0328,0.315,0,0.262,0.492,90.005,52IsIvHidofM9JMjw78Jyz,242167,4
0.649,0.807,9,-6.477,1,0.0451,0.033,0,0.113,0.515,135.928,6madhimpyKrGDBzbsHuwFM,236564,4
0.925,0.736,1,-6.263,1,0.132,0.0353,1.56e-4,0.0966,0.493,147.013,4JjerUTEnRGocSRT74VsaH,202213,4
0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-6,0.274,0.366,121.969,5SxkdsY1ufZzoq9iXceLw9,205947,4
0.705,0.695,11,-4.313,0,0.305,0.272,0,0.286,0.53,82,1H5lWEFTSW6p5IgZ4ywn7t,298933,4
0.512,0.155,3,-13.523,1,0.0485,0.893,5.81e-5,0.108,0.269,141.763,2WhSeEawdrxjXelXpWdpzr,200280,1
0.782,0.571,11,-5.093,1,0.0694,0.358,0.00165,0.0709,0.827,173.999,5rsR3HabI5cDfztvbFvUJr,202747,4
0.868,0.61,5,-6.65,1,0.101,0.0396,0,0.216,0.18,100.996,43YewrBJxQ9qI6X527aeBE,197000,4
0.819,0.458,4,-10.223,0,0.167,0.582,0.173,0.128,0.232,122.981,2INhKpUdzh7v0j041gZNsz,268893,4
0.766,0.746,7,-5.312,0,0.0594,0.127,0,0.124,0.507,103.074,2I5GlQAgccPaU96s7hTb44,196088,4
0.721,0.65,9,-5.426,0,0.0903,0.0361,0,0.358,0.502,156.008,01X09TTUbyJWQPlv28gUss,182115,4
0.456,0.679,1,-4.802,1,0.0324,0.176,0,0.103,0.483,184.075,1WQ40xJSvgDmD9K7ckJwux,212030,4
0.436,0.226,9,-14.692,1,0.0337,0.843,0,0.0892,0.351,135.762,224eokMDLzdPR2BvgDxOls,301635,4
0.802,0.731,8,-3.538,0,0.0386,0.0845,1.63e-4,0.0652,0.896,106.444,2jmPAcUIEMRjhdssVy79Vu,239898,4
0.762,0.827,2,-5.145,1,0.293,0.07,0.503,0.314,0.684,98.939,3esim5iFgmdrLXyxN1H8YU,205935,4
0.738,0.604,4,-6.234,0,0.239,0.126,0,0.0891,0.512,136.046,7defQX5HuX1Y9mLo5sJPAr,172012,4
0.667,0.803,8,-5.327,1,0.0667,0.194,0,0.0849,0.42,170.069,13ldRHqXsxvnHdsfGahK4O,245000,4
0.934,0.806,7,-6.058,1,0.179,0.196,4.29e-5,0.0877,0.639,116.03,4b5bYVkSptvBWhYm3M9hRi,219327,4
0.578,0.78,11,-5.718,0,0.0476,0.16,0,0.313,0.122,99.967,5RW3cPvOxvMKCbU8I1ITJr,228953,4
0.793,0.5,1,-10.511,1,0.0305,0.419,1.41e-5,0.0733,0.569,111.013,3369o12Kw7F4KTkzuH6seE,278760,4
0.242,0.283,3,-11.353,1,0.029,0.824,2.14e-5,0.27,0.239,91.51,2nWeF8M4XwOdIEUK8q1kTj,182107,1
0.792,0.676,1,-12.813,1,0.0546,0.172,1.93e-5,0.0654,0.712,117.011,337cEDExdFKmLrQMKjffxr,188894,4
0.661,0.601,2,-7.493,1,0.0367,0.0464,2.72e-5,0.334,0.598,147.137,6Valn7rZDs7YP07gCMBmUD,173984,4
0.686,0.413,9,-10.264,1,0.0403,0.251,0,0.112,0.657,93.069,0o8RTLoR6ctZ3eGnH5rlxZ,223189,4
0.695,0.602,11,-7.178,1,0.396,0.228,0,0.67,0.541,94.07,0Otdui0avqjOxuCAzC7Jfc,187679,4
0.384,0.2,1,-12.287,1,0.0317,0.834,9.41e-5,0.119,0.184,109.52,57wA48MqGZYkJ4RwzP1uuW,231595,4
0.784,0.761,0,-5.451,0,0.278,0.116,0,0.136,0.555,90.026,2c5fZV0p0gtq136T40QhcV,226685,3
0.684,0.432,7,-12.954,1,0.0521,0.55,2.53e-4,0.0874,0.847,123.268,0VEYvjI9G62xGIH97QM9cD,168972,4
0.766,0.542,0,-8.728,0,0.293,0.581,0,0.572,0.83,134.961,51xpRSKtb6arHtlzR1y6aj,81839,4
0.652,0.831,8,-3.684,1,0.0436,0.102,0,0.229,0.744,130.033,0e0oWGuXn5rZsVCmlsxMlS,220529,4
0.56,0.347,8,-8.787,0,0.0296,0.291,4.21e-6,0.158,0.215,120.066,1iBzp5OhJjtd9ubksZJO5o,266713,4
0.641,0.629,8,-4.118,0,0.308,0.0152,0,0.238,0.411,82.094,3NzVLSwstanBsktCoYi95n,194827,4
0.674,0.589,6,-3.806,0,0.112,0.267,0,0.312,0.577,83.985,0WSTInLqMrT9po0LAHpZCJ,235509,4
0.595,0.58,6,-15.824,1,0.951,0.457,0,0.542,0.416,85.359,3tBCRjtfSyUULafETbnWCI,122760,4
0.722,0.745,1,-5.559,0,0.345,0.422,0,0.191,0.818,163.012,1QaCsLoKEWVujL3owyyei4,422577,4
0.821,0.657,2,-5.904,1,0.151,0.29,0,0.542,0.581,140.09,43Htb72qreHXeDjX3peBUx,180240,4
0.365,0.617,11,-5.536,1,0.037,0.487,0,0.105,0.218,140.077,66SkvmdH1btKn30sseMQFb,260701,4
0.592,0.64,11,-11.664,1,0.203,0.675,0,0.33,0.721,83.936,6L1zNBkpGdYlNofoca1KmH,153025,4
0.716,0.942,1,-6.116,1,0.0565,1.36e-4,0.836,0.0663,0.899,167.371,0SzDVyiiUDpuhzrphnoejr,135827,4
0.859,0.442,3,-9.398,1,0.42,0.372,8.77e-6,0.112,0.522,124.955,5iEMc02uaHyr89raJ9kWWq,154880,4
0.762,0.66,2,-6.265,0,0.0515,0.667,0,0.0563,0.974,118.116,0NJNjN1W2DRbRZmj8P8dOd,187045,4
0.771,0.583,7,-7.537,0,0.0815,0.0462,0,0.195,0.27,115.002,6sjDgkUV8Xs8WB7xN7vGMe,252964,4
0.559,0.291,6,-18.795,1,0.0682,0.79,0.00308,0.0994,0.359,76.543,1Yaw3jxKlBUXkfIo2FHG2M,40690,3
0.691,0.659,11,-10.001,0,0.0286,0.475,1.45e-4,0.189,0.519,119.951,7xCer4RU565CQ9FrtxDAq8,226438,4
0.537,0.897,11,-3.668,1,0.0817,0.0913,0,0.106,0.696,184.143,0Biqb9UJEsimAKNSxTuJYM,223696,4
0.654,0.737,11,-7.856,1,0.33,0.283,2.33e-6,0.29,0.735,99.541,6cA8yDBX9TUen9VzIgoL1x,175461,4
0.67,0.254,5,-13.757,1,0.0308,0.896,9.77e-5,0.0679,0.926,84.029,4tVaHOspBmxS6xAYM6OOcI,178000,4
0.732,0.546,10,-6.76,0,0.302,0.59,1.55e-5,0.318,0.775,164.118,5w3TpIwV63n2NJqlfet4pQ,202819,4
0.813,0.682,7,-5.811,1,0.078,0.0677,0,0.155,0.283,98.011,3cXNR0KS03eBbVGb2hDM2G,178776,4
0.722,0.694,11,-6.574,0,0.0954,0.103,2.28e-4,0.588,0.336,146.046,6EVpmV4p77KauvdHuh947j,192865,4
0.527,0.345,4,-10.077,0,0.029,0.492,0.00358,0.0978,0.13,141.868,2FgmDd6M9OM9CjKHn9ckxU,197703,4
0.726,0.818,11,-6.238,0,0.319,0.229,0,0.0544,0.679,140.042,0VcgLoEMA06AKqPxxj2YQs,222496,4
0.437,0.518,9,-6.88,1,0.165,0.176,0,0.135,0.284,83.506,1OfsUx7KOh8jLjeTFRC1MF,179536,3
0.463,0.566,8,-6.195,1,0.145,0.196,0,0.284,0.219,93.921,6z1kLsntE7FuzKZHZWrXYN,255729,4
0.373,0.928,4,-3.55,1,0.106,0.00673,0,0.144,0.25,170.329,53Q3BWPuj9naUaEeHcZNsq,215246,4
0.748,0.644,9,-7.138,0,0.0677,0.45,0,0.138,0.906,155.969,6TMlv4r95KnUVTxD7SKda0,187692,4
0.739,0.405,0,-10.897,1,0.085,0.443,0.207,0.158,0.128,157.09,7LAhKXDNWwq3CmnFP3UIOP,147987,4
0.798,0.522,0,-7.591,0,0.203,0.455,0,0.105,0.751,104.948,2lkTtXRnpxmWbtWV5d2yMO,152320,4
0.75,0.664,8,-5.908,0,0.154,0.275,0,0.0632,0.617,105.023,3Be7CLdHZpyzsVijme39cW,208156,4
0.54,0.724,4,-5.276,0,0.28,0.00621,0,0.381,0.184,149.793,5UjhWsB5rddZEPlNUcGDLV,224170,4
0.693,0.543,4,-7.31,0,0.0481,0.527,0,0.266,0.116,117.929,67cDtwqqP9GdTQ8tYQ2NpF,122034,4
0.573,0.655,5,-5.243,1,0.0289,0.0243,1.13e-5,0.0752,0.439,135.961,4LkUk89J5n1gaEcGxMTGUt,289989,4
0.607,0.653,4,-6.501,1,0.0248,0.271,0,0.112,0.365,100.064,1CcV4ySBU6QJ9xCRlWFyha,168654,4
0.487,0.659,9,-10.037,0,0.35,0.531,0,0.403,0.809,180.041,19lyi5cZfDEUmCcmEk1WlO,216000,4
0.502,0.654,1,-5.192,1,0.0366,0.309,0,0.123,0.159,134.754,11qBkuxQoUkUgrlNp9zGYD,183208,4
0.62,0.871,7,-3.639,0,0.135,0.314,2.02e-5,0.0966,0.7,178.014,6qPU5i85Wh5UBy9MaaGIuJ,131461,4
0.718,0.561,9,-9.551,1,0.0394,0.0784,0.001,0.0854,0.353,100.05,1E4kGP8QuJ1irggQlCjhQn,185087,4
0.5,0.87,5,-2.898,0,0.253,0.0186,0,0.242,0.826,179.929,1sOQKZHaEo2SKzVfUqMriM,166833,4
0.72,0.711,1,-6.926,0,0.0457,0.309,0,0.492,0.713,148.223,455OjhLhU9JCNYKKoUOFwr,174508,4
0.72,0.334,2,-9.754,1,0.0373,0.814,0,0.154,0.395,96.046,7aMEBZUCJFyV4VM60yEHtC,230538,4
0.497,0.755,4,-4.406,0,0.513,0.52,1.07e-6,0.151,0.215,81.955,6QutayBrziruy3GoPMqBBq,213045,4
0.409,0.936,1,-5.712,0,0.0524,6.98e-5,0.00126,0.622,0.678,183.981,3klr703oglZwVMiugDTDm7,140053,4
0.367,0.425,2,-7.301,1,0.0278,0.74,1.54e-6,0.112,0.193,83.041,7AfHPf5GSpqC26q90w1T7S,249253,4
0.742,0.765,10,-3.107,1,0.0555,0.71,0,0.0551,0.966,118.898,6lGIay6ONnF7SmM25hDcgD,307616,4
0.879,0.521,2,-9.468,1,0.256,0.0648,0,0.134,0.546,132.893,6bN6XXylz4unPfOCBIg0z5,201980,4
0.502,0.286,0,-9.118,0,0.0356,0.488,3.52e-5,0.267,0.198,119.453,0OsnKPaV2R8FmE2HRw1WTS,250733,3
0.317,0.207,9,-15.859,0,0.0363,0.806,0,0.0813,0.558,96.445,0yLY4czSNJdG9EIRGyt7BE,215333,3
0.476,0.695,5,-5.917,1,0.262,0.5,1.98e-6,0.108,0.777,62.491,0ean0lg1evViWi7yMJpO3C,173133,5
0.835,0.395,11,-14.102,0,0.402,0.17,8.6e-5,0.109,0.442,90.031,56QaoF8RkZ1suCNj1Q3VeP,172661,4
0.824,0.389,11,-9.483,0,0.205,0.705,0,0.0994,0.53,81.974,4Ny1rlxyM3Lfo37Q0e7Kaj,199545,4
0.866,0.514,1,-9.317,0,0.503,0.333,0,0.103,0.0534,80.009,2z3sYBYhLhsGTOKZe5vkcM,151422,4
0.716,0.745,3,-6.183,1,0.112,0.0542,0,0.289,0.598,104.04,42dn6mLNaHBFI8Fxiv0jQl,210777,4
0.701,0.707,7,-6.769,0,0.0628,0.0536,0,0.116,0.398,142.074,3kWRN8mL27I2igBUtuN9bu,242455,4
0.458,0.384,8,-5.045,1,0.0267,0.734,0,0.0985,0.157,148.21,5XXJnC5TvcL2QsAZ3Nxgku,264539,3
0.716,0.344,9,-7.528,1,0.14,0.87,0,0.0945,0.412,81.86,1wWSi1N5mBif8926JR78Ju,142965,4
0.814,0.785,10,-4.566,1,0.0452,0.236,0,0.297,0.629,95.005,27ebni0DfbT5Owz6W42HP8,241560,4
0.679,0.568,11,-7.564,0,0.106,0.4,3.59e-5,0.0732,0.712,188.066,7BJwBCkPpjLwk5gjJhRQh8,191187,4
0.587,0.691,10,-5.85,0,0.152,0.019,5.31e-6,0.307,0.548,122.956,5ru3GDMUhPCqEmm9RQKL0H,149031,5
0.707,0.655,7,-4.306,1,0.122,0.0325,0,0.107,0.386,92.936,6Q4p1OBk46GWMfmcvE8sHu,230213,4
0.794,0.855,2,-1.959,1,0.0466,0.0362,0,0.142,0.639,91.963,4s45VgkknMFkdiGoUcjxQU,239133,4
0.842,0.662,9,-6.244,0,0.106,0.126,1.16e-5,0.0807,0.554,96.996,42Y1NxPssrt8uw3xibumiy,212784,4
0.892,0.666,7,-4.259,0,0.0679,0.187,1.2e-6,0.0982,0.73,140.083,4DODnpnNZMZD1jR6NvyPuc,150862,3
0.873,0.521,1,-7.584,1,0.0644,0.169,0,0.0898,0.103,109.993,6AeVGnZiH8GW8v0sFmcW2Z,220440,4
0.635,0.694,1,-3.549,1,0.159,0.0596,0,0.141,0.398,85.809,2S9r3he7RP6j6ptiQGVW6Y,270131,4
0.688,0.559,6,-10.06,1,0.699,0.522,0,0.104,0.624,99.563,4FmdqhQcHXXVLk2hpwQ5US,148800,3
0.717,0.803,7,-4.761,0,0.0589,0.18,0,0.0827,0.728,104.024,69TE1rA19DPXWd5ERGUq8F,215192,4
0.721,0.715,10,-7.696,0,0.402,0.311,0,0.118,0.451,126.962,35MAo11iPdm5xHvGqG4nro,174051,4
0.497,0.923,4,-3.04,1,0.11,0.00627,0,0.082,0.545,155.11,39n1y2JqVOPIdfUeLqzgfl,180960,4
0.468,0.737,5,-4.808,0,0.0964,0.227,0,0.104,0.496,130.04,5U3DWGGD8mFYcDhoMxpQPD,180765,4
0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,39shmbIHICJ2Wxnk1fPSdz,188987,4
0.665,0.711,6,-5.737,0,0.169,0.113,0,0.114,0.18,155.085,06qDpn6Pb12CQ4jRSw4Edv,190452,4
0.326,0.0513,8,-30.663,1,0.0428,0.873,0.895,0.133,0.379,172.826,2krRJdVqOrr6wvSVPre2NB,226560,3
0.692,0.625,1,-8.158,0,0.0752,0.585,0,0.152,0.392,104.961,6fO2yOX9vV2YL4vczMz6ij,189217,4
0.728,0.783,11,-6.463,1,0.296,0.0794,1.58e-5,0.521,0.418,150.057,0q2BOSWLtxsf0080r5IDYz,160183,4
0.702,0.505,4,-11.688,0,0.214,0.194,0,0.367,0.31,169.952,03gKGNw6FqEz8BC0XsfCDC,203294,4
0.756,0.553,10,-6.33,1,0.0306,0.258,0,0.119,0.751,120.035,7tr9mT8YVRSOAmeiw4D8GN,158480,4
0.736,0.888,8,-3.94,1,0.0519,0.0398,0,0.162,0.772,93.961,21Dt0T82tst15r3HCIM2Ku,230813,4
0.683,0.777,8,-3.983,1,0.034,0.0336,0.0025,0.11,0.316,106.997,6swQNgqYQmtBlUT7VydnxU,193493,4
0.618,0.776,2,-5.16,1,0.0402,0.125,5.35e-5,0.0808,0.674,125.536,2nCXuFS4Dt4BpHkxA9rhPL,250067,4
0.759,0.424,0,-9.34,0,0.392,0.373,0,0.112,0.552,121.95,53JMQSmMLX8mY8w7aIRcle,242027,4
0.833,0.607,1,-6.875,1,0.308,0.0469,0,0.0547,0.701,93.019,0xn9ceo6An4VfNhQ73I9b7,176853,4
0.726,0.585,2,-8.727,0,0.213,0.364,4.98e-6,0.11,0.387,94.014,607Qnf751oBkkxCThw3cXf,158500,4
0.828,0.609,8,-7.474,1,0.282,0.14,0,0.0691,0.645,159.997,40mI1rlWiHarvMDtBvPnhW,168004,4
0.93,0.549,11,-8.955,1,0.0828,0.0819,0,0.091,0.845,107.036,5gYBOyY9I1ajGZLWM6qbY5,175208,4
0.642,0.592,11,-8.194,0,0.262,0.532,0.00462,0.143,0.377,66.769,3DbiL7GTCopFHk9t9qpDut,185400,3
0.783,0.821,10,-4.962,1,0.242,0.309,3.01e-4,0.115,0.788,161.883,0eqDOf73IdD0tVSoscZSzo,169082,4
0.356,0.91,2,-3.528,1,0.32,0.437,0,0.146,0.352,89.691,3g60HlobbQL4Vc3VUv8l0V,150692,4
0.492,0.741,4,-5.486,0,0.169,0.204,0,0.185,0.418,124.211,444rraeUIEgPhVuekyGJGD,249866,4
0.161,0.127,9,-18.414,1,0.0409,0.251,0.0116,0.339,0.0342,79.951,2HrYWXZLszO9d7YlrS5ZZb,121835,3
0.594,0.752,1,-7.642,0,0.0683,0.0213,0.22,0.0644,0.454,114.038,64FJ5JI5hDtMAH8K6MhLNV,258916,4
0.735,0.855,1,-4.819,1,0.503,0.0206,0,0.84,0.255,157.958,11x1qCBCprxNTJL5YeQjlm,145868,4
0.433,0.878,7,-3.097,0,0.0505,0.033,1.44e-6,0.159,0.386,160.151,3mXXkDfLaCN5IaZpHVJPth,198434,4
0.61,0.639,10,-6.258,1,0.0806,0.224,0,0.313,0.456,139.615,43J4VGh0663OrUXJR0VRQh,156253,4
0.777,0.821,4,-4.126,0,0.0954,0.0647,0,0.309,0.729,122.039,2QPUaxEdbxIQbnATYjTXLW,213707,4
0.92,0.864,7,-3.783,1,0.287,0.0616,0,0.0944,0.666,123.986,62nJqZs3Qs7DGUto35dVUv,154253,4
0.827,0.613,8,-5.34,1,0.0621,0.366,1.25e-5,0.093,0.747,137.96,5b3auymspp8YgCB9672fbR,177973,4
0.534,0.43,9,-5.031,1,0.0266,0.576,0,0.116,0.257,136.049,7BJ7gRDVMAIYZ0EyJHRVO7,229548,4
0.648,0.543,0,-6.781,1,0.0399,0.143,0,0.187,0.382,119.926,1CyYcBdukmFjFibDZaDlHc,201507,4
0.694,0.592,7,-6.406,1,0.0367,0.742,0,0.124,0.305,95.047,7n5eQJYX7e6H5gkzgyEfQG,248144,4
0.496,0.603,7,-7.362,1,0.0358,0.14,3.23e-6,0.2,0.551,152.022,3kJG9AsDp8CPiqeIXtvHTM,241531,4
0.808,0.903,9,-2.179,1,0.0729,0.0899,0,0.0816,0.922,120.044,6pgqZ7Iw4LfHlfgWWaRFSY,198053,4
0.699,0.461,11,-8.991,1,0.0582,0.324,0.24,0.312,0.496,86.041,3fHEoUI9xzSC0CbA2ra7Nm,191604,4
0.735,0.698,5,-9.565,0,0.254,0.655,1.16e-5,0.314,0.203,85.992,1QP88SSjPVksuyqUsjG4B3,248164,4
0.622,0.679,7,-6.643,0,0.549,0.236,0,0.0969,0.512,127.154,7nNwZUg7k7CiEVWUj8bpbB,171789,5
0.677,0.71,1,-7.914,1,0.0756,0.00978,0,0.196,0.864,107.965,01bJvYGLn1xMA32TasmOkb,226002,4
0.756,0.84,9,-5.069,0,0.152,0.0066,0,0.291,0.625,91.004,1PdHylpoCVbkZiFXtgNALA,217200,4
0.81,0.47,10,-7.353,0,0.0595,0.325,0,0.16,0.632,130.048,0zvOiOYT8DRhwpZ7OLntzK,172627,4
0.857,0.52,10,-5.324,0,0.0444,0.00509,0.0022,0.138,0.115,140.007,1xjLXG05eMnptiDotEcg5h,220064,4
0.649,0.75,2,-4.078,0,0.0936,0.579,0,0.301,0.444,93.749,6RvvfvDorw9l7OXY4CajaX,186474,4
0.666,0.945,5,-7.884,1,0.0839,0.742,6.6e-4,0.101,0.899,179.966,0xAcXqA1HFUz8AtxsXBp4n,171467,3
0.813,0.56,2,-5.904,0,0.0618,0.108,0,0.268,0.287,118.033,6C1RD7YQVvt3YQj0CmuTeu,286041,4
0.663,0.8,4,-6.583,0,0.038,0.723,1.37e-4,0.102,0.971,80.015,4SOqk3Q7TjRhxVeZTaI83x,160657,4
0.803,0.429,5,-6.33,0,0.045,0.799,0,0.0984,0.563,120.101,22EE8dhOA8t2XSPMYiQSWi,211744,4
0.638,0.456,8,-12.482,0,0.164,0.891,1.27e-4,0.125,0.664,80.086,2BGDVq2Hmx6qqwA4bkjfcs,175039,4
0.646,0.799,3,-5.786,0,0.304,0.23,0,0.0764,0.657,104.412,2owjILiTibvZNB348YYQzv,241213,4
0.696,0.921,5,-4.283,1,0.0424,0.0947,1.85e-5,0.159,0.721,123.988,4VhdCS7iCaYM81NZaeA72I,190955,4
0.739,0.831,9,-6.593,1,0.281,0.00232,5.86e-4,0.171,0.275,144.098,43KaUAwije6PQQ9RmXRI9T,176531,4
0.581,0.315,5,-11.947,0,0.0781,0.389,1.68e-5,0.0766,0.185,61.381,6rJmWa5DvQ3Nby3tdcX2L0,246088,4
0.712,0.542,1,-11.486,0,0.0741,0.602,0.0339,0.0621,0.858,159.948,25SRQ70aLDpu17x1Vifj4o,247107,4
0.793,0.538,0,-8.249,0,0.326,0.142,2.33e-4,0.269,0.122,99.919,5rJZXYusaArkyxpEP5kKWD,96093,4
0.778,0.375,0,-5.983,1,0.0366,0.469,0,0.312,0.523,100.995,5p4DWo9Vr0mCxnS9iy2Tey,180681,4
0.859,0.433,6,-11.346,1,0.0663,0.195,0,0.0906,0.707,141.981,4XF1D03U8LuaLzlCMugIE5,108251,4
0.769,0.518,8,-6.563,1,0.102,5.73e-4,0.108,0.342,0.504,121.116,0uL88Lp7C6i2WGHub1zrJ9,247976,4
0.801,0.635,1,-7.657,1,0.056,0.0239,0.769,0.268,0.038,122.027,4k4te54jzgrjIW8FeDd1Y3,177420,4
0.725,0.649,8,-3.059,0,0.0468,0.0102,0,0.119,0.44,101.986,4trfy8g5j6G1NRRY3nO1Vo,159543,4
0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,0Dn40gxVCMo5TkgS8Ik18Q,196400,4
