id,popularity,label
6rBennOYWR1OZQnsU39PKL,71,Mogul Vision/Interscope Records
3P6AitNqeEpEKyhLR5g2fM,57,Sounds Good Lab
6l1z1eqs0jA0iYAhVboYgp,72,Xirê
6OxIUGmj1lZektHGpmnMLA,47,Sony Music Entertainment
1FvlEqRucBqCVZyzhc95uY,0,ILS Vision Music
0PE6hxgSMyjrsiN0MktJpL,66,Sony Music Latin
0CqcVQZy85ONhchKKECB7g,28,Wilde Westen Records
59O78idtmXq5bPdKpH6fZH,0,北京聽見時代娛樂傳媒有限公司
3aDT70dz8LoOXJWxIgloSZ,0,iGrooveNext.com
13XWwgkXmNipgMMHNJSKzx,24,Indipendenza
2lI2GscjmhQdqbSdhOC75s,44,Sony Music Entertainment
5nzudbQMMlrki2sQiou1DW,37,What The Duck
0ob1RrPxFuyGMeKqxdf7mW,0,Sony Music Latin
2Th0gBibo7Oa7Wb40LYK6R,16,WM Finland
02A9jQnxsbsumaRTj3nxQr,57,CJ E&M
4xJoMO48Ln18PHcHNxnKJ9,0,Caroline
0NiO0NJTCfoVvJAyxeKzE6,53,Worldwide Baby
5caSwBLTwvq0mk7cQwtf2O,54,Kanaria
0RahOBYor2OF2fX1pBqqDf,33,No3
0ZRS84Eob7E3YLEAJ0xpyi,43,WM Italy
21C98DOZoTpiRJ9C5l5ABI,49,T-Series
3dnobgnGVFjCIOIYGsuw9M,60,DJ Tao
07vLnEqUi6HE4VoWrLdcwU,0,Universal Music LLC
2fdnIG3bRWMju2niqfcNJD,29,RCA Records Label
4XevUflzYL35oTRRfQfSok,47,Arista
0nHwQktFpDYQWp5koRKQ0u,0,WM Taiwan
3z4hTAl9eQVOG1H10f0TW1,70,SONY MUSIC TURKEY
2fY5vcyYyvZX0W8xlDmQlz,0,Bahia Five Music
2ysv8tVYSXph4m5rh4OsUP,52,А+
5aRHg89MzEWwFxxcJP3o5Z,59,T-Series
4G1z1mtv934tqZ2sTEZlmT,30,Sweat It Out!
4PfuF7W6jDTWnUAo8ZnJHA,0,Universal Music
2sj7Xq6LjaVKSk1zxc8Xcg,0,"Spaceship, LLC"
2vtxfxZeVQhwqzTe1MW9bE,41,Gold Record Music Kft.
3SRAIUtsU0apzaHWIKh7GZ,50,Universal Music A/S
0J7LG3gnhicmawun423j5n,25,GMM Grammy PCL.
3rrZlvTQ6Bxvz7Kzxjkagj,49,Starship Entertainment
5Kexjw3aLUrvDNAGrUMAmE,66,Atlantic Records
0un8ZRojNl6fYFRHYzQ9GG,64,Sony Music Latin
50hlHRokk5wVcskgpDuO7F,0,Virgin EMI
72l5H1zdxBPzC2q5KJgSgB,52,ADA Korea
0kJ2iSZHS8YJp4PMk7TGoh,40,Jive
1w1mDi0qc0UdKdiZXnLdrq,55,Melankolia Müzik
7riJ8U53nx3hjxW5rf2jq4,59,SBM Label
3pCXtuVnbtyAFE9WG5kvIi,40,Star Music
6vutuz8BvdPdSq7gy2xWgw,0,daWorks
2OpOXr5EvNNlz2s6iUjcL6,37,Biuro Ochrony Rapu
193jTLGf4ShNsEJ4vgOYDu,14,RCA Camden
0eilVqRT3QHA3yro5mkhFZ,31,Som Livre
52iN0AN48yBH5pF6C65ZmI,68,Def Jam Recordings
35DrlN9B2B3a79KH5Wldct,0,NEUEN
37ENHzff2cXEOqVbJ4WjY4,44,WM Brazil
1WucKaUwI3yD1dwoK5UrU7,0,murffin discs / NOiD
0P4ODvxWOTDF1l04LbVUJz,44,MXIII
7fBaSKgQSu94iHt32n3zqM,22,Media Asia Music Limited
3HPYQBXJg7qGD51sBOfqRm,62,M.O.B. Entertainment
01GpGoXUNyPuD1XGRpp7v2,0,Universal Music Group
4aewRXjxoPxsUcYhEAIgdp,41,Kota Embassy
5UDhxUkmlCLRgHyoQXDBas,43,TGR Music Group
0U49HycIPMx8t3vFykbbSt,0,DF Records
1iZDg7OG1kv1hUDuOpTFiI,41,Sony Music Labels Inc.
42HIA7OXnAKLtxKZ50WPhV,12,OY EMI Finland AB
1WHTaEuoxhvnGgsfnjy3ZX,33,Computer Games
3FPG6zlVPY1RI67QThhSyK,0,B-Records
7hU6hnn8JZSyc12s971bH8,6,HG Music
265XlPEtgTimbY0f3VLdvh,29,Jive
1cYGcAGoQ6ZHb9lWZogglM,45,WM Norway
08fK9mhAqFY3Mbu5S1AfWJ,0,Rocketfuel Entertainment Sdn Bhd
17MgMCoC1qhKSLG7NE8jaQ,0,Universal Music Group
2QmO12UqPp1BQN4kSGtcAx,53,WM Japan
4WY1pPvmP9sBlVICuPxBQh,58,Kakao Entertainment
1S8qHAGdJqLyydWWDyv0NT,19,PENTE2PENTE MUSIC
2CsCutANDWWWLVfKjQWhKJ,6,WM Malaysia
3hKwoIiWCCHdMyMDSmqUYy,0,Universal Music Canada
1gaCJAKGUtZ4zVPn4dI4KR,60,Los Nota Lokos
1jbRohw7FpAXDNVeWehTrN,32,"WANMEI ENTERTAINMENT CO., LTD"
0ZsxLuDFe9l9lcJfLyjpdU,2,One Touch Music
2a4rqEqtRiqFoLrjSKanH1,38,Universal Music AB
67LiVUDdyr9LbV7A6GWWla,32,You Might Also Like
5aTTdmNK9v0CVvkMabs6sV,34,77
2CQVlF43NUWjEo75yxTuuQ,15,WM Finland
5gO2acKSOaJnP0Mcy8IpU6,76,Universal Records
1Dd6HeGpHZ4O9iZywkGhBe,30,2197234 Records DK
3r79hkonBAWvwto7RAbZ64,36,The Kennel AB
5RjGwtwltDL696PNZIfv49,61,Columbia
0zKMnpJxQTW2PoquQU7Cu3,28,rhythm zone
5ZIVHMr3z5QzB2AB2zeSTm,51,"Homeboy music, Ltd"
1pfmZ0le5HsTofSRU0NneM,0,Record Company TEN
1FccyOKc3AX4Fq6IrAzjL4,39,Columbia
3L8VdGamY7zyD3jK70QzZJ,35,Epic
01yYW0rRRwlEZx1dMmc5ff,74,Sony Music Latin
7r8ur9qse8VeeI7AtHPDZk,0,MediaPro Music
05rfeYypa0ipne0krxcPsY,24,Friðrik Dór - Exclusively distributed by Alda Music
5KcQYRoUCaCYZ5oOtYAL87,0,Universal Music Group
335muqrvuXSiDy6asVO9j2,31,Universal Music s.r.o. Distributed Labels
0DqDdZGSQkWQiE0TzBqeLA,70,ICY/Warner Records
7HRBVxDg9HdGbOsf0XxFML,0,Zé Vaqueiro
3OIhzweJb5vgDOnPHTl3Dp,68,GARAJ
5wKylB0Zwnxz046O7po25D,0,Universal Music Group
66Jli9l9UHCoiumUK85Y5z,0,Polydor Records
575kiVXN5Hmpe4T8jePVN8,25,Tuna İpek
4lWAsvMoOjdWHHRcy3ygGV,39,Living Legends Entertainment
2ILxMNa55eZ2zxRUjao1J6,57,Universal Music AB
4w5Jvreahp3yvLqc4vCr9I,73,The Valory Music Co.
4jEbkd8kCd1DJTDJogY6oU,30,Universal Music A/S
3LAslhsvV02vx01G2tH1mV,23,Universal Music Oy
1RLqS8z4lh7rA2ZTpiVKsg,43,Urban
5EKY9XEZexufWSa3HrKlgD,58,Belem Music / Turenne Music
6oZI1hY0Xm2CYBA2Wvs2GA,0,Republic Records
4PtiUFSGwwMmHrNE7crqTE,42,GMM Grammy PCL.
1crzLe7LEYlYQetpdd2FRC,32,WM Finland
5ALaQy0SEkVEKUFqadXqbI,25,WM Hong Kong
273WUOLBoPxnNIPld4cmkA,57,Kriterio Music
2bl8B6G1wit5BFNtAwkX51,52,Hollywood Records
5sApXdyynRrv8zVyaENSm6,0,Wilde Westen
7xLQ4dDNZ7jDc67YxZwJJy,0,XL
14097cT0BJDT8GVihXbQJA,54,Universal Music s.r.o.
67ARVCicoJrYj39gns4I59,0,Beartrap/ Alamo/ Interscope Records
68JqrWFDfIP8NZUUK6WYKn,23,ART:ERY
2mZZauOoioNXEuZtNBl0yk,43,Haifa-wehbe
7zhsXS5RPIzICS7J71wcFY,32,Universal Music AB
3cep9wZjQDaTPLkiTw1UMk,34,Universal Music Oy
0nqqPaOPgl5wWEacRw1pKI,52,Warner Records
1X8ggfiXeKkGhGp4zAxQcb,47,Loredana
21o5dbTy8YMp029Xqx4y9f,19,Universal Music Oy
72RbraYO8dLRtJietWrmtE,25,Broertje Music
7KLZhG1dBRDodvb3bnttbf,0,Universal Music Division Polydor
022HOBcS4NjjsHT9kkJmPD,18,Digital Sound
2zpITtZvMZheRPGyewEvOQ,12,offbeat
0KiEOLa9PD5zcG0FESXp9i,30,RCA Records Label
4vDUyNCzRKIBSHTSnAUwbb,51,Virgin
2umbh0GevQfxP8Q1PqtYQM,19,Privilege
2R5dzEQT6MDsnwiZSpWgqC,62,EMI
75T0cEfWxbdMZ42zk8EGUc,45,Warner Music Philippines
1UqyRSTG9iMJrdKoPhG78C,0,Lauv
06E1IdswrokNRxtl6z0Dqu,49,Basemode Records
5da9pBnFNZSuvcgkvIQYBt,54,Universal Music A/S
1JLwZcj57nk69vrlbCLym5,41,Bulovas Family Music / EMPIRE
0ThsZuKEm2oFSO5Tfbodw0,0,Guaracha Nation
4Y4R6IZtFMurskhNCycYCm,30,LAPIZ MUSIC
7fqZrcQ53NpZugjmXHtLK3,0,CRC Music
3BiP2bwpfgnDRTn0ReGjqC,12,Riotron Music
3QxcPmbxKj6qFK3NqDexA7,44,Viva Records Corporation
6smIdnnGseiA4jiEcOjcic,55,Warner Records
7DQ0UrOXfF9z6LJwI9UZRy,0,Spinnup
6pYSW0WA5qouJYuyaHxmSE,41,Arista
2zfqph70lkdj2EXP6IzrZq,43,Universal Music Ltda.
3bncOq9bM24eCefxlJvrtK,69,Los Oidos Fresh/ Los Proximos
46UPYnlqTunDKOjpogfIyb,62,Funk Explode
2FXGUAESmG5l9YPrzWPvHI,72,OVO Sound/Warner Records
6gNn20ucl04E91XvLdMc1Z,66,Rimas Entertainment LLC
0sCIOlksalXmTsMIELFGwG,29,Universal Music s.r.o. Distributed Labels
1pyfPZtG3JHVU9KdlHoceU,46,Sony Music Entertainment
6oxBa5t2tn5mJhvMrtOmnS,16,Universal Music (Pty) Ltd.
6aK02Wq60ezQfzjWWBAr2K,48,WJ Music
3K2xMUXaUoOB5mBlXkKOTx,0,Universal Music Group
5h7fx8ILwOZ3I5yQ4eGBl7,0,Universal Music Group
59BkLxDBXXGhuM3v6cvths,51,"Genie Music Corporation, Stone Music Entertainment"
0LtwNMoaoYbJE8m3dT7XFe,48,PLEDIS ENTERTAINMENT
2Zxkc3VFuwa3daOu0wygfD,21,Global Records
6UczB9UbtPcUKpk9tOAAXh,24,Leekseason
01018kIpMNDTe0WrYornLN,65,Sony Music Entertainment
51heTwkSfb4Z5dRIgwU2bd,75,Warner Records
537Ep6aOkimqyAW47APjqI,45,Groove Attack TraX
68m2yIVEgvjkzHxWVnNzwv,50,"Global Records, nopartyboys, Roka Music"
02U2T90QXPo4XaFUvYURaf,70,Lex Records
7vsMg9ytcqRcFhMdT1Yzxj,23,WM Finland
0HyslcmGxw5VDLghwIhZPc,10,Chafvck
2ZGzoWXjfWxRwepEbS0H1b,59,Universal Music India Pvt Ltd.
0JyBPg3530kKUkRId27E83,4,Media Asia Music Limited
4nWmxmaBn9S0bbISrrXJ0Y,0,"Eventime Sound Bcn, S.L"
76g096RoXj4F5keLju1CHH,62,Zee Music Company
1srivjkw010CgsugixHLnm,19,Teta
44UYicWlDtbTRG4tVWlC4f,10,Good Pop / Sony/ATV Music Publishing / Black Label Media / Human Re Sources
4HbsfEdNRPFp36JoEQ42PV,19,WM Denmark
4Z6UQR992qmvuH2WLBD1pT,0,Sony Music Latin
5LK37WntoowGRf97jDheDb,42,Gold Record Music Kft.
2g4ZRcuaGojr5u19ps28gL,19,Titch Gang Records / EMPIRE
7iTPbxkKJRKpNTyB5g9qrD,21,Doğan Müzik Yapim
4ZMY7Ymq1MKN1QEy46nPpY,16,Sukay Records
5zboD55XbkrZ3JJkvXC2EE,50,Warner Records
07TYGVrblvdnD6lL5xAAzx,0,Spinnup
1ggJQlIWC2VhbjgTTqq5XA,18,Ariola
6xGC4NUIfv0KhK2xODwG6o,0,Universal Music Group
0cEoMzVZLqR7vp9YNgLAyn,53,Sony Music Entertainment
3SgPadq6XDNlmIq45XhJg7,39,Columbia Local
3JsthV5brpYowigeEDHy0L,57,DJ Blyatman
11c7d4aalGkk8NXEi0URtJ,63,Ra.Ma. 2000 International Srl
6YeZC5XQ0Qsb987ZuP1hVU,34,Wet Bed Gang
2OqqtEY11eAfgViIrG4TeY,41,WM Germany/Walk This Way Records
1UnB77JHHrEyWsNSe7AE0p,60,Universal Music Australia Pty. Ltd.
4S3FRidCcAcjo80OXspUoS,0,Yin Yang Media
6UZnxCo6vgmJG3ONVc6y8b,22,Polydor Records
31CNDRgoCCBHJAlPnDmKns,51,Republic Records
2CF7Aa7wYJLb0rKQ15e1OO,28,Yin Yang Media
57xDiEIWtbLDEHYzo96xde,34,WM Finland
4OJ5SXGLH3wIvsUsFuV8g8,70,FameUs Entertainment
5BU9faSiDT55zByMvuilMS,54,Solver Label Div. Solver Productions Group S.A.
3kJtYTn44STQqsO6A1vF2b,48,Universal Music Spain S.L.
05eGLSOaYvTB8pHAixREil,25,FruityLabel
3t9g1v8EMqpMZMXzC0IFuN,0,Universal Music Group
2MjE1xXSjJQVbqOusXdRQI,74,OOO Universal Music
0a8d4BfLP3XEiuZZTWxxEQ,55,Doggystyle Records / EMPIRE
77OCVKqXbWzpkcvLpHLqTp,51,Rich Ganga ® 2021
4tdLPkvMhz3lvCVRaGjPfA,41,RIMAS Entertainment LLC
3PEFY8VEFWSrgusBmjaiZD,14,Montevideo Music Group
77zINiZXGHfYVjU7k3f31K,17,Gazgolder
3k1O0KoHpIVmrAjJFpUz6B,27,Vertigo Berlin
0QVIPcQ7qDA1XP8UIF3MC3,60,Def Jam Recordings
3VDAjCOWVKdGVmnVFvTTUr,35,Bakara Music
61DLtgrQ4r4H9lPPyHdhgn,35,Úlfur Úlfur - Exclusively distributed by Alda Music
0BIKQBloaOOeVbH6uAkSTh,22,DOĞAN MÜZİK YAPIM
6jxmkXjsrlr3nyeEJEdUwb,15,World Music Records
2ifJAO3rzWMqe39dNrubJD,42,Trapsion Entertainment
2L3ODMVHArfJGWglDH9ktx,0,Nice Life/Atlantic
3CmPlhLJxumv7A2iK5788H,58,KMN Gang
5aVUVfCVcpAdSOXQ9VWA2a,0,Guwop Enterprises/Atlantic
72tSEg8TsxTQsidDAYyHcx,0,Polydor
1o0a2tKCQOnJJxWT02KR6C,0,No Money Enterprise
5rS2NguqiDftvdzZbvxMh1,0,Alpha Music Empire/WM Germany
6XcYTEonLIpg9NpAbJnqrC,57,HITCO
7J6Hl5S56d1JSkoU08uNKG,8,DOĞAN MÜZİK YAPIM
7hLgPEPdMy3294XQrEcV6k,43,Z.e/Teamplatina
794QDWC5pv6B8wvVfL08bw,0,2130802 Records DK
2BHwb6p6sLzdNRZkepJNtF,41,Modissa - Mahmoud El Esseily
7xy993aNAix9j7gPE0F6u3,26,Mystic Production
0kh2biobfgJsPrfPznAuRN,63,KUKON
5L9FCNOf02Z98DE93zLrn6,26,Justinas Jarutis
1khTg4WHmxjrOKZ2gHtY17,30,Tylden
1iunaX19jCwHIVqugAjU4d,25,Universal Music Oy
3X17WTQOM9B82mK3YgnaPL,0,709139 Records DK
3Ybh6MeIeS7zgHWYwfQ1aE,31,EEG Music and Media Asia Music Ltd.
1hHszXFiSeR05TIiz8owv1,13,Hollywood Records
56dovSBK0zVwjDBFgvGL3r,68,Top Notch Music BV
70p5NvBOkvaxU1UeIxhE1Z,54,Virgin Records Ltd
2SlfrcP38OU1bZDYYUOo9I,45,:labelmade:
4iAoJku3znCzfRb0yEGp7y,49,Discos Fuentes
7HRCvQbIY5cRkgCkSM0vO3,64,Atlantic Records UK
4BmrULEvTzmhuoYQgMPDPW,39,Essam Saasa
4RX4z2boimAXPxgEif3YKM,58,Machin Records
3VpV30nK0O6cVH1m1elbZf,0,GP Records
3LPEbmkBIq4AgjRK9sXzii,35,Universal Music Polska Sp. z o.o.
42cGS3kGxljBDRmyadoCvb,57,YYK
2UwM0Xav7sYC8MgNk7V7Xa,0,kosso
0QGWFmOJv3NdKE4fl0hEgC,27,WM Finland
3QbQWslRljTpHE8iMhlSgz,13,Mok-a-Bye Baby Music Limited
58P7STGklXiIGcbyVtLdBr,4,GMGK3
6Wnc1jlSd3ZXc1isthFFcC,35,Montevideo Music Group
2NOiUCyyvDYucryCezJINI,25,WM Korea
0FGESyZNTsHtRtsmnxwuj4,36,Payner
3MdiH74FL8mhlbnR6DcqJd,82,Riot Games
5tWF15QUm3alR8yuW1nQPu,45,Polydor
5PmgtkodFl2Om3hMXONDll,77,Jive
2wIhGNK114Phv8z5lkx5Cb,44,SIMILIVINLIFE
44amjvaAsYKqcFDuxGgorD,30,Atlantic Records
2ZbRSAnOm0okq26EMIjBJh,36,Heritage
4ET5EJ2zAtvCLXF5FJtkgy,37,Minos - EMI SA Distribution Deals
2dWCjJSJtCQj66tzMaxDib,58,FLAME
46SOz1ZyHOohm8ADANNKGs,54,Mainstreet Records
0Qbl4lHJaZu5mjZVaPJeH9,44,Universal Music Division Capitol Music France
3Ox4ItzjaafKDpKixWNy7O,51,VULCANO MUSIC ENTERTAINMENT
1IXQtrcAntmg6JkqDwo18k,2,Daboyway Publishing
3agkwlYcrKO8FjWzCxGKZU,40,Cosmos
12ZWD0RcI6CDKGyGbNIqQL,0,Universal Music Group
2ezcQMPJ2ko3laaOsa3Ifo,43,Universal Music AS
0Sl2unOwyarIk3OAswcbzl,50,Universal Music Ltd.
3u0SWaN3bvhY9k5cFjy15u,22,Top Notch Music BV
3fPVpa5c6VFluIWqn176sV,55,BPG/RVG/RCA Records
0O6rveyTJtoQEUac9W34T0,30,Universal Music Italia srL.
4i7GEsKuuCtECD5l0VUctL,70,Atlantic Records
2nsiVKHdM0vOjiK0dyquIS,34,WM/Thailand
3HQ4Ma3gdLZaRKYB7eUWJP,0,Tedy
0EQEJQWFdPs6AovE1Ahwb2,10,Urban Media Digital
5kOg8fegfvEEb83tDy8gUH,0,Columbia
4ZdRvkHcJzmDhweKxFdjUw,56,HITCO
6NiIuzUZAqGdOeVasd58R2,35,Sima Martausová
7rJYzjGgbNVsLPQoiT5Bs3,30,Interscope Records*
1YMGcCHQ4xkwiWXpGGXmkY,62,Dead Oceans
0WU3iK6SwH4uMeMs1LJ3aW,30,Skandau
0vMB9skMNFvMdMyFKWcB2K,54,Universal Music Italia srL.
6svY0dOmbTzgopMu8qF2O4,34,WM Taiwan
56qvF9nPrtKPpAYsJ41Ytn,25,Samlist
1GlmS2G1Py83AHLy3g91iZ,49,MER Recordings AS
1kOZvtIpdE436fRDHBCiJp,0,Nay
1xGwMnhlSBFjXftjET2fTf,44,Toxiccrowhd / Complot Records
0RPdhusl2CJ4uTVc8hTZTh,24,Artsounds
4XiHCUNnGgnnN5xkGue4RF,70,Shots Studios & Music/10:22pm/Interscope Records
4zHRM6cl2otllJK77LorsC,38,Sony Music Entertainment Finland
22pEd6RNnbso5XFaZoT0YF,55,"Homeboy music, Ltd"
3KOVzk3E071KTiMzo1PX4g,43,Universal-Island Records Ltd.
1IX4Nc9ZMRAaKl3SilMIDm,18,Murda Boyz
5KiyA3k9DcdvQl7C0pKnAJ,0,WM Taiwan
6335RBM5tYZal0oSZm6jvW,70,Fonovisa
2OjMA1arGnBXDE20XbesVL,63,DREAM PERFECT REGIME (DPR)
4Dtmqw1CiozN3bFYyiuuZj,47,Occult Rec.
5hxm3ulOLVvjFdZNFO3n4M,61,M-TP Entertainment Ltd
44g4JcKQBZZAOvEkkTYRtw,37,Universal Music Oy
19wzSRZtMWvUURzpP0GcSU,43,Better Now Records
6TtT7Cw5ghzoY3dQ0lj2iB,0,Mobile1 Music
06QbrFFGcstuPED3Izs9A7,47,Bin Music International Limited
0Qpk0WEq0kuogkYSLqVqe7,0,Kabza De Small
3NTFfEwROc0cRCu7tVzDX7,0,Spinnin' Remixes
0jWKNvVkwwOB4GrV8MYMV6,37,LON3R JOHNY
0FWWR2pJqB6ViHco9BerSo,53,Urban
6typEHWVKX44HtW5kvpGOJ,0,Burai On The Beat
1gr74sV0huK9Dx704jx4ca,32,Universal Music AB
5llG89MnSN7EOLlNwPEXfq,54,DAD Entertainment
0ciHMTTRdfYMQ8V85KM8AH,19,Supermanagement
6pEz5WCvDGB8ved9AcouQ5,66,Republic Records
2G99FI9fmmQqrWu5eIMlFy,0,"史科特音樂股份有限公司 SKR Co., Ltd."
4klQldiW5g9usydJgAnJfz,2,Wovie
6ROLwnmW9pOioLned0DaP3,75,TSNMI / Atlantic
1Kbd7hJJipnio37279Oclz,48,evosound
2f1Lg3YPPSo2YgawetbpwL,18,Hup Hup Sdn Bhd (Life Records)
35ziEJaUtgMrNzN4OtsRdl,7,Robin Nazari & RAHIMIC
2pkb8Z6fS1G3e5y00X2PVo,47,Revolução Record
4oRwhNKM5Px3pQunb8PUeK,0,"B'In Music International Co., Ltd."
58rIoARiVJ2iWGrX4QcZq0,33,BMG Rights Management GmbH
6vlLUzQjmcszZMskuoi5Ba,52,Interscope
5oxaDmt3nTpXUFShAYiByB,34,"Undamento, Puro Srls, Platinum Squad Independent Label S.r.l."
7emPuI4j7A8KA5ojKYI1Wn,21,Universal Music AS
30DUrbeGnte12ADIt8hnL5,0,Universal Music Italia srL.
1A4oBX00tNGOO7k4jC5HEt,67,People Make Music
2NEj69N0HaqpVfDcm8nGzv,0,Universal Music A/S
23yd1cYlPgl643vE8bb0WD,69,Riot Games
1cotXPn0CcR0ZCQWcTtZe0,40,FMLY / Island Records
0OoijCMFMoorw6EBRkULoJ,49,Make Money Records LLC
55yX6dAMACVgUGxG2RCnIq,0,Riggins Recording/Interscope Records/Island Records
5OVYLEtF8fLvbN93G7rYNV,50,Stick Music
07EUNT2CuvKIKrONIcgwrO,32,chillwagon.co
2yGipKlUrZsgJWP96DwWPL,34,Think Music
2iByMe1pYFgKpwgmsi0wTy,32,BRYNZA MUSIC
0yq2crrfd6zMbjzZOigo14,23,Selma Omari
4dJO2nopqybzoXi40rDX3d,25,Sony Music Entertainment
7HHLyR3QaNXP2apo1CoDn9,0,2133493 Records DK
0LO27z7mLqsjKe9ZKpqELz,31,Amusic
5Un0k5MoNP9qALr7VcOVci,46,Rimas Entertainment LLC
7vjtatPH5W4DnBxvIZcDTS,26,RCA Records Label
7wLl5ZIrUUAmS1qHRS3S4E,23,Universal Music Spain S.L.
2aMwW3DkqmhrdkyK5wQTp6,51,GG MUSIC
2TnG4fnPyhW3k6AFZctjzZ,24,Top Notch Music BV
0gIC2iruawZ5Js89upKQk6,0,The Eight Note
5C8dv0j7dtTpbG3tBoVMb7,49,HiphoplifePRO
0hd8vkKiNX1by4Rddq9njp,44,disco:wax
0jZFu2tihRJ65iYAo0oOtP,75,Columbia
7FUJDqWr0PvHJyIJeCsswA,66,JINX Music
3NlQJjCXVKjcOQLCTl6vlX,30,Park Records
4GtmXlzXsP67AKOVT8LWKK,58,Arista
3CEYuDjx4wrsNEjeI8NzCy,54,Sony Music Latin
1anmaPe8OlUPoFEV74FWb9,41,Dolev Ram & Penn Hazut Under exclusive License to NMC United Entertainment Ltd.
2aFOWHdRjeIOBiW4kPYiCn,37,BMB Entertainment
5N6kudhGAJoexlXqHq1bU8,0,Record Records
0utI4gubRp1Hc1bbM0465U,38,A-Sketch
25HoVNeTivykih5pt0KbDi,39,T-Series
2w7lCBu0UqIXVxrj15dCJz,46,Som Livre
1CtmU1TsDsgxiz9sxuiITX,3,WM China
1nNXqKv1ljwINJbWqMn2xP,42,Zee Music Company
32n83iQdLxLKIXDMdkCvXy,0,SDZ RECORDS
5aSAyIMhKPol6vpSGiUhYv,24,The Voice Entertainment Group
7pDSv1wPgG1Tp5oSbJdClS,52,Universal Music Division Capitol Music France
6vLLEdbKyyrNNbvoVaooV5,0,Rimas Music LLC
6moGdK0u39XA2UGFrQNml8,33,Legacy Recordings
3vy58JiWLYK5kLmjF7u74Q,44,Universal Music Italia srL.
63pvOn2B5pUUcUKUwIEg9m,72,THE BLACK LABEL/Interscope Records
0lrqn9elbndCaH2qKPAqDX,31,Top Notch Music BV
6a7FOkf9wZ3VfOqQa7DcWK,17,Universal Music AB
0fBrePbtMHVZIQ1z6kRroI,1,PDND MÜZİK PROD. & OSMAN ÇETİN PROD.
0xmaV6EtJ4M3ebZUPRnhyb,66,Disruptor Records/Columbia
4Ois85AzDz1aQBpSnBld4H,50,Сидоджи Дубоshit
2BUW2i1qLlo0fnblKMfRYP,28,GOTHVM Records
5mkpbYUEBkj9tRJ3aKGUdc,43,GOLD LEAGUE/DIVISION
2r1oAmMSnUasXigJ2fTwk6,58,Starship Ent.
1Nc9gPXanmzVyAJv6cHajn,19,Ozinga
46lqxxYV0iEY9Uo1OijiTG,46,K&K Studio
7FmCBoMm6WkE0KGDUZopIi,55,Warner Music Russia
2XOLERtBwcmk76QKo44ojz,37,Virgin Music Label And Artist Services
44va7sFuK8IGzrj0BIX8kK,67,Polydor Records
1xjgATUbXPDhsVon2cHHEL,0,MRT Music
4vdEa3KgM0G1paD9aMhLh2,44,RCA Records Label
2rwNVJtjHt4pAxxRwMgzQX,1,El Tom la Nota X Nya Shanell
2nWM7hvKxAudAlNjS5A5L1,42,Lovy Records
6KXo2Fk9jKHiUSSJAM3asz,26,Rykkinnfella
3lTEihScn46XvLNKSBxgTm,40,Gold Typhoon Taiwan
4GeJssW5iLOSLOIXhLfOUJ,68,RCA Records Label Nashville
3qQDPbIi1rI7qmkjj3XhIz,41,Tvorchi
6MegrXexsY8lv0nzzpIcTh,38,Greeicy
6dOSikKvJSaL1F6i4SFmqY,50,Columbia
57ttk3xzHMWLr6CGrEa8F3,70,"Artium Recordings, LLC, under exclusive license to Roc Nation Records, LLC"
3AyEptVoCCkoA5OCt3dQlS,25,WM Finland
27bRqB41LQzT3ns5jp7T9J,26,DOĞAN MÜZİK YAPIM
0qXkKMb8S4ALRGnEv8D2Tm,24,Cobalt Music - Helladisc S.A. (GR)
3NpQCCaahU3jIgug1N89EV,0,Universal Music Group
1uzUO5hWg4NAtP7uHTJsMh,29,Sony Music Entertainment
0v1HnfFUxRW5eGO9dD82sO,0,Midas Music
78zySHGi3bB36rQ8NVGxFt,46,2818995 Records DK
4eabfK3MgGXtwc54r4psCP,53,Kleine John
3FI48C6apaVz9FAKBGktPc,13,Cosmos
10v912xgTZbjAtYfyKWJCS,81,Columbia
2Id1zXgJuXAXSe2xzBGJST,47,Mobile1 Music
5VQfOfiYcDLGZo9HFW1IJM,64,Sony Music Latin
4AqUJTIVVpHmoGonhlp7Gr,42,3073082 Records DK
7KT99tAWr8LTSRvWDr9Trb,9,Sony Music Entertainment
59v1IdVMmmHv1ul3FOC5JR,48,Sony Music Entertainment
2T0ctjp2zJKKfJ1QmmZTXi,64,Universal Music Italia srL.
7uvopI6NHXKooaTqJyYAeh,42,Universal Music Portugal SA
3PSTFvr7GSzPMunWYQbZ1K,42,avex trax
6nOmE7nrxfUx3RVDY0QUgP,13,KAO!INC.
7Mn0IdhFU4mOjTOnEWkeI1,32,SBM Label
6C28KhpoiFAUsJr4ZwBsry,0,Atlantic Records UK
2k9Hm0ds0lqigrGtLncTOg,12,VIDISCO
6P9PZjWXoCRF5b66BafPKY,79,Epic/Freebandz/Grade A/Interscope
3PWAHN0hil21AGtwdBlIjh,57,Gametime Music
5AUnS2CxEylHubj6Ro9uDC,41,WM Japan
116wJoLdvlHEFMxwvpDtc3,9,WM Brazil
1xT6XGrHRZwMvIk4SSYKvI,0,21 Grams Entertainment
3cjt9stHHgzkLfLXmHnVMX,44,MIN
2VT1qEPNPZiRzWbA4rux9b,46,Age Mena
4fGq4lOuLaj8d0t6Qdss3P,43,Team Platina
3Xh1zIB3knp7eiAFIVt7Iy,2,Guna
