id,popularity,label
66MqUrsicmrueRI5ESINJe,48,Nuclear Blast
3TynDxq0MH4k2xuo8BUcu6,49,Tallac Records
4JbI7TYXQEnlB39VDE9GPU,48,Desi Music Factory
3RGTbQT4ScFC8QhNHdzJu6,58,ALPHA MUSIC / igroovemusic.com
4eysELzz6r11I5RPjQypHF,21,Minos - EMI SA
4kNPySNlBOMX1WZbdIiIwp,39,The Basement Records
3TVpglPOKBwNEIqQqjoj1C,0,Lithuania HQ
710R0QEbZsCKm5GZZxQAlv,0,Universal Music Taiwan
4vFq53I1F5mpAK0qFIvPrs,24,WM Czech Republic
0Fc7RtFLwtDz5pD622l7kQ,67,Lava/Atlantic
10h6sQcJInQ0yQyGz3NPaN,0,火氣音樂股份有限公司 FIRE ON MUSIC
309TyIsxGoKWwpaEA06mCz,41,D'Or et de Platine
0UWsJ8Z4BRe740txEt4IM6,1,Interscope Records
4dcJHxlOJwtyypL7sx1qch,76,Columbia/Legacy
6h36Zolb9uzODOGqNNTnyR,41,RCA Victor
0cQ3V3xbTCweiR106z3FRu,40,Al Massiva
4zKmY2SGKRoAOsNo4IOcM7,67,Gorky Records
3Hx6GvdpmHgs60B8Dq7UkI,35,907066 Records DK
0P7y85ILDXYMxQ1Jg1JNd5,11,Universal Music Oy
5O7z6CRTmaLVGR7BSXnv7T,23,Media Asia Music Limited
645Eu3x56kz90VjmaZ8Yis,23,Epic
5hmdsGi1CqbypwxfXGNB6k,40,Music Art Productions Inc.
2hgKDHHbROws9mu1f2pnvO,43,Universal Music Italia srL.
65RajG6Z9CozGGuxKide3z,0,Crown Records
66lZel91ltZKDqNdRzFH54,0,Universal Music Group
5bM5BL2gLOgu4gvU3A7aML,16,WM Taiwan
2LsmuuM25krVSwBeDakmDg,0,JillReece
287ZdmXv5M5YH5xxdGLhbY,70,Hear This Music
09LSnHJOYh36JeANaNdbXN,0,Universal Music Group
20XZPsPzsPiJZkxqJcWzS4,20,Earth
0Ga2a9eC2PvMNr8LRceotI,70,Free The Lost / Mar Mar Oso
4GP6wDsB1V87v3aEqYNQ9j,48,RCA Records Label
27pvSOF6Mu8BBURAThEqzu,52,Mescal
05K48ZBHmNCJmkOdbPhD6z,33,Universal Music (Pty) Ltd.
4p3aPRXZzSL6BAWNvmfe21,9,2.5D PRODUCTION
2PLuJDjYkmG88t6KR8g646,23,You Might Also Like
1rN1O6lNjyw1P3SNs3KZzs,52,Decca (UMO)
2EnZuGGupDrOBlC4A82NMq,38,World Peace Entertainment Sdn. Bhd
0lMQ62U6h3LFyMArBaEdrB,0,Universal Music Group
1d2FuIWABH6LUOanslt559,27,Toys
4JHpQTzMQLV4nQE9xASGL5,44,Lahari Music
1t75R3qDLBRkaM3WKcOygm,44,Universal Music s.r.o.
5fsKcTnPTFFtDMZxjJkVxz,9,WM/Thailand
3VviaPzhAXAIco8H3syNNq,58,NSG Entertainment
41lOZhgjYvRshjBaIXz0G1,0,M-GEN STREAM INC
1eZImwU3n4ThWraWJP3jSC,56,Natos y Waor
3LRLlnwyvfUL074sdXQW45,47,First Order Music Group
3ZMmAfD9L7WUVO21K6hvSg,36,WM Finland
0P8BJygXjQmRzkyTFHTBIQ,8,WorkShow
2gDXKJ5tTmEil4q77Z3mAj,43,Sony Music Entertainment
47C7w4o1resDhr7jvYEpxE,71,Universal Music AB
76FXHQhTuT4QMIxfL09gX8,80,Macklemore
4hSjc3TXKGdQswXfL7WZ3H,48,Mostiko
2GAIUdfLIFtxDty42RowjE,76,Artist Partner Group Inc. / Warner Records
2pQDmqWqX8OpqR0JD5hOSQ,15,WM Finland
3WmVsalNVVG5rsQ5wccRg1,0,ANGÈLE VL Records
21d8svK2OLlqsu0S7L9Zxw,22,WM Finland
4dHpeoII8QA3LaOXTYnCgm,54,Universal Music Spain S.L.
4672oyqcSAnUCdK5GSgqcL,33,Z7 Production
5sHOOdlWAilW87AOz4nO1o,37,SELFMADE under exclusive license to Amuseio AB
4ZZOKHnGnpvVKHkwexxhPL,53,Columbia
1PbPIuUVHpCmq2wqYYmBNw,0,Universal Music Group
2suvROVbQiZoG1H5qgSzPr,40,Columbia
6FTq1YhYJLetfJQrq02gdv,57,WM Australia
4dDhsesxIcIO1E8WjUoGA5,28,Fuchs
5moJDwThL42yeAbNSsSVCm,0,Universal Music Italia srL.
2hyi1YaEv0A9LEA1HUEJ6S,49,TCE Production
2wTbC3uFa3DuASWlRZ6r5q,36,VULCANO MUSIC ENTERTAINMENT
72pbmmHCT47NNcnEc3oRC9,18,Chefket Records
2pFhesoVKZP6J560UoakSp,53,Top Class Music
0XN9OMhsqjpR0NcjwIlie3,0,Viva Records Corporation
58E0nQ2a7axyw3rETsiB9r,64,"LDV Media Group, Inc."
03RBRLnj8SNBvzMynqtECV,36,Universal Music A/S
3uQR3AE1Ah9kDlqnnlDjrG,10,CNR
3RDkKW3HQFiCqKABAFcFRP,49,Universal Music LLC
0ihbQj0DqoCTxtuAc4ggJS,55,WEA Latina
7i6t2JMHOifDB6VbOnZua1,30,Sony Music Entertainment
3outd6uxG0t5IgyTBNCPUi,4,Nesim Najih
3VIXclkL9MLQxCO2SWbzUm,42,Columbia
44pyNwjqyukEytGm7Xzfsi,42,Jaafar Al Ghazal
5dGPXJg4sn3dJNZSLOwWXy,35,Digital Sound
1z93HV5KcvyKnoOuHqLeoa,0,Alofoke Music Group
44D8r2u1JO0Wy8eruYV3Vo,34,OG Ulla-Maija
39V9Aa8fp3lPnoT03DjO7h,0,Monsp
5Dth4kKoizl5D4yuuKyZgL,0,Universal Music Group International
3RK8nkTC1HwtSoSwYThy99,0,Sony Music Labels Inc.
5JBShduEBqPGoydz7DD1l3,45,Recayd Mob
1vjoaFEL5I8ZtAyiWiMH6x,28,Capitol Music Group AB
0vhzXz7nSc4tOCof4c8DEU,40,BrainZone
6STwjBCu3CTEViSxJChKlV,70,Chill Squad
5hhrFQU0nfJqM17iMtXOf9,51,"Ganda Entertainment, Inc"
5huvMdmiGS5EsHXPpqOFTf,0,Spinnup
7wp9biyxbvpjIuPLUkVTQQ,24,EEG Music
4RANXwB2YN0cmRpSCvCNXk,27,Nicole Favre
2zFF1xNnUbDyLAHlyQNpxm,0,Universal Music
2kCkapv0xMVpePMnKtE654,0,MUEVA
6xyPYif9Vl5oan3tGwypPj,20,WM Korea
1RFIoecBNgXmF71a6SFLTl,36,Rhingtön
402JxgRJU4pZDD9avszMyH,38,Universal Music Polska Sp. z o.o.
69TVDRmYyJY9JoESTroXE6,55,Fonovisa
05CVGFPlWVC3WDwBfTzjca,47,88rising / EMPIRE
3rVKdlmPnW8ZFOyX2Gx6kj,9,OY EMI Finland AB
2xcOTUj6eItNMkaynNtN7b,42,Universal Music Oy
0IEsvzN1tHivrdYMVicnm6,42,WM Hong Kong
6CmSHV5rTZRBjXMVbaeE1h,0,Columbia
6YBA1t4Nsfc0dO2SJBtDtA,56,APE SHIT.
0XtDEAGgkFrbNNaukE8pEF,67,Collab Creations Ltd
24TgzvRRE33Uo3tASWErKU,34,Universal Music AB
4MHRttrrfPF9uDWVqQbGqP,57,Lijpemusic
2bL1wr2dISQXRcscBu5BLn,31,GlitchGang
0JsimwTcBk5KZZzcswSgCu,41,Aiko Music
3CKVXhODttZebJAzjUs2un,68,143/Reprise
2xtRHrXduvq6S7rrzmS0dK,61,WM Brazil
2lVfMtUwFK2bM3HNEyaNax,0,Rimas Music LLC.
6xu5asYeoMIT5Sa5b1P13q,67,Sony Music Latin
4gIL6SKkzTlbzpBZ8l6s1D,39,Four Music Local
0xMspEBjMb20urG4Rx73vO,63,Sony Music Latin
6PpnrMZJP7HyoXEIzl0CET,63,Nuclear Blast
11Ku9FHqOs2oBp3QpZHf5H,0,Epic
1gsqbdpZLA9lCMc5Y6705f,52,Toy's Factory
2nliVdeqWoH2jDShBUdGMj,64,Sony Music México
4QAC6FquY8D0RXom13iE5J,69,RCA Records Label Nashville
59o72nafK0fhTMVbe2uZzD,0,Bjølsen Lyd
0GzKBZSFdg6H5ZlYJ6RgCo,71,Kygo/RCA Records
47SKepdJ0B5cquxtKrgFUI,65,Capitol Records
7BXuzMPrM0MaXzb91adpUf,1,Disturbing London Records
1ApQIU5YScFyeWTmlztuzr,52,Los No Tan Tristes
18lBGe0MHzFRISPPSUkGr8,41,Alfan Music
1mOxFyYJgWevYZ8YlYjBBK,48,Keys Records
4Ehn3yhEccaDRoZL0YABBl,38,Liron Carakukly / Tali Carakukly / Moran Levinzon under exclusice license to D-Music
4Mxwp3dJCIEJOqQ4O03BMa,55,Atlantic Records UK
16YCkHew4MBxGtpqkCTx6M,0,Universal Music Group
41A9XGb5KCm3QFjUxjQGQn,24,CNL Music
5spPdqGOFgKxVOMu4UnqCm,44,Universal Music Mexico
2TdaWPPadlrbYfvuwRwKuX,42,Universal Music Oy
4lWhGprAjWDZeB9nkNQv86,24,City Center
3Dfc5IJ7ioSB1kG2ySruIu,0,Kalan Ses Görüntü
0isbYR6uuTL4OeIx2sjGfu,34,WM Italy
2ET1OhVOho0jZFhv57UKYR,52,Groove Attack TraX
5GKExbVb030jWohlnKi5eD,27,Agora S.A.
23kRx0bCHdZ3zYOafPjkAE,27,Top Notch Music BV
30nUa83S2LvyNTJiSRklLE,11,The Dance Division
3NUtZ9OuP4mTYlwkNq4CcG,0,Liquid States
1INx6mjNZWkkaAl8d43uEl,43,Universal Music Italia srL.
6aTTagDfNHSsfqGVv1maFk,35,Supa Squad
04uOXDWUgZmTps35RqDBg4,76,Lex Records
6PqQY9oiU7zXQEuWUYBZs5,55,HIM International Music Inc.
6agCM9GJcebduMddgFmgsO,56,Atlantic Records
3DkdRBEwaFuyDTjsrf5dGl,59,Columbia
3z07fQCAOrI8jKn2I0vVkZ,40,A-Sketch
0IjqVceOaZjvqf5aHtFa7T,8,Griebs Music
6F5qMCFpPR1tfIVN6yc26H,34,Columbia
2drq6kMB7WD74F9ReqUMU1,0,TDOCAK
4n33yYeRZwU58jnoypxghg,35,Universal Music Italia srL. (Sugar)
2Sw9FBHOoT6fBhYxHsRFxq,61,EUROPA/Sony Music Family Entertainment
7kdrbAXOyON3ETwi9wsqa6,41,Universal Music Distribution Deal
73OmQdD5bhbv1NhMcDCwo3,43,balti
2Rmmtayyms1LsKbc0PoxlH,53,Capitol Records
3Pnz1uwN2G6Z5Jf6lNdunM,38,Legacy Music
6HfWFdhEV3jgKVVeA3BEji,0,Universal Music Ltd. (Malaysia branch)
7LGcusWAXkUXQwpUzPPqz8,0,Thuy Chi Production LL
1QOWl0hPwQVOJJgT7YnInq,21,Sony Music Local
530tno9W2FoIzPffRMOyGG,68,PAPU DJ
54599CvBVUGG5sc04YCq8A,44,Warner Music Russia
0gjTpiUkKuXgJvfSoieDW0,31,Universal Music AS
65atkzQam1ymnOgdNB8JtU,42,Columbia
6rzMufuu8sLkIizM4q9c7J,80,A$AP Worldwide/Polo Grounds Music/RCA Records
3CExk4WgPxe0lOwoOhuMWj,57,SM Entertainment
5TQIZ6k1kZ8A9CKVgPG4Rn,2,WM Finland
7K5l5urkxMwULkJ6OwP0R3,0,Iglo Records
7pF1j9CKPRpcecJZrzzhmc,58,Rose Avenue/Reprise
0nqGkEbFnRDEvKM2sWxWj4,0,MyMusic Group
5N4IspuRVHHuRPv0nT5Jk5,46,Zixx Music
27QReClwaFihYpExsWCFj2,0,"88rising Music/12Tone Music, LLC"
7ywYSOvY2ezZ1w9jVO0F0h,45,Island Records
6txLOKP4nG5fiE0EHFmB5E,32,GMG SWEDEN AB
2YN1HrfqqAkts3D8DdVSHX,67,Sony Music Latin
1oWfbVvmnphzYHQSNHu9EH,1,Independent
0B0l6hdGEwWyVmUWs1tdoy,0,Migrantes & Alico
5HBwLKK7l3N8fovxDlTBpE,77,"Right Hand Music Group, LLC/RCA Records"
17AuPNXjivbLNa7vpVlEgw,0,奔跑怪物（北京）文化娛樂有限公司
3deyvB3fEavgoVcG1BmFZv,27,Times Music
0swAhdQVwcJatFVNKPOkyK,42,Yung Lee Records
4832Mu98CW7fvit7UeWlGn,0,OPUS
3acSJqw0A0SdZX6j1nfXxI,52,Alofoke Music & Hear This Music
2jp1BNZSjdv5ckBVNIVhyh,36,Universal Music A/S
1DyN6PQEDavcQoW04ewNfe,0,TEMPA TÜM ELEKTRİKLİ
1YQeCKfK3vsn4fTpXKBtnk,35,WM Czech Republic
2t0AfNqhtlMnjFxbTzmPqO,65,Blackground Records 2.0 / EMPIRE
5rEra8CyGdaPcYSaiTusxx,0,Detektor Records
4TEZ2mEcl7GrTVz5jn4q4J,24,Urban
3xI3EaiVGkHmVHi0tSUNw1,51,Russ My Way Inc
7aTeShQY6NnCiFmjYluvcl,56,Rich Immigrants/Interscope Records
57LWfSLLAHvNotdq1sYMjy,0,Rosenklang
4nwd6ernojhNIIRifDJoRz,1,Def Jam Recordings
3Ha8CM9px7D2fn25K4ijl6,68,Sony Music Entertainment India Pvt. Ltd.
5lSO3Vtlfqu8BJZ9lKa4va,60,88rising Music/Warner Records
3YDnvJWY8e4hQVxbVHEz8i,51,BPG/RVG/RCA Records
6OaglnQ6qp6Nl5lA4t4GD9,43,Brent
4TMLaBQUFGzS7lfdJVs8bi,35,Universal Music Italia srL.
2pJn8hcJhOliBQipPHKsaz,70,Toy's Factory
1xJ7jIK1tT0aVoJw1fPE6r,79,Republic Records
5VML6S956h4YfoYPooqLEi,74,Fifty Shades Darker
0ZX0wXTcPIzWxmD0bNpTlJ,34,WM Finland
02QsyUeLcXJ9e7OwK1ZhMG,0,Aware/Columbia
6zLglZz6ir0OglNtXxYvcU,46,WM Italy
3A4iDgV1LwTn0FpSvPcgXh,18,Minos - EMI SA
4habHfhRsoQDVJrVhKV2ER,41,Thuy Nga
0x0SEXFpMYyZZ75Dfl3a8v,0,Universal Music Group
7zgej7EzFINhBm1Vkhe7zG,0,Sony Music Latin
1H9wSqKGrpJmZV1C0Ipzuw,58,Virgin
5kJ5wzvTmKTTlTp6NLo6tb,0,Avrupa Müzik Yapim
4AykhPLWn89PVf4u45hxzP,40,WM Finland
2x657XotA7LCsPElXmXX4W,64,"Young Money Records, Inc."
6ymfTp0luNNkygX04Ljy2E,48,avex globe
6UUSrxY5z8nhWMpWgOEzY0,51,Frontera Music
3cehwLnMykoq2hBd3TzhzV,34,TRIFECTA
7yWxy9nZOBP1t6BufXjgUy,0,Prasim Swaroop
2HlTThHN0PujNNPKYPKpAh,0,Roster Music
2nPs3agGWpLUJu0jWWEJkn,16,Universal Music Oy
6XoZExxIhAAEn7rjVsHdby,47,Universal Music Italia srL. (Sugar)
49kXJxe7Ey87dr0m0wDlx1,0,Sony Music Labels Inc.
5LYwpFW57NMI0FgEQMVV5P,22,Jesu Brødre
2YdGwL96uoYMyovLbKJvwy,27,Nothing Personal
64BKPj4KgoVYqw3ipFcPtQ,0,Universal Music A/S
2UzkHUsvxBjPXKEo6QKKgN,15,Privilege
3IUeEbeMtVKF6IctblFRCk,57,Embassy of Music
2bM009J81OBNisrMbFwBJj,74,WEA Latina
31yIvXy8RmVfXD90BPPVIp,21,WM China
7qiNCwiQ2KwCTelN8u4V3S,20,Sugo
2gdXeh9icSTRQp71pxmTP6,61,Montevideo Music Group
4OKtFyWg0TeKYXK4v5Upw7,51,High Cloud Entertainment
04JYBVBzNBcyGP7KS3JyJT,0,Codiscos
6ckHop8ocvWDvlmJ3hoQA0,30,The Basement Records
3Mht2eyDGe8ZaIrqFPe1rm,47,Epic
0V4BG77cb71SaQUm3Co8HL,12,Ninte Music
30ukIFKHFGkNA3wlS28DHc,0,Urban
7jyiXKzJYgJ24IqlGMKcjN,53,AsiaMuse
4kCIEEooRWkYSiZhn7EECg,44,Sony Music Entertainment
3aPCRel3Nj67HQlY8B6TcO,35,Epic Local
2TZkiz9oLblJ7T1SqtshQw,38,Universal Music A/S
1VDMrOiIsWgwsajuLIV5sp,44,CYB3RPVNK
7s2v3D9aOgF4pZI5L5ClxX,28,FCK THEM
56zmiPjaIHEfsFb7it2SDy,57,Ill Gotten Records
2hZmZVu1Ahe0hOap2iJFCh,38,Capitol Records
7GK5xFWfFQBUisVtld1PiX,48,DJ Gengis
4Y4eYUnKpW6dgBIqqZD7cP,43,J Storm Inc.
6E6ePrT3fy4gZyMM6EWPnb,51,Cash Motto Limited
5LrKrBAJdrfrqdv6kFnugC,31,Universal Music AS
5I0SQNa6m2iFrPHBOZRZrh,19,Universal Music Chile
2DmVNmERvg6j9jZQbelNKu,61,Capitol
4jcAeu2xYvb7TRXIQB387m,53,DREAM PERFECT REGIME (DPR)
3aB8QamXdgeuiGM6sFZyNx,0,Live From Earth
1sfnR90wPaE6DJpyhX9fMV,37,Top Notch Music BV
4gSoMEnVL0sZlROP2bDVqd,55,Warner Records/14th Floor Records
3QvU00zAQm9yzrV4mv586a,32,Spectra Records
6WUfZhaL11rvcFlgLtvQJP,38,Innercore Music
3nwMvp5aCT0IUYXNATk4b2,0,Nuclear Blast
1kLyLDkareUfKPME0Gbc0L,1,The Macarons Project
0BNdpQlFYCPK8ym6XfFUkH,42,Hypers
7MpW0ovjEMLRsuSucWNGsb,43,Universal Music AB
3fpT717wsqLUrALItR1Uo9,0,Joseph Murray
1kDmFwcEqwoQ2MSjjV2ATr,0,Think Music
4uoFy87hpmX022k8X3X9Oe,51,Tuğkan Orjinalist
13QyXR3ZrHclqxloELGWlX,25,ORG. EMPRES. AGUA MARINA DE SECHURA S. A. C.
1SXDhfGDrXTkbdFrLMp9Ch,24,Cloud 9 Digital
3PHbcqYUP1U1bA90IvWo4A,1,WM China
7HSebWoyKTGMZTfnoahW3G,67,Young Boss Entertainment f/s/o Omy de Oro
19Qdple2TzJtbVK2EOro3H,16,Razzia
5HMjpBO0v78ayq5lreAyDd,69,MER Recordings
7L4RH9tjZufVZJkmrO3WH3,0,Petroleum Records
0QWCs2eHsOLKA2hWXTyda4,0,NMC United Entertainment Ltd
6ZPH8jjxr3QtODz3bXX4kP,57,Positiva / Virgin Records DE
0TZnlfxXXz41AdlRbSJVIT,35,Hella Cash
1xXKEPQHLtYE0uSC5oXIom,24,Cardiac Records
3Tbyk4IWnwCRBGVZCO6YlY,0,Universal Music Group
5e2asiaviQs0vchMMYmhKM,0,NES Producciones
2ATjdU85zPKUrInGCvjIOC,21,WM Norway
7pu8id2MDFKqtYJOAvptWg,0,"Limitless Records,LLC."
7dGnMTMzgO9QLn0NJoZuzw,0,İkiye On Kala
3pLmBM5hsmWyMlOHIdWlzo,0,"上城娛樂股份有限公司 Uptown Entertainment Co., Ltd."
1G6O7LzLpBNhEReAHQ2eQ7,59,ALPHA MUSIC / igroovemusic.com
2Nao2jla1VIpWqILOyHwJQ,62,Spinnup
1nsSyx2tGekAcDRAbeZvyr,0,The Valory Music Co.
3YuzaY1bX9uhlhWR0f19mP,68,KORTA RECORDS
4T6CwSonUPYLojwEyBhPfv,44,J Storm Inc.
1oiMBa3ysgVHyJEvzw8urx,1,Ahmed Kamel
7qVYJmI1A4iinTDS1OTrtK,35,Asche
3JkJiPX9hgLUZ0QX2iM4aK,0,Sony Music Labels Inc.
74kYd0GlI6TQ9zurIWfN70,25,Universal Music Taiwan
2y6pQXFvZjEvtEc7P57Hec,21,Playground Music Estonia
60JLNoaixNeDHPpa3Ddgpk,10,Seek Music
1mfvU60c8IdVvNRxS3c84C,0,Full Music Panama
5s1EtajkxRSQto3WT9WtHc,39,The Bank Music
0P8rBI7y9SD2peMzfm0BBX,42,disco:wax
2sSHHrTuj2PdyjHyQJsCtj,51,"Universal Music, a division of Universal International Music BV"
29j1DAQ5GhJxdOtyj4zqAU,23,Dex Music
4UjOz9fuY8XfEOyOx8aeb3,9,Yin Yang Media
5PU97X9n6qqsjWyMHBgfBc,31,Parlophone Denmark
5JB0zirnb0sRjCplEIgQUs,37,RCA Victor
4OLpwVlwR5mgazMG3DX7My,49,DOĞAN MÜZİK YAPIM
2Uskl9fHGD5ENJLZsXPoOy,36,Top Notch Music BV
5777hAjkoHcjcUOeSvwcs6,19,Sony Music Labels Inc.
1c6Hyw9aK1imHiTewfPvKK,49,Gold Record Music Kft.
25IiXgQWyMIuJlINORyTjH,44,CLS
4RvJZIwFar7bT3qAMpjLw9,34,Rotterdam Airlines
4tpexvNazI77pndY3LdOLX,67,Rimas Music
1RHKamkIrSEQAIUfsbYXvB,71,WEA Latina
6HyHimLPwJgAVkpH7fc8gb,60,Bizarro
5ObsO1zS0J2IVnNreQz30O,0,avex trax
0dAwDz9rWIUFBHpYW4hC1k,33,Rokka
07eQ3k3LkvX5820gAvZU6c,36,A+LSO
18fuTYS6MNHnuaQT9vRyZ9,32,Khaosan Entertainment
5tudJgMqx5RbAONO5CN5Fm,0,Fobia Kid
6J5v3KTP6mYNd02doPo4mM,70,WM Mexico
6y9PPlKMsPEArqIgCG5UOP,21,Polydor Records
4WKczQjjYfyADGI8RJUMhf,0,"Flash Osun Entertainment, LLC"
3boOG8cQ8szHDizPKUyBFD,70,Island Records
5r6j9KlFX1aZV2Opcun4k1,40,Universal Music AS
3dI09CzSY6Z3MOCRdsurIn,39,Hamo Bika
155yGQqPxsYkhV7zQyL95t,66,El Cartel Records (EC3)
3qk6XnH3GzEBoPEWUtsvJz,50,Universal Music Mexico
70DNEZBWsHHPYBFNQn3Ena,61,WM Germany
6kpgXbBmHaux9tGK7F57TR,0,Spotify
5ymN5N1fXdTeduT51iaI24,16,bpm tokyo
09WigZRRYDwCB72mlneej3,7,SB MUSIC
0cEosbQrkOH1kanWCNmmpa,13,WM China
10q7X6SHSWvQHq0Q26Do9R,0,Milion+ Ent
3XzSOIE6zGLliuqsVGLmUc,76,"Dreamville, Inc., Under exclusive license to Roc Nation Records"
3sorxaqVMWEM0HBiEWgaB6,34,Star-casablanca
7cjBgJVRcc2gIOlHAPldVh,19,WM/Thailand
23wlRca1X962U0Lte5TRoR,59,Universal Music Polska Sp. z o.o.
0wLUzqTggcsVvkTuu1SeHB,24,Hermanos Flores
2gX0nMFSbHtcCY6F2GGgU4,58,RCA Records Label
5hklbVmeigaqXfFJZXi008,47,Sony Music Entertainment
6W81xWx1Sym7wEzavx9D4n,0,JUUR
1qqdGNwdzAou2XkQ8QNWnm,25,Sony Music Entertainment
6DBI9YJXE30GivjkpfTkO3,0,Love Funk
0GbyJgKIoN2ChRkmppDVGI,49,Universal Music AS
2nwZTHbNaqeWW9nXsVtWzm,17,Universal Music Spain S.L.
4VetPAgttdsUGPd9NeMogR,47,LA PIRATERIE MUSIC
3FpbMdVN6vauL7btY7Q7E9,42,Mula Brothers/WM Germany
6RAiSNWRNPa263WMpZctcF,0,Universal Music Oy
1HQMbQJ3lkeoSM1bV5eVli,33,Lijpemusic
1IWTt9z1QVOwdUcrisNDCJ,43,Columbia
7unQxvZgZgExA03K5anjmH,38,[PIAS]
2wQQAgSBIx2VxTHQbDmVzn,37,HIM
7D9tUac1dmVuOlz7nxyZoH,0,Sin Boy
0LsSz4wemYvMIr5l0AUUR9,64,Universal Music Division Capitol Music France
4cR4BvA87FrIuUArREPx5f,32,Sony Music Entertainment
0ZyXoCGSgC7Io26KfxwF06,0,SpicyDisc
5VtmeRivjCia29TSHOGSzP,0,Frequency Music
1r1Xt6oUnY3VMYbQb1U7CO,68,Columbia
0qYRbCu2dmz948wOiROlcC,59,Republic Records
3smV9lWvek1IhMnb8Ji2np,12,Sony Music Entertainment
3JQpvbFvdp0FIjiMjWUZyj,56,Davay
39G4wESyEfiNC7xhlYA2HA,33,Famous Studios
08eewIzwDoYbhCLjnE8EnI,0,GR6 MUSIC
18m1IYKPOvHVqyWkfBAjia,46,Universal Music Division Capitol Music France
77tyPK5BOv7FWnnNdy0Zgu,37,Nedám Sa Okoňovať
0iNZh2qDkWIwcIikCMAeMq,60,WM Spain
2weMIyaxPtORpXGuL7jEyq,25,Legendary Young
5NtsUdsozqEkwbSDCWOEYp,48,Life Is Pain
5ojGPukTfaEalL4c1yAdl3,29,KOSSO
0trqyWonYcjAuDD7b2aHst,31,Gazgolder
6IA1t0U9TjzwtJwGdLXD4G,34,J Storm Inc.
37bOzXwTWKsRsHNUlE52Ev,1,樂事
1dtcwBLDU9MVJA7326bcFx,49,SONY MUSIC TURKEY
3hgjPXCs87hke2vLWnVxEw,42,Universal Music Sdn Bhd - Distributed Labels
4fJCo0tMt9NELbHalwY5Qe,60,WEA Latina
0iGdLn3rAILMk7QiIFzZeh,0,Dillom
28gC3zfAqGzmzSFUAl74kx,0,WACF
6oGRLieYOrM4wghysL4Wm3,35,WM Finland
3FlgILhwnvSIfU7Gwi3fNv,2,Gorky Records
4AgennmKnwGzpY8usQKM4J,44,Poe Boy/Atlantic
2pP5NoYOgQjyJgyX5AKawC,54,Kayax Production & Publishing
3m9nweKODiS6QoVRPvSIrH,0,Bonnier Music
5FMJB2xKTMGdM3w6DmC6L5,63,UMLE - Latino
1Sd1iyKXoVLYV99zMFNx7O,45,Natos y Waor
47KtVI2WQJoZXV0EE2e65m,39,Takwene
0DbZ1d5nDtaCMN4RPf0Wcd,20,All Good Music Indonesia
30bsjeokb3892LqFhmeYmB,30,Universal Music Spain S.L.
62aVJYavQJDERnuGazTkXy,60,Dropout UK Ltd
7qkj2OwdOQpU5FnuhyFg2L,32,Sony Music Entertainment
6biaKyfJZb787EmoxaGc4w,0,Universal Music Group
7dOvYGlzdL4UheDpk163oU,42,Universal Music New Zealand & Australia (Distribution)
4I3hdRt7CVofGcgbheQ2fk,60,Roadrunner Records
4CNWvK42EpZk2z3AiSGcwx,0,Ella Vos Music
4MCUeZ03MKjlNEgOPT9Idt,31,Universal Music Oy
2HJnSQ2fNACKO98hJuIXNp,10,Sony Music Entertainment
47JSuowYYz5j8w2AM6N8w6,0,"Big Machine Records, LLC"
5D5oT0ABzMLs3hXwhIlK9H,0,Discos CNR
0vshXZYhBkbIoqxyC2fXcF,72,Blackened Recordings / Universal Music
449HFB85u7itFgHxsQzM5J,43,J Storm Inc.
1zDbcQiL9pDK3AYgjn4Iop,63,Living Legends Entertainment
4NppVsUOi3ao3DVS8z2C8o,52,Universal
6iDT7eNI66fNMWrO20B7wo,20,WM Finland
0lU9yPHTdXR60H4tkGuSYT,57,Dolu Kadehi Ters Tut
1SyTRxa2OlwnzXGyrGtfOU,62,UP!UP!UP! Music
4TrKYcbDjtLiJoS6LYau6r,29,G*STARR ENT
7xWPgnmKLzJ6R7eD5aBwQg,35,REVOLUME
5he7pU3eVFeL7MDdL3Ji01,42,En?gma
6KMYCz8o1hv068w8Fyb7mt,58,Columbia
0R0UUOJ6km3KSucmDUPlyS,56,Sony Music Latin
2Sl9RPvYuRHn8L2bZ2sDIC,0,上行娛樂股份有限公司
3oXmO1JCSoh2eABBLsPPFO,8,Fullsteam
1NkkXbEvt3lhsVdgYYf8tn,48,SC Entertainment
3SszcRqjBwGMc74koUco9Y,57,Sony Music Entertainment
37ht6P2UHS045TvlrUMdRR,41,Universal Music A/S
21oQRUNFLjkF9Ms1FZheKI,30,Mula Brothers/WM Germany
1U9jAWA4uRo8U9mMmPXFiS,37,Cobalt Music - Helladisc S.A. (GR)
3bn4mvZtQINHFQmOmJdLpo,40,Fivestar Records
2zPNfsFJ94slkeTaJwMZGt,45,Mula Brothers/WM Germany
3GmZA60cXDyVlZKJFnbKCw,53,KOAL
5uCLVj0095GwMv7tjt3IRX,54,Студия СОЮЗ / Танцевальный рай
6YSj649WeeJ06qyop6QrmD,51,Novel Core
50swAUFwjSej3gI2geIbL9,60,Sony Music Entertainment
3LiWdxPYT2HTp1tQaBuGnN,64,Worldshow Promoções e Eventos
4V3FlnhiKbllFkqt9mxNnW,57,Aura Music Corp.
4HgRl42YAWmVCjvJM6t9Tb,0,Shannon K
0hSYLkzPN93x7wnUNJKU5l,17,New Vintage College / Top Notch Music BV
