region,id,top_position
Switzerland,6CfGQzfXt10xyTt6QYKueh,55
Netherlands,40kCuwvYw5SCX7njHnKfhe,138
Norway,3Tt7K7k1pnMD0hR1z7l4Ol,151
Thailand,5BXr7hYZQOeRttkeWYTq5S,200
Latvia,5kfNriitmkNE8mUbZ7gbq8,20
Iceland,0oaY19dUwZimIgzn3ZZLZO,24
Panama,6Za3190Sbw39BBC77WSS1C,2
Uruguay,5SXG3VyqqWkzr4a3sUnupK,195
Slovakia,2bHRnMtpXMUmzDHZrAyxne,88
Uruguay,6JAtYFDUmBpKkr6nlsLUNI,67
Belgium,2093eVNfimjmNjU1gk1ES7,111
Israel,5f5tMrP3ZZbNtiLIHKOQLS,86
Greece,3axCbRu1eOTfFzVMQbJS3D,6
Switzerland,59qrUpoplZxbIZxk6X0Bm3,13
Czech Republic,1k2TTEG9Yg3q4Hcmr1dJtx,105
Lithuania,5SGm0d5DWRtAWv2svhxzSJ,3
Peru,54OB85nuxYGfl7qRQXuz7c,20
Belgium,2XYDdM3FmyfEftpku0BUbP,80
Ecuador,56KhDgM8O8rHxBI7CIEGCw,61
Finland,4rtuFDGlxttJwLdd6f5dbh,178
Ireland,3SdTKo2uVsxFblQjpScoHy,100
Japan,7IBwivORJwEj46x1YE2G36,145
Belgium,4kflIGfjdZJW4ot2ioixTB,123
Estonia,3zKST4nk4QJE77oLjUZ0Ng,5
Czech Republic,5yZikrIYMNhW4OGIO2xpLr,125
Malaysia,6mb6lVLNrcUgLnEN8QnDJd,192
New Zealand,35cOyocq8Gb6UcT0NWeTwn,184
Denmark,0NvHg9fiix03UG7hdYx6DI,199
Morocco,1mQj46mzQdL5Cru6Wor8Sx,140
Belgium,7iAgNZdotu40NwtoIWJHFe,71
Dominican Republic,6HAuw5GkYn8BrT1FG6ns76,79
Turkey,68WegIqMKDBhbvUoU7786d,65
Sweden,60ZQfbSmMv9HBEbnAmCAoQ,118
Sweden,2Nc1v8I86FUGorwjXKo0in,30
Denmark,4huBDGP4I3S0pYI0EaRN1c,82
Ecuador,2z0IupRlVRlDN5r2IVqHyN,121
Thailand,0lQWN4uo1PCdzrxEZJM95P,85
United Arab Emirates,6uqyE384HDSsuwpoF4mjrL,15
Greece,653cGrgrbNs2KM3949i7Fg,16
Russian Federation,5AVPelpkccFdZdepfo2GhM,18
Austria,3hRV0jL3vUpRrcy398teAU,146
Mexico,2CYVETnhM9aytqrazYYwrK,162
Czech Republic,4no0eHn4fEB7tN1yZSXMma,161
Germany,6JauvM5sR7iyQjrilIViOs,164
Malaysia,4ah1WecOnFDKwnfdFpFtCT,47
Germany,2lJgmiFuiJAUsuIExIzvmz,107
Morocco,24YG5Z8Of1VHovrfXsbvCZ,122
Argentina,2hsA9YWuF3C9Gosi4dpjJN,70
Germany,0A5gdlrpAuQqZ2iFgnqBFW,20
Greece,1BxfuPKGuaTgP7aM0Bbdwr,55
Uruguay,1VkfjnJvS5Q5Zn5TmqvcFZ,174
Singapore,4al79fTPcJVhLGZmDedqVr,157
Iceland,5f5r2N4Lp9WoULWPH9zp2W,42
Latvia,2Lhdl74nwwVGOE2Gv35QuK,25
El Salvador,2AuWgceaQyfMoI3EGavwGb,96
Germany,4hJhHbkhZFnxmWbAkZRoe0,51
Israel,2BmYBeZOsPPg2OfRmg8rMo,87
Costa Rica,4jPy3l0RUwlUI9T5XHBW2m,102
United Kingdom,5I69y4P1gq3WA2B5AHVicr,151
Czech Republic,5E0oLx04aLBII3eTT11Hnm,55
Netherlands,4b7mLZQWsy0rLnrMtPA9fQ,105
Denmark,39EMjQp5Fhf5zqzMKb4way,164
Norway,0QrLeOy3DCNBNQoEwZB1T3,42
Canada,52xJxFP6TqMuO4Yt0eOkMz,1
Taiwan,2mfUa8bLs2s5N4VaqJZ4lZ,36
Hong Kong,6xTU6B6nFwKKTSZ9ySXS80,25
Singapore,4QIo4oxwzzafcBWkKjDpXY,32
Belgium,5es8kaTPXX5ikcBchdHbtV,109
France,4Q3N4Ct4zCuIHuZ65E3BD4,187
Iceland,6jmZlyf9DxcIoRrjw02YXm,64
United States,1GY1aODWhIPUmLNitZMgRL,177
Poland,10a51VNNq8TuSf349uNohV,46
Malaysia,35RDmXJ59YYGNlv1KfTGsP,40
New Zealand,3Iba59sFmGhQ4kbCY5L8AX,36
Global,0as7lPxkBPctZ7uVmchRNM,100
Germany,3TDhjS1EBpOXVBaXvxL4A9,81
Austria,5lZZmityu9TAjNvSY6GLhR,31
El Salvador,02dsc9B5N8BFatjGcGhk1u,98
El Salvador,7GX5flRQZVHRAGd6B4TmDO,74
Uruguay,7guVlnmdqpcFjJmwP6RSRr,120
France,5ZwRTJD1bTACtIuW5Iibnu,1
Finland,6aX41xuGVABgnLKmCaowCs,34
Singapore,378iszndTZAR4dH8kwsLC6,147
Turkey,5tNUKDkTFVg4y4XszdAKPh,15
Costa Rica,2uWg6P3lEsS1qQ2qg11TUx,81
Thailand,2qT1uLXPVPzGgFOx4jtEuo,67
Sweden,1EQFOouqdKYdpbNoOHRVO2,180
Lithuania,6p3kDqESgqdEuOUrPZLRJj,28
Netherlands,7wI7U5PSfUNXhePdSIu5iX,40
Taiwan,3RpFwqdROrxJvHywpT1pJ4,89
Slovakia,07FkzikE6FuHIa8Ma7zJGc,70
Costa Rica,2tdq0CeAGSfhI2l4Gwkvgx,112
Estonia,0zMAvsQmaQ4DGsmXtKixpn,72
Austria,6ET5DRhoyIOUETNyDcGtk6,79
Russian Federation,4LaGu95Ui2s4vprSQYWUAZ,136
Portugal,7sO5G9EABYOXQKNPNiE9NR,56
Indonesia,56lBX2WHqfGuoeZxZvUnVj,19
Guatemala,03iCbZaM4OkRR4We6wIzvx,93
France,4NK6D8GiarjU5inTO8FCsJ,36
Global,4XLu3tTSZiPFVC9mmuR6Zp,58
Bulgaria,3zvOhLPf8JIi5cmEdkVJWx,8
Costa Rica,5pD9x23lsoQr464mlmaKNJ,85
Bolivia,1bmm8qIp60aMkozpkPnxNM,90
Singapore,0atKLJp9qU9UBcOjDuBMnl,55
Ireland,6GTlYv5HcboHQH3G7dShMf,72
Lithuania,0i7lZhEMEheehKyCtBJIIL,49
France,0YU17F0BlVXvmx5ytsR43w,50
Finland,352E7Ok0llYpRPAjZcxPIU,166
Thailand,7bJwvubZZaoGE1AGEfu8Fi,112
Morocco,0ky8syPEVEfD7qCxMTW49X,111
Belgium,2Tq2R8sRftNEqdgJK5HadO,32
Slovakia,4zTPYAf5scZdp0LnwPPeWK,86
Bolivia,67ACYA3UI6QMNtHX6b34wX,16
Netherlands,0Znv6JZK4a2iVEEdxMe21f,153
Greece,7zWzNwjF8nsGnQq3mJiG13,1
United Arab Emirates,2gwkD6igEhQbDQegRCcdoB,31
Netherlands,5qrSlOut2rNAWv3ubArkNy,76
Italy,47quNj56sFEMCBXN1xm5RO,1
Netherlands,1NfuWKnlxSkoTNUx5po7vp,97
Germany,2eAvDnpXP5W0cVtiI0PUxV,137
Austria,51WUacrCkukxCgym463uNN,27
Greece,6Gy7rXB6Ku5vIWC7WGWsl3,3
Japan,6FB3v4YcR57y4tXFcdxI1E,196
Poland,3Du2K5dLzmduCNp6uwuaL0,30
Global,4b4KcovePX8Ke2cLIQTLM0,28
South Africa,6z6YV7ANb27fmra1O3wAOD,115
Norway,1uWxnUQd05yyOI3M9DeKI8,10
Costa Rica,1yBajzrTsYlJsVjKhQngb0,174
Guatemala,1WbXIpiGBJkCiv3hn40iPB,60
Canada,5IhzJOXNE7ki0IIJbZbnGq,57
Latvia,66kQ7wr4d2LwwSjr7HXcyr,2
Iceland,2D0dj3hVkRQJCp63cxCPEx,82
Uruguay,05tgRwY2H6cAFHVmd0G1RP,115
Mexico,5PZlMcW7VUlti8IRdApRIn,19
Germany,4znqNW7Fa6gllzKt6KMZNs,107
United Kingdom,0Zl4G9qcdXV5hVhdOirNHG,183
Global,5MWOSsgPDm3aPvAHWghxxG,26
Netherlands,5prZBl6RDYQzpMPFaq21v0,86
Dominican Republic,6lFM8kkmpffm0aq2gzEtEK,28
Slovakia,0LWkaEyQRkF0XAms8Bg1fC,61
France,0WxiQqTcK3ZErx2mMWgtm6,1
Ireland,7Aem1fAapTdGcHwAYyQYU4,105
Brazil,6PERP62TejQjgHu81OHxgM,16
Slovakia,5SZn6pPcWotYJ9NxEElWbS,114
United States,7vbjH8laThXpcBXeLNPm3M,45
Singapore,2Bs4jQEGMycglOfWPBqrVG,137
Global,79nEEoEPY2w8EXj9hjn5oc,38
Russian Federation,4creMp2xnpu9Ss9YcMP7ks,61
Greece,15V49wyGJiCYkVQ4ys1bUt,82
Taiwan,4j3GWI86JvSaF0BLdmgcfF,13
Uruguay,5gwCA6eUUqFNg5VVWo2Yzo,147
Chile,2AIWoHr9DF6y4KALCBKWQS,77
Norway,3zesxb7sOGbeSwUrzLUP0f,153
Russian Federation,5qtwPGSCojZb78j5A2d4bw,42
Hungary,1elrRWRsxxN4vdOQXcP7Wz,153
Mexico,4FDOVgka6TTOceVRhjWJG6,153
Chile,5rKEC4enuOXJ37zx9OCz2G,180
Hungary,4yI3HpbSFSgFZtJP2kDe5m,9
Global,7kt9e9LFSpN1zQtYEl19o1,14
United Kingdom,4tA8lpQoWkMRWOZ29HbR86,67
Lithuania,6rnmvTLg2KnF0rZUCgRWHH,125
Spain,0L7loeTIg6akW84aEQZpCT,103
Bulgaria,05mDaV9Vb3wrzjF6OPZnhq,9
Brazil,2SUPbyD77tJuOUbqbxct6l,4
Poland,6L2bUgwhEuz1VZlL2Xr6mv,10
Global,2Bs4jQEGMycglOfWPBqrVG,65
Italy,0OU0XbP0WnsLwFTVgeXFeu,11
Ecuador,2cpteAYHcd4cjSxAeCkA52,76
Poland,4cbdPT6uaBOgOQe3fLMofl,86
Czech Republic,7CFfqRW50ffULvBv7lfIIg,196
Czech Republic,4hXDobvUaXyDFLnmecoY0z,199
Malaysia,0JOuenfJaP3QodPJU0alSk,145
Malaysia,6V9kwssTrwkKT72imgowj9,35
Colombia,0lTYnxJdC68v0oXd5xolxY,32
Taiwan,6F2r4HgpJnvKDmkN6JEN6J,15
Ireland,6Jzdxguk63s6CVVXHIrQ0x,111
Indonesia,2JEaSgRiEra5OQrZlnyqXG,21
Bolivia,1CKd1PnqfYx0H12V9MSaIY,80
Estonia,0w1ZtnzQmtmuuoKxHT0pLL,46
Lithuania,38Vh0iUlilcvnBNWS4saSD,162
Hong Kong,1hSO2gFy57hFzDzQzDDiei,152
Japan,2f7E6saroy5ibvSRbStf1F,124
Germany,63DFGOz416pZK2EKHuCaov,113
Spain,3cRQnpGJ2pJEjQxBIdbKZP,195
Iceland,4zxpssj8DyrfZcEUSUiNxG,85
Ukraine,0aKXiOFEmprIpNXf8NhGXn,112
Taiwan,07iGY9KfBhKAPJPm8rQQKn,74
Hong Kong,7hETpLmqWiMAD5TtfrOlOe,153
Taiwan,3J7QPfBvpESTHcYBXfY8OR,142
Norway,1TOiDnIY8HgPyDLSR08QXq,72
Portugal,0pDaqgIForVNO4jrtTxcWT,94
Hong Kong,7FEifm7JywaFtCU77lLOsO,57
Singapore,3qbqWUDl9j09PeBaQ6CZgr,175
Ukraine,3DW6GVr7RVyfvo4NBRvZIZ,54
Luxembourg,0zUD7CKGIsWSA4f99wz9e5,28
Peru,6081KcXIw1Xli7DBL53CVH,77
Taiwan,1HhPL0MH5bkJrOnW933joC,19
France,75j5Ue04YUwJ1ADxux8iXo,29
Ireland,5G6Gt9RtNaeIE418pd4yre,103
Czech Republic,6qeoxmPPBN7pnMtq2F2KzG,10
Costa Rica,1GO9vCm5Cra5uWGSWQ5mGK,117
Malaysia,2IpahxETEoM0KWRxnWkvZQ,168
Peru,6aommJFM8i3iT4inKuDSXh,122
Denmark,3zuMEteRKyQCujA5CiS1jl,93
Singapore,4SqWKzw0CbA05TGszDgMlc,13
Canada,6I9VzXrHxO9rA9A5euc8Ak,40
El Salvador,3yOlyBJuViE2YSGn3nVE1K,113
Poland,3aWPdd6U1xbsIEGEpUaPyQ,65
Paraguay,3LUxexs29ODGnrup1G4y89,128
Ecuador,1nmv9iVCFZ6xBHvoCXukqs,147
Lithuania,6SSxk0knjUdbEYeZpjpYdk,136
Iceland,2WlxSVj8n15QB795vBvbNW,98
Germany,08EKxlllDxS75zRmsh92ou,193
Canada,7a7wbihbtKPnMCq17iECek,144
Global,3pIigjAWkzwAonXpJ1fmSF,51
Dominican Republic,5lZZmityu9TAjNvSY6GLhR,160
Colombia,44PelqgstAM0lb8rHPKfHq,179
Belgium,6R2ZPGhBifm1i793PMnXws,163
Panama,0LdlVrH3R9PCfaVNNVANgl,1
Hong Kong,32LGfZn1p4f2F7ti9dhDD2,10
United Kingdom,69lthMmNtlYX3woh9LK3yx,87
El Salvador,2URDbWGmPz3vhagl25p8OC,116
Netherlands,54X78diSLoUDI3joC2bjMz,113
Iceland,0D5CXSUx8GOCHSY8KWgi9h,134
Iceland,745YR4QDaT3pxvaZcBBPbF,3
Germany,30QRKfHBopZn6UNqqSJQ9O,104
Poland,05mDaV9Vb3wrzjF6OPZnhq,59
Indonesia,2jL9sjFc2LZsQBGbQnrjXR,170
Russian Federation,7up5MwPUHQdv4DkzQRHRWP,85
Singapore,1pKeFVVUOPjFsOABub0OaV,176
El Salvador,1UHcnP31sAKOJFrEnyRNUz,88
Germany,2s76aKBWKShlwPC4xTtEEE,136
Czech Republic,3WrG9BpOPQWUus3FjA1Tny,145
Latvia,3BgvCj5oUc8jpL8YCB9y8S,44
Norway,2zjGJ0dChMR0KxBZS15aqo,116
Greece,6u7gmPOz7pzzaeR9xSBpsR,47
Panama,40qyPyljksBEqlNw5sW37T,89
Morocco,52XknVywsSWwVXwcxl6WAP,181
Slovakia,4VXIryQMWpIdGgYR4TrjT1,60
Canada,6pUBrvKfJL4qmn95mxU7rC,105
United Kingdom,14kYOiFVPb7E7NfFbqhdln,42
Turkey,1jWXlhsOpwVGXtYUcI96tV,3
Finland,7yq4Qj7cqayVTp3FF9CWbm,138
Netherlands,6IaieqiCVvsNvEt6Y7yOFa,56
"Korea, Republic of",5uVgfUQLv2ZCgdx0t9vawz,45
New Zealand,1wlKw9NAWVWpx7OIAyg9EA,96
Denmark,5ndfVSDyPq90jaIUhNPeby,82
Bolivia,05HpBFLrHBjWpgV0DSPUAv,91
Spain,7129iqBafaphfc3WPCGC0L,109
Nicaragua,20on25jryn53hWghthWWW3,157
Philippines,67EY6aDoIx8czEPS6a2AaI,86
Netherlands,6nrbHVrXTAW0uhLjR5tqHJ,160
France,0Tg5XGjRZHTf9MHsgXJ1Ke,153
Mexico,6SQLk9HSNketfgs2AyIiMs,157
Chile,2yVGDR9w1srAuQAuUjEShj,97
Portugal,08XQqKCJS2ogjrvkOymRYq,175
United States,5IwUFTiNkarb5HEtNRtRtc,195
Global,1iAyJBksvAI6DQEnzv8l1E,106
Switzerland,7yt6eiZQCkVFEzwGp4Pbor,106
Switzerland,63QQ2n6nZZXary0hJoVktP,99
Norway,3UIGE2FXaUUcYWA31Og0XO,90
Israel,4Yq3XUNfWrAPWuB94qkC09,39
Denmark,3ltYJpvukgAb9hLpCLoDOm,133
France,0IEpczRj5ucpkrr1q5wk0c,96
Finland,3b8VSGdio0HRI3I4IIDxjR,153
Portugal,1Wb8WmBV9Vvz1JJzWZh3OB,57
United Kingdom,1wRXZO2KeCbovrfaOFoMnz,159
Panama,720UzNnKdJIYHwhWh6MPYs,4
Singapore,3FDrI0FLKzrYQiWxPhqV2W,51
Malaysia,6cPyTS0Kk2sc4xQwC93kOg,18
Hong Kong,0VjIjW4GlUZAMYd2vXMi3b,2
Panama,11pEKMLmavDu8fxOB5QjbQ,67
Austria,1kNOYGYeUNIemqnotftMck,35
Lithuania,083Qf6hn6sFL6xiOHlZUyn,26
Italy,6ju3FaV3aVLzGzwERKZuFK,47
Taiwan,5Ui5JmdLq2IJRntC0lAaiN,67
Lithuania,0ycFQvBTfuo1LCdG0HhszL,90
Canada,73IE87H0g2MBmdn41lkVto,81
Chile,02IJFWVjLSM811RsySQusA,60
United States,0IhTEIjFaRt3B2NQYf9azQ,90
El Salvador,0VjIjW4GlUZAMYd2vXMi3b,4
Peru,2L6YJ2mSyqStxQX4OjUOon,135
South Africa,7J56kGrJrW15ux95S0MWAu,43
Latvia,03CbQgFxnBFoaaVJTfEqMD,56
Sweden,7v4pPS4A7NgY7bxFA3Etv3,176
Germany,1fMKG1kgfkZTjDXaHR8O0s,76
Denmark,2kVHAQKVtczchKctctzbtK,56
Brazil,3VNOZ3wbxJtpYO08fNnxJI,173
Poland,3ul8YWNcs8z5cmudWmg0hA,88
Canada,6V9fHiv84WlVTg7CSnIVY2,22
Czech Republic,2bjwRfXMk4uRgOD9IBYl9h,52
Paraguay,6FWMkcaZyKS8I60zR6ro7h,51
Global,7K7MUBCnzgBAvMVW2RTWNs,18
Spain,5Sv5ZcEQ8RJoIyiBMnX9cm,156
Belgium,17y8kqTbNDd9QM3j6yln4g,89
Denmark,2zy9TMoZlYGuCNY4TLqG24,53
Argentina,0Cn8NxJZz7zUlsaA3rXoIU,171
Austria,6cy3ki60hLwimwIje7tALf,42
Guatemala,6zEgnpM0qYmHLDnh8WPejL,4
Global,4cHKd6qPMR1TMx55KHlida,122
Canada,1M4OcYkxAtu3ErzSgDEfoi,4
Spain,1mGdAakF09uO8BHfGI00DF,111
Iceland,1Zks4IE8C01T855LO9UcFh,18
Netherlands,4YcWzLSnGqLjSCycuSMHnn,133
Denmark,3MthJpM1IEYp2ulZe00LvP,122
Italy,24ySl2hOPGCDcxBxFIqWBu,24
Brazil,7sP1vX19yRk9To0a7aJDzn,116
United Arab Emirates,0k5hoseEJnCAbpRh38dNoI,155
Japan,3NfxSdJnVdon1axzloJgba,116
Greece,7G8VUmmEOsA1itpB9tVXD2,134
Portugal,0qIl44RSf2y38V39V5koXj,191
Philippines,63nJIngH6cMV70V5IUx3Ex,40
Poland,2ZTYlnhhV1UAReg7wIGolx,173
Philippines,7tIFeLQFS7A6DLcZ12Mv3U,146
Romania,5KYhIFNTp4VQUqlsbLWTTu,137
Morocco,6peUg2QpVEhwdHigO0i0rS,16
Italy,7yKcmWhsxZFaZ7AL66NIk6,8
Mexico,4QgdJycTYnqJCWEH4R4H1v,138
Global,0lCf7sZrGyEAKrfA1AXG11,78
Saudi Arabia,2ajzBr7vwHTEBeqDzcsNRC,58
Germany,56x21A8dBargLe0oMLsgLU,133
Austria,3R8CyhJfVjvgIROd5RSGhQ,176
Iceland,6Up545NUflOiXo8cEraH49,72
Belgium,42ZrMq4BKsWDrrbMnMRYaK,3
Uruguay,4pkCB8ZslWoCF0xoKqNRqp,146
Japan,4myTd594xGtzwMYO0MzBx5,109
Spain,4yGusLC2fJbi1N3hcJNbAP,53
Iceland,0a4eEfoZEYCXte9Zk1r7YG,47
Germany,6o5TECt1aCm1HjUzp43OgL,126
Norway,2Dgha6W3Qv50EP1Qs1y2MD,89
Taiwan,7mH5errNU4CsIty6fMK4tn,67
France,75nxcRTczVnNICSGF09d1c,101
Iceland,2IHLaN6wwYKQ3S24NsQqpA,62
Czech Republic,2kJu14V7hbZw3I4K8L8SXb,10
New Zealand,64BbK9SFKH2jk86U3dGj2P,179
Global,3jJ5NJ3aNWvV70Rd7hgZIH,181
Argentina,6ofuqm2qLMi9lBFEF9mJMb,59
Portugal,2xRiBCmtqJA974skOMtJb9,136
Switzerland,6Bupao0tigbVrHoTiZdQG2,82
Finland,0lCl7wTqxiNQDCP52u1pyQ,105
Australia,1wJRveJZLSb1rjhnUHQiv6,23
Denmark,6s58YURc4Di5QWpaESQkQE,107
Luxembourg,3jQvH2VoTRe5CEnIS0MnCE,19
Germany,1ItPzUiqRo9GU0y2bnoxnG,12
Lithuania,56AMYGJzxBO6p8v0wEe9de,35
Spain,4nZDYnQPWyzXBJ1QWkaf4B,107
Hong Kong,2dpaYNEQHiRxtZbfNsse99,1
Morocco,2NDeDdTOJAyQPwrLB4Iojx,43
New Zealand,10GJQkjRJcZhGTLagFOC62,91
France,0OelIIzUQxwQuJJWa8ijw6,45
Finland,37F0uwRSrdzkBiuj0D5UHI,173
Ukraine,7DQojpv1OKySvRHa4OpaVi,19
Luxembourg,5wANPM4fQCJwkGd4rN57mH,12
Switzerland,2jKK3ET5LM2zGzUqY9PWDc,108
Portugal,1EHUQesfVKwbthtNcpBi9g,57
Peru,22LAwLoDA5b4AaGSkg6bKW,179
Norway,0Oqc0kKFsQ6MhFOLBNZIGX,144
Lithuania,0azC730Exh71aQlOt9Zj3y,71
France,3UPb5zeTreAOoKv8XQfvrC,35
Latvia,1ngGGsWzGONyiOlxdXRDr7,95
Guatemala,3cRJo0hXMcrXa7oLfAUU4d,38
Hong Kong,1b5uU9k0qhDCmDy8h4Y3mZ,154
Indonesia,2t8yVaLvJ0RenpXUIAC52d,156
Australia,1MksGqIztTT6M9R1ErKVs8,85
Guatemala,2vCHDrXVN0k1GPTjSIZ69E,161
France,14WWzenpaEgQZlqPq2nk4v,137
Brazil,7DmZMqXYgQ1oI3z3bGUEbi,40
Ireland,5MhKHO4FYmpfDryQX9408O,61
Germany,3A9IluZ4ZkaYFNY5pABH0J,155
Belgium,5GG3knKdxKWrNboRijxeKF,190
Norway,6o8tRLnKNSVoBHCTfiFdBA,49
Ireland,3iw6V4LH7yPj1ESORX9RIN,7
Taiwan,7lXQEJTUzFPeuuDtB2NpkA,57
Taiwan,5vLVf1OwM9a9bYWkp5YP9t,70
Latvia,3towKHKVOXCCcL1fHv6xFO,15
Argentina,6b38njkY1j48fruqRqrm6d,157
Taiwan,4vfsh1GHqHZtTlkusq9j5E,65
Guatemala,18WYpqbNvkCXHTeyN2WG8l,152
Dominican Republic,479fjceNVcwDiMO9h4Zkc2,131
United States,3Bi3ws3uigvFSmfTcSLjnp,53
Portugal,0dLkZwE2Xt4ETtUt5cED2l,112
Argentina,6xdLJrVj4vIXwhuG8TMopk,92
Hungary,76nIlhb7sx9W9ceQKVKreg,77
Hong Kong,5uCax9HTNlzGybIStD3vDh,6
Czech Republic,31Ka021aPJb9Vl5zQbMN80,165
Colombia,4z3GJkrtH97Bj6fRta983T,1
Czech Republic,0AjH9a8kqZbQ3xCF8uv2YC,76
Sweden,78qd8dvwea0Gosb6Fe6j3k,51
Finland,4OENnoidV0h8gJV6bhrw7r,183
Philippines,4NzMOnvSJVNKF7nw5NkXIP,39
Sweden,2xWjwGfjevKxgB36wkMzZb,11
Iceland,0RiRZpuVRbi7oqRdSMwhQY,26
Hungary,7iKDsPfLT0d5mu2htfMKBZ,111
United States,4qE9yOgBNsARadpZTAb6RH,88
France,5PVKAKFQw3yqa5lsfCiJqk,92
Costa Rica,7FGq80cy8juXBCD2nrqdWU,135
Romania,4oMPZbzG1dK2UltYojsKu8,58
Switzerland,3TRhqR8iMV4ZZko3dDnCJW,149
Denmark,7yBbV2k2S2uhaQc24NF2xt,175
Viet Nam,4NmE2ytXI8S2svTRSmEdpO,35
Indonesia,4nK5YrxbMGZstTLbvj6Gxw,7
Poland,56JyMaElW79S7TDWh1Zw1m,59
Greece,7y4JznkAv2W3IKw9T1o2VK,56
Costa Rica,6qvjLYh374hUwDg7bSsxog,191
"Korea, Republic of",5nujrmhLynf4yMoMtj8AQF,5
Hungary,2nC3QhMI9reBIOWutbU3Tj,13
Austria,0H0MIfeqip6GKmafftx7kC,2
Dominican Republic,1nocRtwyNPVtGcIJqfgdzZ,8
United Kingdom,7tqhbajSfrz2F7E1Z75ASX,148
Romania,6sTDhYVVXU3HSDuG7mBLRU,58
Sweden,1HPS4eeHYYI1m0qz10BDU9,94
Greece,083Qf6hn6sFL6xiOHlZUyn,48
Morocco,5XCmPcevC1eHbM8zfBYKRq,41
Argentina,44m9PAUZYeOEGeaTYh6NAl,147
Global,6O10oTtZIZ4DkkUqyfCbrR,76
El Salvador,5p7ujcrUXASCNwRaWNHR1C,47
Latvia,2HD7DoEe9FdtvGdAdQIv5W,67
Bulgaria,0FlfN5cbUUpIHCRH8X1M44,89
Thailand,7vUrVGEoDUfxHZFK4lDTKR,18
Sweden,4LC9g23BMk58PbveNM9xDM,184
Switzerland,2MF4HtZHBoUliOi9nOAbS0,102
Honduras,6FZDfxM3a3UCqtzo5pxSLZ,192
Ireland,3pf6HWXtEalIWoZcPTFbc6,44
Sweden,4GEQd6D1NeNjpf0pbOgJSO,7
"Korea, Republic of",5NU40QTlXrDUJzDBdv79bg,31
Indonesia,6IGMugmKETxFDoaALl2qRI,139
Costa Rica,39LmTF9RgyakzSYX8txrow,38
Switzerland,7Dj2wqPYXfSRFwa6qyOztr,20
Denmark,2RttW7RAu5nOAfq6YFvApB,8
Finland,0VuDtcT7H4CAljLZEH021x,40
United Kingdom,5XMMIxXWNd0KswJpCEfibG,73
Hong Kong,0k1WUmIRnG3xU6fvvDVfRG,51
Switzerland,1RPsOAaHaRu8JlVdeaciuL,153
"Korea, Republic of",0BBUGRUURDjwcXmDS3kQkN,13
Denmark,03lq55g82Acj75uyIuFgAC,115
France,40YbWniIEmqy6s58fYXLUh,195
Global,2GriTXl7gRSBv1A2IGZtnL,38
Switzerland,166x4fFwJjCv8VxnUys6J7,83
Slovakia,1whfVLMKWqAX3uk97VXsNN,136
Turkey,0psS4i5YooJrXfDnGvWRLi,89
France,3gwHMr1xbl0p4KtBGqNEnN,34
Latvia,3a94TbZOxhkI9xuNwYL53b,78
Colombia,4xlhd0SpVU3JRULB3Q9s4L,153
Canada,2uir82NkzZ8yIT01L6UoJj,63
Denmark,5qgREU0Ai1lOJaqXiIobio,58
Portugal,0QglpM23kl9ldvVdoYNZwF,2
Greece,43jNdiqx0wOS8m5r1FccGQ,14
Austria,4gR9JUdsnxjzl5QwCZO9Vz,70
Sweden,1WVTi93gt1EofX4H7pmxTP,180
Switzerland,1yFiaFeSLpw4nDYTeErRZ6,133
Costa Rica,61dXuN3VyqGOyOeMfJXIPh,151
Thailand,1Bns8zcO8zM1wrJRn7w1c2,126
Netherlands,5ld8E3DVBXCCWQ54yrkWVp,151
Viet Nam,1hSOt9IeshMkuKP9ri4hOf,19
Global,6Dqja51kHdm93TJGkX7T16,133
Iceland,4dKahGz5r7AMFUEPNFtL1K,53
Japan,2lrRWbiHPdBicufAqrGN3r,78
Czech Republic,5gIRPQWULwrvIt0F6pY7ph,58
Dominican Republic,14WWzenpaEgQZlqPq2nk4v,60
Iceland,1r33iukEx0COYuBzyXPmPP,84
Germany,4jkF2Rp8qAZ9xuJD4jJ9me,38
Estonia,08hm0V6cTsWDX62hW42sEv,23
Malaysia,459mRPsscVLMvVL59gr7EM,59
Global,3Fj47GNK2kUF0uaEDgXLaD,2
Ireland,1LhMopPAallLeaeNutqbgS,15
Colombia,21YnmkSDhUkmkkni22Svc4,83
Lithuania,3p6hnejEQYXkiTO1lAzVc0,60
Sweden,0VchObTqyNU0oWVBjLTSVh,6
Canada,4jPy3l0RUwlUI9T5XHBW2m,10
Panama,0stKSegkdrfLTDvm5sIO38,69
Uruguay,0SqqAgdovOE24BzxIClpjw,2
Portugal,4kkQGhScJDzNIIGavQE9SN,136
Israel,1RK1MIBs9oM4RN1eYBfKzN,25
Malaysia,4ofvoCdXq99vpMZO4Cfp8x,4
Romania,6myUpr3GDR80Dg3zqNTmmG,79
Latvia,2EvQGS7EAHQmVkzvLOk5Nv,88
Canada,086LXfSk4U5XEALardCE7k,99
Germany,21xcU3GJ8EaPYgMKrrN2pV,191
Sweden,5NU40QTlXrDUJzDBdv79bg,64
Greece,57QievAWQ13DWl20Obiz8E,111
Japan,2Vf2Pflg5rTWSvSCK4qq4A,140
Dominican Republic,60a0Rd6pjrkxjPbaKzXjfq,33
Chile,7meQTf97i7gyAzeHTLIytv,80
Lithuania,6FE9EXi8TYg09hR4xv5PWJ,98
